"","region","supplysector","subsector","stub.technology","year","secondary.output","output.ratio"
"538","JL","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.5346577
"539","JL","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.5346577
"540","JL","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.5346577
"541","JS","base load generation","coal","coal_base_conv pul",2015,"district heat",0.1956312
"542","JS","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.1956312
"543","JS","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.1956312
"544","JS","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.1956312
"545","JX","base load generation","coal","coal_base_conv pul",2015,"district heat",0.0681441
"546","JX","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.0681441
"547","JX","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.0681441
"548","JX","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.0681441
"549","LN","base load generation","coal","coal_base_conv pul",2015,"district heat",0.5564293
"550","LN","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.5564293
"551","LN","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.5564293
"552","LN","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.5564293
"553","NM","base load generation","coal","coal_base_conv pul",2015,"district heat",0.1371975
"554","NM","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.1371975
"555","NM","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.1371975
"556","NM","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.1371975
"557","NX","base load generation","coal","coal_base_conv pul",2015,"district heat",0.0862029
"558","NX","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.0862029
"559","NX","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.0862029
"560","NX","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.0862029
"561","QH","base load generation","coal","coal_base_conv pul",2015,"district heat",0.0806948
"562","QH","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.0806948
"563","QH","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.0806948
"564","QH","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.0806948
"565","SC","base load generation","coal","coal_base_conv pul",2015,"district heat",0.2196026
"566","SC","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.2196026
"567","SC","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.2196026
"568","SC","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.2196026
"569","SD","base load generation","coal","coal_base_conv pul",2015,"district heat",0.2784892
"570","SD","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.2784892
"571","SD","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.2784892
"572","SD","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.2784892
"573","SH","base load generation","coal","coal_base_conv pul",2015,"district heat",0.1900136
"574","SH","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.1900136
"575","SH","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.1900136
"576","SH","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.1900136
"577","SN","base load generation","coal","coal_base_conv pul",2015,"district heat",0.1188077
"578","SN","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.1188077
"579","SN","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.1188077
"580","SN","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.1188077
"581","SX","base load generation","coal","coal_base_conv pul",2015,"district heat",0.1609255
"582","SX","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.1609255
"583","SX","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.1609255
"584","SX","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.1609255
"585","TJ","base load generation","coal","coal_base_conv pul",2015,"district heat",0.5249952
"586","TJ","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.5249952
"587","TJ","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.5249952
"588","TJ","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.5249952
"589","XJ","base load generation","coal","coal_base_conv pul",2015,"district heat",0.2136232
"590","XJ","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.2136232
"591","XJ","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.2136232
"592","XJ","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.2136232
"593","YN","base load generation","coal","coal_base_conv pul",2015,"district heat",0.0329246
"594","YN","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.0329246
"595","YN","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.0329246
"596","YN","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.0329246
"597","ZJ","base load generation","coal","coal_base_conv pul",2015,"district heat",0.2690525
"598","ZJ","intermediate generation","coal","coal_int_conv pul",2015,"district heat",0.2690525
"599","ZJ","subpeak generation","coal","coal_subpeak_conv pul",2015,"district heat",0.2690525
"600","ZJ","peak generation","coal","coal_peak_conv pul",2015,"district heat",0.2690525
"601","AH","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"602","AH","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"603","BJ","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"604","BJ","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"605","CQ","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"606","CQ","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"607","GD","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"608","GD","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"609","GS","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"610","GS","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"611","GX","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"612","GX","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"613","GZ","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"614","GZ","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"615","HA","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"616","HA","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"617","HB","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"618","HB","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"619","HE","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"620","HE","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"621","HI","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"622","HI","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"623","HL","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"624","HL","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"625","JL","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"626","JL","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"627","JS","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"628","JS","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"629","LN","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"630","LN","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"631","NM","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"632","NM","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"633","QH","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"634","QH","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"635","SC","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"636","SC","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"637","SD","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"638","SD","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"639","SH","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"640","SH","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"641","SN","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"642","SN","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"643","SX","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"644","SX","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"645","TJ","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"646","TJ","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"647","XJ","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"648","XJ","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"649","YN","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"650","YN","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"651","ZJ","subpeak generation","gas","gas_subpeak_steam/CT",1975,"district heat",0
"652","ZJ","peak generation","gas","gas_peak_steam/CT",1975,"district heat",0
"653","AH","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"654","AH","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"655","BJ","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"656","BJ","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"657","CQ","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"658","CQ","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"659","GD","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"660","GD","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"661","GS","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"662","GS","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"663","GX","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"664","GX","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"665","GZ","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"666","GZ","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"667","HA","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"668","HA","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"669","HB","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"670","HB","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"671","HE","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"672","HE","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"673","HI","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"674","HI","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"675","HL","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"676","HL","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"677","JL","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"678","JL","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"679","JS","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"680","JS","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"681","LN","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"682","LN","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"683","NM","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"684","NM","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"685","QH","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"686","QH","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"687","SC","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"688","SC","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"689","SD","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"690","SD","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"691","SH","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"692","SH","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"693","SN","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"694","SN","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"695","SX","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"696","SX","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"697","TJ","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"698","TJ","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"699","XJ","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"700","XJ","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"701","YN","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"702","YN","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"703","ZJ","subpeak generation","gas","gas_subpeak_steam/CT",1990,"district heat",0
"704","ZJ","peak generation","gas","gas_peak_steam/CT",1990,"district heat",0
"705","AH","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.235391
"706","AH","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.235391
"707","BJ","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",1.011877
"708","BJ","peak generation","gas","gas_peak_steam/CT",2005,"district heat",1.011877
"709","CQ","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.6854951
"710","CQ","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.6854951
"711","GD","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",1.1969137
"712","GD","peak generation","gas","gas_peak_steam/CT",2005,"district heat",1.1969137
"713","GS","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",3.6883425
"714","GS","peak generation","gas","gas_peak_steam/CT",2005,"district heat",3.6883425
"715","GX","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.1067331
"716","GX","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.1067331
"717","GZ","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.2737958
"718","GZ","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.2737958
"719","HA","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",1.28798
"720","HA","peak generation","gas","gas_peak_steam/CT",2005,"district heat",1.28798
"721","HB","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",3.7058121
"722","HB","peak generation","gas","gas_peak_steam/CT",2005,"district heat",3.7058121
"723","HE","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.504046
"724","HE","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.504046
"725","HI","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.0365553
"726","HI","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.0365553
"727","HL","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",1.9775305
"728","HL","peak generation","gas","gas_peak_steam/CT",2005,"district heat",1.9775305
"729","JL","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",1.8396039
"730","JL","peak generation","gas","gas_peak_steam/CT",2005,"district heat",1.8396039
"731","JS","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.7689117
"732","JS","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.7689117
"733","LN","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",3.6749567
"734","LN","peak generation","gas","gas_peak_steam/CT",2005,"district heat",3.6749567
"735","NM","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.754806
"736","NM","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.754806
"737","QH","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.0904865
"738","QH","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.0904865
"739","SC","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.2938946
"740","SC","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.2938946
"741","SD","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",9.6146847
"742","SD","peak generation","gas","gas_peak_steam/CT",2005,"district heat",9.6146847
"743","SH","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.0991438
"744","SH","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.0991438
"745","SN","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.5069829
"746","SN","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.5069829
"747","SX","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.4212075
"748","SX","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.4212075
"749","TJ","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",2.0363006
"750","TJ","peak generation","gas","gas_peak_steam/CT",2005,"district heat",2.0363006
"751","XJ","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.6087426
"752","XJ","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.6087426
"753","YN","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",0.04687
"754","YN","peak generation","gas","gas_peak_steam/CT",2005,"district heat",0.04687
"755","ZJ","subpeak generation","gas","gas_subpeak_steam/CT",2005,"district heat",12.4516417
"756","ZJ","peak generation","gas","gas_peak_steam/CT",2005,"district heat",12.4516417
"757","AH","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",9.898033
"758","AH","peak generation","gas","gas_peak_steam/CT",2010,"district heat",9.898033
"759","BJ","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.3353365
"760","BJ","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.3353365
"761","CQ","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",14.5676433
"762","CQ","peak generation","gas","gas_peak_steam/CT",2010,"district heat",14.5676433
"763","GD","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.0743614
"764","GD","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.0743614
"765","GS","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",45.6355138
"766","GS","peak generation","gas","gas_peak_steam/CT",2010,"district heat",45.6355138
"767","GX","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",1.9174717
"768","GX","peak generation","gas","gas_peak_steam/CT",2010,"district heat",1.9174717
"769","GZ","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.0996473
"770","GZ","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.0996473
"771","HA","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.401043
"772","HA","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.401043
"773","HB","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",17.3807018
"774","HB","peak generation","gas","gas_peak_steam/CT",2010,"district heat",17.3807018
"775","HE","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",3.7796935
"776","HE","peak generation","gas","gas_peak_steam/CT",2010,"district heat",3.7796935
"777","HI","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.0103284
"778","HI","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.0103284
"779","HL","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",4.0573354
"780","HL","peak generation","gas","gas_peak_steam/CT",2010,"district heat",4.0573354
"781","JL","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",3.4553076
"782","JL","peak generation","gas","gas_peak_steam/CT",2010,"district heat",3.4553076
"783","JS","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.6546036
"784","JS","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.6546036
"785","LN","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",218.2092318
"786","LN","peak generation","gas","gas_peak_steam/CT",2010,"district heat",218.2092318
"787","NM","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",39.9390192
"788","NM","peak generation","gas","gas_peak_steam/CT",2010,"district heat",39.9390192
"789","QH","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.9305587
"790","QH","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.9305587
"791","SC","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.1337731
"792","SC","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.1337731
"793","SD","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",144.3266243
"794","SD","peak generation","gas","gas_peak_steam/CT",2010,"district heat",144.3266243
"795","SH","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.2407821
"796","SH","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.2407821
"797","SN","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",2.0022959
"798","SN","peak generation","gas","gas_peak_steam/CT",2010,"district heat",2.0022959
"799","SX","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",326.6826735
"800","SX","peak generation","gas","gas_peak_steam/CT",2010,"district heat",326.6826735
"801","TJ","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",5.0177804
"802","TJ","peak generation","gas","gas_peak_steam/CT",2010,"district heat",5.0177804
"803","XJ","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.8018187
"804","XJ","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.8018187
"805","YN","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.3766297
"806","YN","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.3766297
"807","ZJ","subpeak generation","gas","gas_subpeak_steam/CT",2010,"district heat",0.7202992
"808","ZJ","peak generation","gas","gas_peak_steam/CT",2010,"district heat",0.7202992
"809","AH","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",2.09428
"810","AH","peak generation","gas","gas_peak_steam/CT",2015,"district heat",2.09428
"811","BJ","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.1893954
"812","BJ","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.1893954
"813","CQ","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",12.2098086
"814","CQ","peak generation","gas","gas_peak_steam/CT",2015,"district heat",12.2098086
"815","GD","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.1173318
"816","GD","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.1173318
"817","GS","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",29.4217215
"818","GS","peak generation","gas","gas_peak_steam/CT",2015,"district heat",29.4217215
"819","GX","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",2.6088084
"820","GX","peak generation","gas","gas_peak_steam/CT",2015,"district heat",2.6088084
"821","GZ","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.1461196
"822","GZ","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.1461196
"823","HA","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",1.3559326
"824","HA","peak generation","gas","gas_peak_steam/CT",2015,"district heat",1.3559326
"825","HB","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",1.8924851
"826","HB","peak generation","gas","gas_peak_steam/CT",2015,"district heat",1.8924851
"827","HE","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",2.1186998
"828","HE","peak generation","gas","gas_peak_steam/CT",2015,"district heat",2.1186998
"829","HI","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.0357371
"830","HI","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.0357371
"831","HL","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",9.5448938
"832","HL","peak generation","gas","gas_peak_steam/CT",2015,"district heat",9.5448938
"833","JL","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.6851752
"834","JL","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.6851752
"835","JS","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.6356759
"836","JS","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.6356759
"837","LN","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",10.0991763
"838","LN","peak generation","gas","gas_peak_steam/CT",2015,"district heat",10.0991763
"839","NM","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",39.443951
"840","NM","peak generation","gas","gas_peak_steam/CT",2015,"district heat",39.443951
"841","QH","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.1076284
"842","QH","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.1076284
"843","SC","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.6258104
"844","SC","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.6258104
"845","SD","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",13.9529621
"846","SD","peak generation","gas","gas_peak_steam/CT",2015,"district heat",13.9529621
"847","SH","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.2746914
"848","SH","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.2746914
"849","SN","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",6.9887881
"850","SN","peak generation","gas","gas_peak_steam/CT",2015,"district heat",6.9887881
"851","SX","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",1.4712238
"852","SX","peak generation","gas","gas_peak_steam/CT",2015,"district heat",1.4712238
"853","TJ","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",2.7675179
"854","TJ","peak generation","gas","gas_peak_steam/CT",2015,"district heat",2.7675179
"855","XJ","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",1.6908224
"856","XJ","peak generation","gas","gas_peak_steam/CT",2015,"district heat",1.6908224
"857","YN","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.4143482
"858","YN","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.4143482
"859","ZJ","subpeak generation","gas","gas_subpeak_steam/CT",2015,"district heat",0.47283
"860","ZJ","peak generation","gas","gas_peak_steam/CT",2015,"district heat",0.47283
