"province","year","fuel","pct"
"NX",2005,"refined liquids",3.73708600390536e-05
"NX",2006,"gas",0
"NX",2006,"refined liquids",5.21408766329282e-05
"NX",2007,"gas",0
"NX",2007,"refined liquids",7.19301470781618e-05
"NX",2008,"gas",0
"NX",2008,"refined liquids",8.71110691775617e-05
"NX",2009,"gas",0
"NX",2009,"refined liquids",0.000184750277043351
"NX",2010,"gas",0.00151264132471508
"NX",2010,"refined liquids",0.000722280389784804
"NX",2011,"gas",0.00317835936329787
"NX",2011,"refined liquids",0.00281726347871171
"NX",2012,"gas",0.00225835940238025
"NX",2012,"refined liquids",0.00245245671454222
"NX",2013,"gas",0.00102299560097987
"NX",2013,"refined liquids",0.00181048894093835
"NX",2014,"gas",0
"NX",2014,"refined liquids",0.00158688352541251
"NX",2015,"gas",0
"NX",2015,"refined liquids",0.00158688352541251
"QH",1971,"gas",0
"QH",1971,"refined liquids",0
"QH",1972,"gas",0
"QH",1972,"refined liquids",0
"QH",1973,"gas",0
"QH",1973,"refined liquids",0
"QH",1974,"gas",0
"QH",1974,"refined liquids",0
"QH",1975,"gas",0
"QH",1975,"refined liquids",0
"QH",1976,"gas",0
"QH",1976,"refined liquids",0
"QH",1977,"gas",0
"QH",1977,"refined liquids",0
"QH",1978,"gas",0
"QH",1978,"refined liquids",0
"QH",1979,"gas",0
"QH",1979,"refined liquids",0
"QH",1980,"gas",0
"QH",1980,"refined liquids",0
"QH",1981,"gas",0
"QH",1981,"refined liquids",0
"QH",1982,"gas",0
"QH",1982,"refined liquids",0
"QH",1983,"gas",0
"QH",1983,"refined liquids",0
"QH",1984,"gas",0
"QH",1984,"refined liquids",0
"QH",1985,"gas",0
"QH",1985,"refined liquids",0.00338516757784675
"QH",1986,"gas",0
"QH",1986,"refined liquids",0.00354600012908777
"QH",1987,"gas",0
"QH",1987,"refined liquids",0.00369911471821997
"QH",1988,"gas",0
"QH",1988,"refined liquids",0.00385070203180503
"QH",1989,"gas",0
"QH",1989,"refined liquids",0.00400078480766599
"QH",1990,"gas",0
"QH",1990,"refined liquids",0.00413168711851402
"QH",1991,"gas",0
"QH",1991,"refined liquids",0.00433276513836076
"QH",1992,"gas",0
"QH",1992,"refined liquids",0.00453495915543201
"QH",1993,"gas",0
"QH",1993,"refined liquids",0.00473827848637702
"QH",1994,"gas",0
"QH",1994,"refined liquids",0.00494273255183837
"QH",1995,"gas",0
"QH",1995,"refined liquids",0.00512344973047408
"QH",1996,"gas",0
"QH",1996,"refined liquids",0.00426705758318182
"QH",1997,"gas",0
"QH",1997,"refined liquids",0.00398569087126268
"QH",1998,"gas",0
"QH",1998,"refined liquids",0.00363482797386573
"QH",1999,"gas",0
"QH",1999,"refined liquids",0.0028729511850762
"QH",2000,"gas",0
"QH",2000,"refined liquids",0.00257287242393388
"QH",2001,"gas",0
"QH",2001,"refined liquids",0.00219692019931286
"QH",2002,"gas",0
"QH",2002,"refined liquids",0.00153704688661901
"QH",2003,"gas",0
"QH",2003,"refined liquids",0.00103700481350819
"QH",2004,"gas",0
"QH",2004,"refined liquids",0.000398324767730412
"QH",2005,"gas",0.0133264841914079
"QH",2005,"refined liquids",4.48450320468643e-05
"QH",2006,"gas",0.00574982623054131
"QH",2006,"refined liquids",0.000636118694921724
"QH",2007,"gas",0.00822545607962664
"QH",2007,"refined liquids",0.000660651494989678
"QH",2008,"gas",0.0105104683254891
"QH",2008,"refined liquids",0.000521327164585221
"QH",2009,"gas",0.0111120144169035
"QH",2009,"refined liquids",0.000734363783835421
"QH",2010,"gas",0.00125045016176447
"QH",2010,"refined liquids",0.000723338100445354
"QH",2011,"gas",0.0190701561797872
"QH",2011,"refined liquids",0.00205673931980709
"QH",2012,"gas",0.0177039246008023
"QH",2012,"refined liquids",0.00142627110320171
"QH",2013,"gas",0.0171155033240863
"QH",2013,"refined liquids",0.00149268060837724
"QH",2014,"gas",0.00903772754559986
"QH",2014,"refined liquids",0.000657264878037448
"QH",2015,"gas",0.00903772754559986
"QH",2015,"refined liquids",0.000657264878037448
"SC",1971,"gas",0
"SC",1971,"refined liquids",0
"SC",1972,"gas",0
"SC",1972,"refined liquids",0
"SC",1973,"gas",0
"SC",1973,"refined liquids",0
"SC",1974,"gas",0
"SC",1974,"refined liquids",0
"SC",1975,"gas",0
"SC",1975,"refined liquids",0
"SC",1976,"gas",0
"SC",1976,"refined liquids",0
"SC",1977,"gas",0
"SC",1977,"refined liquids",0
"SC",1978,"gas",0
"SC",1978,"refined liquids",0
"SC",1979,"gas",0
"SC",1979,"refined liquids",0
"SC",1980,"gas",0
"SC",1980,"refined liquids",0
"SC",1981,"gas",0
"SC",1981,"refined liquids",0
"SC",1982,"gas",0
"SC",1982,"refined liquids",0
"SC",1983,"gas",0
"SC",1983,"refined liquids",0
"SC",1984,"gas",0
"SC",1984,"refined liquids",0
"SC",1985,"gas",0.497391344319566
"SC",1985,"refined liquids",0.00120238192655759
"SC",1986,"gas",0.508077248378912
"SC",1986,"refined liquids",0.00156473694181363
"SC",1987,"gas",0.460963242259329
"SC",1987,"refined liquids",0.00192129077232639
"SC",1988,"gas",0.432007250747233
"SC",1988,"refined liquids",0.00227428807730054
"SC",1989,"gas",0.412407997463251
"SC",1989,"refined liquids",0.00262378180569379
"SC",1990,"gas",0.327717171877103
"SC",1990,"refined liquids",0.00295715678345235
"SC",1991,"gas",0.280310905648479
"SC",1991,"refined liquids",0.00332564451272059
"SC",1992,"gas",0.241330739916184
"SC",1992,"refined liquids",0.00369617737493495
"SC",1993,"gas",0.208713517675626
"SC",1993,"refined liquids",0.00406877244342315
"SC",1994,"gas",0.18101881634241
"SC",1994,"refined liquids",0.00444344698208698
"SC",1995,"gas",0.117525966709117
"SC",1995,"refined liquids",0.00479692302112175
"SC",1996,"gas",0.107179435988818
"SC",1996,"refined liquids",0.00404643271764627
"SC",1997,"gas",0.0678933414761089
"SC",1997,"refined liquids",0.00294948805281059
"SC",1998,"gas",0.0566672834141537
"SC",1998,"refined liquids",0.0040128988123037
"SC",1999,"gas",0.0651365546075427
"SC",1999,"refined liquids",0.00132566597762572
"SC",2000,"gas",0.07875328170256
"SC",2000,"refined liquids",0.00210690751739752
"SC",2001,"gas",0.0632904937325727
"SC",2001,"refined liquids",0.00233634480640816
"SC",2002,"gas",0.0379043096711005
"SC",2002,"refined liquids",0.00179785070033601
"SC",2003,"gas",0.0398356949448945
"SC",2003,"refined liquids",0.00105690907147067
"SC",2004,"gas",0.0279415089430402
"SC",2004,"refined liquids",0.00108057199723125
"SC",2005,"gas",0.0300597387776119
"SC",2005,"refined liquids",0.0016273791210802
"SC",2006,"gas",0.101044162191932
"SC",2006,"refined liquids",0.00356949212563495
"SC",2007,"gas",0.030112366405337
"SC",2007,"refined liquids",0.00243955265467904
"SC",2008,"gas",0.0454088599514917
"SC",2008,"refined liquids",0.00534665860215635
"SC",2009,"gas",0.0617522633244715
"SC",2009,"refined liquids",0.0103542757484047
"SC",2010,"gas",0.0603543888561318
"SC",2010,"refined liquids",0.00326045355175363
"SC",2011,"gas",0.00869956776454118
"SC",2011,"refined liquids",0.00378498328736767
"SC",2012,"gas",0.00774304355185161
"SC",2012,"refined liquids",0.00669640960198243
"SC",2013,"gas",0.015546219788818
"SC",2013,"refined liquids",0.00430697605194847
"SC",2014,"gas",0.0151220660770283
"SC",2014,"refined liquids",0.00339888172954947
"SC",2015,"gas",0.0151220660770283
"SC",2015,"refined liquids",0.00339888172954947
"SD",1971,"gas",0
"SD",1971,"refined liquids",0
"SD",1972,"gas",0
"SD",1972,"refined liquids",0
"SD",1973,"gas",0
"SD",1973,"refined liquids",0
"SD",1974,"gas",0
"SD",1974,"refined liquids",0
"SD",1975,"gas",0
"SD",1975,"refined liquids",0
"SD",1976,"gas",0
"SD",1976,"refined liquids",0
"SD",1977,"gas",0
"SD",1977,"refined liquids",0
"SD",1978,"gas",0
"SD",1978,"refined liquids",0
"SD",1979,"gas",0
"SD",1979,"refined liquids",0
"SD",1980,"gas",0
"SD",1980,"refined liquids",0
"SD",1981,"gas",0
"SD",1981,"refined liquids",0
"SD",1982,"gas",0
"SD",1982,"refined liquids",0
"SD",1983,"gas",0
"SD",1983,"refined liquids",0
"SD",1984,"gas",0
"SD",1984,"refined liquids",0
"SD",1985,"gas",0
"SD",1985,"refined liquids",0.0983808218962985
"SD",1986,"gas",0
"SD",1986,"refined liquids",0.0938653792738488
"SD",1987,"gas",0
"SD",1987,"refined liquids",0.0892177580286975
"SD",1988,"gas",0
"SD",1988,"refined liquids",0.0846164955160508
"SD",1989,"gas",0
"SD",1989,"refined liquids",0.0800609015548482
"SD",1990,"gas",0.0263226644077994
"SD",1990,"refined liquids",0.0752280577676383
"SD",1991,"gas",0.0326924605250964
"SD",1991,"refined liquids",0.0811576955011736
"SD",1992,"gas",0.0379300742012236
"SD",1992,"refined liquids",0.0871202431433006
"SD",1993,"gas",0.0423127238404705
"SD",1993,"refined liquids",0.0931159754349138
"SD",1994,"gas",0.0460339534384998
"SD",1994,"refined liquids",0.0991451701835906
"SD",1995,"gas",0.0368051448048927
"SD",1995,"refined liquids",0.104699652553366
"SD",1996,"gas",0.0124660938475196
"SD",1996,"refined liquids",0.0938098546910127
"SD",1997,"gas",0.000685864972088549
"SD",1997,"refined liquids",0.0812456529489319
"SD",1998,"gas",0.00771387104067014
"SD",1998,"refined liquids",0.0663558780659448
"SD",1999,"gas",0.00498918290610966
"SD",1999,"refined liquids",0.0753048732987692
"SD",2000,"gas",0.00608021660203588
"SD",2000,"refined liquids",0.0740161327112133
"SD",2001,"gas",0.00249532412565699
"SD",2001,"refined liquids",0.0351666612217138
"SD",2002,"gas",0.0165458215178266
"SD",2002,"refined liquids",0.0276462913213298
"SD",2003,"gas",0.025672376364897
"SD",2003,"refined liquids",0.0146128465175112
"SD",2004,"gas",0.0037582352196316
"SD",2004,"refined liquids",0.00997931830857415
"SD",2005,"gas",0.00936477636343928
"SD",2005,"refined liquids",0.0105846416244019
"SD",2006,"gas",0.00848321645589865
"SD",2006,"refined liquids",0.0136674228140984
"SD",2007,"gas",0.0273966745130303
"SD",2007,"refined liquids",0.0131832704676325
"SD",2008,"gas",0.0226529440897146
"SD",2008,"refined liquids",0.0342902888696758
"SD",2009,"gas",0.0228672922064116
"SD",2009,"refined liquids",0.0797063669503638
"SD",2010,"gas",0.000806742039848044
"SD",2010,"refined liquids",0.0787482661251345
"SD",2011,"gas",0.0116995218845622
"SD",2011,"refined liquids",0.0794223641736861
"SD",2012,"gas",0.0152343625053321
"SD",2012,"refined liquids",0.0676374860652255
"SD",2013,"gas",0.0167977179352568
"SD",2013,"refined liquids",0.0501158453303221
"SD",2014,"gas",0.0089901446940418
"SD",2014,"refined liquids",0.0296711060935867
"SD",2015,"gas",0.0089901446940418
"SD",2015,"refined liquids",0.0296711060935867
"SH",1971,"gas",0
"SH",1971,"refined liquids",0
"SH",1972,"gas",0
"SH",1972,"refined liquids",0
"SH",1973,"gas",0
"SH",1973,"refined liquids",0
"SH",1974,"gas",0
"SH",1974,"refined liquids",0
"SH",1975,"gas",0
"SH",1975,"refined liquids",0
"SH",1976,"gas",0
"SH",1976,"refined liquids",0
"SH",1977,"gas",0
"SH",1977,"refined liquids",0
"SH",1978,"gas",0
"SH",1978,"refined liquids",0
"SH",1979,"gas",0
"SH",1979,"refined liquids",0
"SH",1980,"gas",0
"SH",1980,"refined liquids",0
"SH",1981,"gas",0
"SH",1981,"refined liquids",0
"SH",1982,"gas",0
"SH",1982,"refined liquids",0
"SH",1983,"gas",0
"SH",1983,"refined liquids",0
"SH",1984,"gas",0
"SH",1984,"refined liquids",0
"SH",1985,"gas",0
"SH",1985,"refined liquids",0.155754704947922
"SH",1986,"gas",0
"SH",1986,"refined liquids",0.150782916336512
"SH",1987,"gas",0
"SH",1987,"refined liquids",0.145580041381118
"SH",1988,"gas",0
"SH",1988,"refined liquids",0.140429063659941
"SH",1989,"gas",0
"SH",1989,"refined liquids",0.135329210535634
"SH",1990,"gas",0
"SH",1990,"refined liquids",0.129724047461081
"SH",1991,"gas",0
"SH",1991,"refined liquids",0.119927013995109
"SH",1992,"gas",0
"SH",1992,"refined liquids",0.110075606300842
"SH",1993,"gas",0
"SH",1993,"refined liquids",0.100169370447388
"SH",1994,"gas",0
"SH",1994,"refined liquids",0.0902078474370389
"SH",1995,"gas",0
"SH",1995,"refined liquids",0.0798030235537048
"SH",1996,"gas",0.341681743274408
"SH",1996,"refined liquids",0.0699264775257544
"SH",1997,"gas",0.202094195073625
"SH",1997,"refined liquids",0.0933664283212882
"SH",1998,"gas",0.238688317337104
"SH",1998,"refined liquids",0.0868084566228257
"SH",1999,"gas",0.317267017644459
"SH",1999,"refined liquids",0.0673434543167285
"SH",2000,"gas",0.38169392402005
"SH",2000,"refined liquids",0.0628794619042391
"SH",2001,"gas",0.325629052983342
"SH",2001,"refined liquids",0.0452531073563333
"SH",2002,"gas",0.313399183673557
"SH",2002,"refined liquids",0.0571456605776457
"SH",2003,"gas",0.260034782449585
"SH",2003,"refined liquids",0.100977664656828
"SH",2004,"gas",0.193135974478373
"SH",2004,"refined liquids",0.052460565989143
"SH",2005,"gas",0.192571124430793
"SH",2005,"refined liquids",0.0590418703818898
"SH",2006,"gas",0.116776042401229
"SH",2006,"refined liquids",0.0657168220902325
"SH",2007,"gas",0.110938263311876
"SH",2007,"refined liquids",0.0859639310583771
"SH",2008,"gas",0.0877465920872438
"SH",2008,"refined liquids",0.0854427098495094
"SH",2009,"gas",0.0821503323766339
"SH",2009,"refined liquids",0.0810150343701814
"SH",2010,"gas",0.0502132471428164
"SH",2010,"refined liquids",0.257064744797359
"SH",2011,"gas",0.0710380852830755
"SH",2011,"refined liquids",0.114726448186102
"SH",2012,"gas",0.0810795901554341
"SH",2012,"refined liquids",0.090689157015446
"SH",2013,"gas",0.0635043363964064
"SH",2013,"refined liquids",0.130733482738487
"SH",2014,"gas",0.0562838556014446
"SH",2014,"refined liquids",0.0784402831636803
"SH",2015,"gas",0.0562838556014446
"SH",2015,"refined liquids",0.0784402831636803
"SN",1971,"gas",0
"SN",1971,"refined liquids",0
"SN",1972,"gas",0
"SN",1972,"refined liquids",0
"SN",1973,"gas",0
"SN",1973,"refined liquids",0
"SN",1974,"gas",0
"SN",1974,"refined liquids",0
"SN",1975,"gas",0
"SN",1975,"refined liquids",0
"SN",1976,"gas",0
"SN",1976,"refined liquids",0
"SN",1977,"gas",0
"SN",1977,"refined liquids",0
"SN",1978,"gas",0
"SN",1978,"refined liquids",0
"SN",1979,"gas",0
"SN",1979,"refined liquids",0
"SN",1980,"gas",0
"SN",1980,"refined liquids",0
"SN",1981,"gas",0
"SN",1981,"refined liquids",0
"SN",1982,"gas",0
"SN",1982,"refined liquids",0
"SN",1983,"gas",0
"SN",1983,"refined liquids",0
"SN",1984,"gas",0
"SN",1984,"refined liquids",0
"SN",1985,"gas",0
"SN",1985,"refined liquids",0.0011693596269974
"SN",1986,"gas",0
"SN",1986,"refined liquids",0.00145375609265327
"SN",1987,"gas",0
"SN",1987,"refined liquids",0.00173319244685905
"SN",1988,"gas",0
"SN",1988,"refined liquids",0.00200984150095724
"SN",1989,"gas",0
"SN",1989,"refined liquids",0.00228374475180592
"SN",1990,"gas",0
"SN",1990,"refined liquids",0.00254404537559332
"SN",1991,"gas",0
"SN",1991,"refined liquids",0.00303818388727531
"SN",1992,"gas",0
"SN",1992,"refined liquids",0.00353506490262818
"SN",1993,"gas",0
"SN",1993,"refined liquids",0.00403471131682068
"SN",1994,"gas",0
"SN",1994,"refined liquids",0.00453714628057956
"SN",1995,"gas",0
"SN",1995,"refined liquids",0.00501802403797292
"SN",1996,"gas",0
"SN",1996,"refined liquids",0.00735067546351419
"SN",1997,"gas",0.00169003388507378
"SN",1997,"refined liquids",0.00388773715700367
"SN",1998,"gas",0.00273041589178145
"SN",1998,"refined liquids",0.00266187886152564
"SN",1999,"gas",0.00312105276532574
"SN",1999,"refined liquids",0.0029207810531766
"SN",2000,"gas",0.00316898364038082
"SN",2000,"refined liquids",0.00212494543887786
"SN",2001,"gas",0.00241140755218992
"SN",2001,"refined liquids",0.00163093034757409
"SN",2002,"gas",0.00223419645275114
"SN",2002,"refined liquids",0.00177252711367008
"SN",2003,"gas",0.00181071340658612
"SN",2003,"refined liquids",0.00280180751892596
"SN",2004,"gas",0.0217899531269824
"SN",2004,"refined liquids",0.00143620311653395
"SN",2005,"gas",0.0146290728717711
"SN",2005,"refined liquids",0.00169663704577303
"SN",2006,"gas",0.00874219926597056
"SN",2006,"refined liquids",0.00119934036465383
"SN",2007,"gas",0.0201953548481642
"SN",2007,"refined liquids",0.00164026407044785
"SN",2008,"gas",0.0172949231657916
"SN",2008,"refined liquids",0.00188158713664176
"SN",2009,"gas",0.0138203619817237
"SN",2009,"refined liquids",0.00169896347523246
"SN",2010,"gas",0.00438665984167374
"SN",2010,"refined liquids",0.00149697789787599
"SN",2011,"gas",0.00341391983168407
"SN",2011,"refined liquids",0.00247697545744742
"SN",2012,"gas",0.00379081756828113
"SN",2012,"refined liquids",0.00189521026471201
"SN",2013,"gas",0.0029509488489804
"SN",2013,"refined liquids",0.00290252733935658
"SN",2014,"gas",0.00207480904743343
"SN",2014,"refined liquids",0.00202988769959204
"SN",2015,"gas",0.00207480904743343
"SN",2015,"refined liquids",0.00202988769959204
"SX",1971,"gas",0
"SX",1971,"refined liquids",0
"SX",1972,"gas",0
"SX",1972,"refined liquids",0
"SX",1973,"gas",0
"SX",1973,"refined liquids",0
"SX",1974,"gas",0
"SX",1974,"refined liquids",0
"SX",1975,"gas",0
"SX",1975,"refined liquids",0
"SX",1976,"gas",0
"SX",1976,"refined liquids",0
"SX",1977,"gas",0
"SX",1977,"refined liquids",0
"SX",1978,"gas",0
"SX",1978,"refined liquids",0
"SX",1979,"gas",0
"SX",1979,"refined liquids",0
"SX",1980,"gas",0
"SX",1980,"refined liquids",0
"SX",1981,"gas",0
"SX",1981,"refined liquids",0
"SX",1982,"gas",0
"SX",1982,"refined liquids",0
"SX",1983,"gas",0
"SX",1983,"refined liquids",0
"SX",1984,"gas",0
"SX",1984,"refined liquids",0
"SX",1985,"gas",0
"SX",1985,"refined liquids",0.00181860185486554
"SX",1986,"gas",0
"SX",1986,"refined liquids",0
"SX",1987,"gas",0
"SX",1987,"refined liquids",0
"SX",1988,"gas",0
"SX",1988,"refined liquids",0
"SX",1989,"gas",0
"SX",1989,"refined liquids",0
"SX",1990,"gas",0
"SX",1990,"refined liquids",0
"SX",1991,"gas",0
"SX",1991,"refined liquids",0
"SX",1992,"gas",0
"SX",1992,"refined liquids",0
"SX",1993,"gas",0
"SX",1993,"refined liquids",0
"SX",1994,"gas",0
"SX",1994,"refined liquids",0
"SX",1995,"gas",0.00207466564311616
"SX",1995,"refined liquids",0
"SX",1996,"gas",0.00163601505039219
"SX",1996,"refined liquids",0
"SX",1997,"gas",0.00081941036852062
"SX",1997,"refined liquids",0
"SX",1998,"gas",0.00205584255381192
"SX",1998,"refined liquids",0
"SX",1999,"gas",0.00564190307578115
"SX",1999,"refined liquids",0
"SX",2000,"gas",0.0149969097611032
"SX",2000,"refined liquids",0
"SX",2001,"gas",0.0188824570775074
"SX",2001,"refined liquids",0
"SX",2002,"gas",0.0248393007592811
"SX",2002,"refined liquids",0
"SX",2003,"gas",0.0264585254998588
"SX",2003,"refined liquids",0
"SX",2004,"gas",0.0218564034049497
"SX",2004,"refined liquids",0
"SX",2005,"gas",0.0490918476722371
"SX",2005,"refined liquids",0
"SX",2006,"gas",0.0190726361051411
"SX",2006,"refined liquids",0
"SX",2007,"gas",0.0695944914989082
"SX",2007,"refined liquids",0
"SX",2008,"gas",0.0308125055411232
"SX",2008,"refined liquids",0
"SX",2009,"gas",0.0343869321076934
"SX",2009,"refined liquids",0
"SX",2010,"gas",7.20229571101181e-05
"SX",2010,"refined liquids",0
"SX",2011,"gas",0.0250069627670858
"SX",2011,"refined liquids",0
"SX",2012,"gas",0.0220559299261642
"SX",2012,"refined liquids",0
"SX",2013,"gas",0.00150868480221316
"SX",2013,"refined liquids",0
"SX",2014,"gas",0.0254803949066793
"SX",2014,"refined liquids",0
"SX",2015,"gas",0.0254803949066793
"SX",2015,"refined liquids",0
"TJ",1971,"gas",0
"TJ",1971,"refined liquids",0
"TJ",1972,"gas",0
"TJ",1972,"refined liquids",0
"TJ",1973,"gas",0
"TJ",1973,"refined liquids",0
"TJ",1974,"gas",0
"TJ",1974,"refined liquids",0
"TJ",1975,"gas",0
"TJ",1975,"refined liquids",0
"TJ",1976,"gas",0
"TJ",1976,"refined liquids",0
"TJ",1977,"gas",0
"TJ",1977,"refined liquids",0
"TJ",1978,"gas",0
"TJ",1978,"refined liquids",0
"TJ",1979,"gas",0
"TJ",1979,"refined liquids",0
"TJ",1980,"gas",0
"TJ",1980,"refined liquids",0
"TJ",1981,"gas",0
"TJ",1981,"refined liquids",0
"TJ",1982,"gas",0
"TJ",1982,"refined liquids",0
"TJ",1983,"gas",0
"TJ",1983,"refined liquids",0
"TJ",1984,"gas",0
"TJ",1984,"refined liquids",0
"TJ",1985,"gas",0.034475625732607
"TJ",1985,"refined liquids",0.106147728888112
"TJ",1986,"gas",0.0270976556570016
"TJ",1986,"refined liquids",0.10407408837931
"TJ",1987,"gas",0.0195892692410087
"TJ",1987,"refined liquids",0.101829782077039
"TJ",1988,"gas",0.0149746590382763
"TJ",1988,"refined liquids",0.0996078621074815
"TJ",1989,"gas",0.0118511979013155
"TJ",1989,"refined liquids",0.0974079951866594
"TJ",1990,"gas",0.00789679932233983
"TJ",1990,"refined liquids",0.0948236743245602
"TJ",1991,"gas",0.00902338916360466
"TJ",1991,"refined liquids",0.0802200629126012
"TJ",1992,"gas",0.00994973629486867
"TJ",1992,"refined liquids",0.0655354004249652
"TJ",1993,"gas",0.0107248707686379
"TJ",1993,"refined liquids",0.0507690102251626
"TJ",1994,"gas",0.0113830236176388
"TJ",1994,"refined liquids",0.0359202081240255
"TJ",1995,"gas",0.00893258818563903
"TJ",1995,"refined liquids",0.0208868688083852
"TJ",1996,"gas",0.00339984377659626
"TJ",1996,"refined liquids",0.0096291703093345
"TJ",1997,"gas",0.00533043515772008
"TJ",1997,"refined liquids",0.0049731688744913
"TJ",1998,"gas",0.0107034979836158
"TJ",1998,"refined liquids",0.0021402981716485
"TJ",1999,"gas",0.0137521387472165
"TJ",1999,"refined liquids",0.00333463600025677
"TJ",2000,"gas",0.0182850595514286
"TJ",2000,"refined liquids",0.00131952099251904
"TJ",2001,"gas",0.0173973384017097
"TJ",2001,"refined liquids",0.0013246235855726
"TJ",2002,"gas",0.0119127830394887
"TJ",2002,"refined liquids",0.00215746918205177
"TJ",2003,"gas",0.000905356703293057
"TJ",2003,"refined liquids",0.00122993571226491
"TJ",2004,"gas",0.00455434286736778
"TJ",2004,"refined liquids",0.000939761680487176
"TJ",2005,"gas",0.0178556355092838
"TJ",2005,"refined liquids",0.00201255461634248
"TJ",2006,"gas",0.0117088779438651
"TJ",2006,"refined liquids",0.00412158897689351
"TJ",2007,"gas",0.0101250432719608
"TJ",2007,"refined liquids",0.00749805382433406
"TJ",2008,"gas",0.00715764822365028
"TJ",2008,"refined liquids",0.0112751657358342
"TJ",2009,"gas",0.0100040656454494
"TJ",2009,"refined liquids",0.0204053984945792
"TJ",2010,"gas",0.00287401851695866
"TJ",2010,"refined liquids",0.019794299504573
"TJ",2011,"gas",0.00382653859679534
"TJ",2011,"refined liquids",0.0417697881501082
"TJ",2012,"gas",0.00437742702948318
"TJ",2012,"refined liquids",0.0530382245396213
"TJ",2013,"gas",0.00393359262810555
"TJ",2013,"refined liquids",0.0558109475154528
"TJ",2014,"gas",0.0113190656292191
"TJ",2014,"refined liquids",0.0688968852623725
"TJ",2015,"gas",0.0113190656292191
"TJ",2015,"refined liquids",0.0688968852623725
"XJ",1971,"gas",0
"XJ",1971,"refined liquids",0
"XJ",1972,"gas",0
"XJ",1972,"refined liquids",0
"XJ",1973,"gas",0
"XJ",1973,"refined liquids",0
"XJ",1974,"gas",0
"XJ",1974,"refined liquids",0
"XJ",1975,"gas",0
"XJ",1975,"refined liquids",0
"XJ",1976,"gas",0
"XJ",1976,"refined liquids",0
"XJ",1977,"gas",0
"XJ",1977,"refined liquids",0
"XJ",1978,"gas",0
"XJ",1978,"refined liquids",0
"XJ",1979,"gas",0
"XJ",1979,"refined liquids",0
"XJ",1980,"gas",0
"XJ",1980,"refined liquids",0
"XJ",1981,"gas",0
"XJ",1981,"refined liquids",0
"XJ",1982,"gas",0
"XJ",1982,"refined liquids",0
"XJ",1983,"gas",0
"XJ",1983,"refined liquids",0
"XJ",1984,"gas",0
"XJ",1984,"refined liquids",0
"XJ",1985,"gas",0.468133029947827
"XJ",1985,"refined liquids",0.00746125331199522
"XJ",1986,"gas",0.372093426731149
"XJ",1986,"refined liquids",0.00888937492284108
"XJ",1987,"gas",0.272304876060518
"XJ",1987,"refined liquids",0.0102897225181493
"XJ",1988,"gas",0.210975418767306
"XJ",1988,"refined liquids",0.0116761020347007
"XJ",1989,"gas",0.169463748660734
"XJ",1989,"refined liquids",0.013048721426917
"XJ",1990,"gas",0.114790566590404
"XJ",1990,"refined liquids",0.0143463315643381
"XJ",1991,"gas",0.154615737596319
"XJ",1991,"refined liquids",0.0133492439746527
"XJ",1992,"gas",0.187362289679558
"XJ",1992,"refined liquids",0.0123466224783596
"XJ",1993,"gas",0.214763444775883
"XJ",1993,"refined liquids",0.0113384208768969
"XJ",1994,"gas",0.238029276580352
"XJ",1994,"refined liquids",0.0103245924560302
"XJ",1995,"gas",0.192895880142138
"XJ",1995,"refined liquids",0.0092601198084741
"XJ",1996,"gas",0.125038698894818
"XJ",1996,"refined liquids",0.0105184427417103
"XJ",1997,"gas",0.0863243844180415
"XJ",1997,"refined liquids",0.00350691354553255
"XJ",1998,"gas",0.148343673859041
"XJ",1998,"refined liquids",0.00255886403099254
"XJ",1999,"gas",0.143854773792828
"XJ",1999,"refined liquids",0.00217686570124193
"XJ",2000,"gas",0.0573277565334812
"XJ",2000,"refined liquids",0.00189117220868794
"XJ",2001,"gas",0.0603414743113417
"XJ",2001,"refined liquids",0.00392864663918041
"XJ",2002,"gas",0.0504668808763795
"XJ",2002,"refined liquids",0.00213612448492072
"XJ",2003,"gas",0.107737447691874
"XJ",2003,"refined liquids",0.00462718834715606
"XJ",2004,"gas",0.0771776480497189
"XJ",2004,"refined liquids",0.002766857008939
"XJ",2005,"gas",0.0782555199510497
"XJ",2005,"refined liquids",0.00677798648571325
"XJ",2006,"gas",0.0406284891195796
"XJ",2006,"refined liquids",0.00141602739829307
"XJ",2007,"gas",0.0369080049997755
"XJ",2007,"refined liquids",0.0119083444029553
"XJ",2008,"gas",0.0253094889443216
"XJ",2008,"refined liquids",0.0165440720787159
"XJ",2009,"gas",0.0221392042962734
"XJ",2009,"refined liquids",0.0263628265704746
"XJ",2010,"gas",0.0430598563768893
"XJ",2010,"refined liquids",0.0313720608355592
"XJ",2011,"gas",0.0391072896340815
"XJ",2011,"refined liquids",0.0353167521197451
"XJ",2012,"gas",0.0378323047524054
"XJ",2012,"refined liquids",0.0271836715863799
"XJ",2013,"gas",0.0370115844252606
"XJ",2013,"refined liquids",0.00327434798685403
"XJ",2014,"gas",0.0262331272737975
"XJ",2014,"refined liquids",0.00363310078719182
"XJ",2015,"gas",0.0262331272737975
"XJ",2015,"refined liquids",0.00363310078719182
"YN",1971,"gas",0
"YN",1971,"refined liquids",0
"YN",1972,"gas",0
"YN",1972,"refined liquids",0
"YN",1973,"gas",0
"YN",1973,"refined liquids",0
"YN",1974,"gas",0
"YN",1974,"refined liquids",0
"YN",1975,"gas",0
"YN",1975,"refined liquids",0
