# File: L281.GlobalTechAccountOutputUseBasePrice_fd_China.csv
# Title: Sets up accounting secondary outputs to track final energy service
# Units: fraction
# Column types: cccncnn
# ----------
sector.name,subsector.name,technology,year,output.accounting,output.ratio,use.base.price
trn_pass_road_LDV_4W,Large Car and Truck,NG,2045,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2050,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2055,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2060,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2065,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2070,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2075,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2080,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2085,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2090,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2095,energy service,1,1
trn_pass_road_LDV_4W,Large Car and Truck,NG,2100,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,1975,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,1990,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2005,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2010,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2015,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2020,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2025,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2030,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2035,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2040,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2045,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2050,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2055,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2060,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2065,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2070,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2075,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2080,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2085,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2090,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2095,energy service,1,1
trn_pass_road_LDV_4W,Mini Car,NG,2100,energy service,1,1
comm appliances,electricity,electric appliances,1975,energy service,1,1
comm appliances,electricity,electric appliances,1990,energy service,1,1
comm appliances,electricity,electric appliances,2005,energy service,1,1
comm appliances,electricity,electric appliances,2010,energy service,1,1
comm appliances,electricity,electric appliances,2015,energy service,1,1
comm appliances,electricity,electric appliances,2020,energy service,1,1
comm appliances,electricity,electric appliances,2025,energy service,1,1
comm appliances,electricity,electric appliances,2030,energy service,1,1
comm appliances,electricity,electric appliances,2035,energy service,1,1
comm appliances,electricity,electric appliances,2040,energy service,1,1
comm appliances,electricity,electric appliances,2045,energy service,1,1
comm appliances,electricity,electric appliances,2050,energy service,1,1
comm appliances,electricity,electric appliances,2055,energy service,1,1
comm appliances,electricity,electric appliances,2060,energy service,1,1
comm appliances,electricity,electric appliances,2065,energy service,1,1
comm appliances,electricity,electric appliances,2070,energy service,1,1
comm appliances,electricity,electric appliances,2075,energy service,1,1
comm appliances,electricity,electric appliances,2080,energy service,1,1
comm appliances,electricity,electric appliances,2085,energy service,1,1
comm appliances,electricity,electric appliances,2090,energy service,1,1
comm appliances,electricity,electric appliances,2095,energy service,1,1
comm appliances,electricity,electric appliances,2100,energy service,1,1
comm cooling,electricity,air conditioning,1975,energy service,1,1
comm cooling,electricity,air conditioning,1990,energy service,1,1
comm cooling,electricity,air conditioning,2005,energy service,1,1
comm cooling,electricity,air conditioning,2010,energy service,1,1
comm cooling,electricity,air conditioning,2015,energy service,1,1
comm cooling,electricity,air conditioning,2020,energy service,1,1
comm cooling,electricity,air conditioning,2025,energy service,1,1
comm cooling,electricity,air conditioning,2030,energy service,1,1
comm cooling,electricity,air conditioning,2035,energy service,1,1
comm cooling,electricity,air conditioning,2040,energy service,1,1
comm cooling,electricity,air conditioning,2045,energy service,1,1
comm cooling,electricity,air conditioning,2050,energy service,1,1
comm cooling,electricity,air conditioning,2055,energy service,1,1
comm cooling,electricity,air conditioning,2060,energy service,1,1
comm cooling,electricity,air conditioning,2065,energy service,1,1
comm cooling,electricity,air conditioning,2070,energy service,1,1
comm cooling,electricity,air conditioning,2075,energy service,1,1
comm cooling,electricity,air conditioning,2080,energy service,1,1
comm cooling,electricity,air conditioning,2085,energy service,1,1
comm cooling,electricity,air conditioning,2090,energy service,1,1
comm cooling,electricity,air conditioning,2095,energy service,1,1
comm cooling,electricity,air conditioning,2100,energy service,1,1
comm heating,biomass,wood furnace,1975,energy service,1,1
comm heating,biomass,wood furnace,1990,energy service,1,1
comm heating,biomass,wood furnace,2005,energy service,1,1
comm heating,biomass,wood furnace,2010,energy service,1,1
comm heating,biomass,wood furnace,2015,energy service,1,1
comm heating,biomass,wood furnace,2020,energy service,1,1
comm heating,biomass,wood furnace,2025,energy service,1,1
comm heating,biomass,wood furnace,2030,energy service,1,1
comm heating,biomass,wood furnace,2035,energy service,1,1
comm heating,biomass,wood furnace,2040,energy service,1,1
comm heating,biomass,wood furnace,2045,energy service,1,1
comm heating,biomass,wood furnace,2050,energy service,1,1
comm heating,biomass,wood furnace,2055,energy service,1,1
comm heating,biomass,wood furnace,2060,energy service,1,1
comm heating,biomass,wood furnace,2065,energy service,1,1
comm heating,biomass,wood furnace,2070,energy service,1,1
comm heating,biomass,wood furnace,2075,energy service,1,1
comm heating,biomass,wood furnace,2080,energy service,1,1
comm heating,biomass,wood furnace,2085,energy service,1,1
comm heating,biomass,wood furnace,2090,energy service,1,1
comm heating,biomass,wood furnace,2095,energy service,1,1
comm heating,biomass,wood furnace,2100,energy service,1,1
comm heating,coal,coal furnace,1975,energy service,1,1
comm heating,coal,coal furnace,1990,energy service,1,1
comm heating,coal,coal furnace,2005,energy service,1,1
comm heating,coal,coal furnace,2010,energy service,1,1
comm heating,coal,coal furnace,2015,energy service,1,1
comm heating,coal,coal furnace,2020,energy service,1,1
comm heating,coal,coal furnace,2025,energy service,1,1
comm heating,coal,coal furnace,2030,energy service,1,1
comm heating,coal,coal furnace,2035,energy service,1,1
comm heating,coal,coal furnace,2040,energy service,1,1
comm heating,coal,coal furnace,2045,energy service,1,1
comm heating,coal,coal furnace,2050,energy service,1,1
comm heating,coal,coal furnace,2055,energy service,1,1
comm heating,coal,coal furnace,2060,energy service,1,1
comm heating,coal,coal furnace,2065,energy service,1,1
comm heating,coal,coal furnace,2070,energy service,1,1
comm heating,coal,coal furnace,2075,energy service,1,1
comm heating,coal,coal furnace,2080,energy service,1,1
comm heating,coal,coal furnace,2085,energy service,1,1
comm heating,coal,coal furnace,2090,energy service,1,1
comm heating,coal,coal furnace,2095,energy service,1,1
comm heating,coal,coal furnace,2100,energy service,1,1
comm heating,electricity,electric furnace,1975,energy service,1,1
comm heating,electricity,electric furnace,1990,energy service,1,1
comm heating,electricity,electric furnace,2005,energy service,1,1
comm heating,electricity,electric furnace,2010,energy service,1,1
comm heating,electricity,electric furnace,2015,energy service,1,1
comm heating,electricity,electric furnace,2020,energy service,1,1
comm heating,electricity,electric furnace,2025,energy service,1,1
comm heating,electricity,electric furnace,2030,energy service,1,1
comm heating,electricity,electric furnace,2035,energy service,1,1
comm heating,electricity,electric furnace,2040,energy service,1,1
comm heating,electricity,electric furnace,2045,energy service,1,1
comm heating,electricity,electric furnace,2050,energy service,1,1
comm heating,electricity,electric furnace,2055,energy service,1,1
comm heating,electricity,electric furnace,2060,energy service,1,1
comm heating,electricity,electric furnace,2065,energy service,1,1
comm heating,electricity,electric furnace,2070,energy service,1,1
comm heating,electricity,electric furnace,2075,energy service,1,1
comm heating,electricity,electric furnace,2080,energy service,1,1
comm heating,electricity,electric furnace,2085,energy service,1,1
comm heating,electricity,electric furnace,2090,energy service,1,1
comm heating,electricity,electric furnace,2095,energy service,1,1
comm heating,electricity,electric furnace,2100,energy service,1,1
comm heating,gas,gas furnace,1975,energy service,1,1
comm heating,gas,gas furnace,1990,energy service,1,1
comm heating,gas,gas furnace,2005,energy service,1,1
comm heating,gas,gas furnace,2010,energy service,1,1
comm heating,gas,gas furnace,2015,energy service,1,1
comm heating,gas,gas furnace,2020,energy service,1,1
comm heating,gas,gas furnace,2025,energy service,1,1
comm heating,gas,gas furnace,2030,energy service,1,1
comm heating,gas,gas furnace,2035,energy service,1,1
comm heating,gas,gas furnace,2040,energy service,1,1
comm heating,gas,gas furnace,2045,energy service,1,1
comm heating,gas,gas furnace,2050,energy service,1,1
comm heating,gas,gas furnace,2055,energy service,1,1
comm heating,gas,gas furnace,2060,energy service,1,1
comm heating,gas,gas furnace,2065,energy service,1,1
comm heating,gas,gas furnace,2070,energy service,1,1
comm heating,gas,gas furnace,2075,energy service,1,1
comm heating,gas,gas furnace,2080,energy service,1,1
comm heating,gas,gas furnace,2085,energy service,1,1
comm heating,gas,gas furnace,2090,energy service,1,1
comm heating,gas,gas furnace,2095,energy service,1,1
comm heating,gas,gas furnace,2100,energy service,1,1
comm heating,heat,district heat,1975,energy service,1,1
comm heating,heat,district heat,1990,energy service,1,1
comm heating,heat,district heat,2005,energy service,1,1
comm heating,heat,district heat,2010,energy service,1,1
comm heating,heat,district heat,2015,energy service,1,1
comm heating,heat,district heat,2020,energy service,1,1
comm heating,heat,district heat,2025,energy service,1,1
comm heating,heat,district heat,2030,energy service,1,1
comm heating,heat,district heat,2035,energy service,1,1
comm heating,heat,district heat,2040,energy service,1,1
comm heating,heat,district heat,2045,energy service,1,1
comm heating,heat,district heat,2050,energy service,1,1
comm heating,heat,district heat,2055,energy service,1,1
comm heating,heat,district heat,2060,energy service,1,1
comm heating,heat,district heat,2065,energy service,1,1
comm heating,heat,district heat,2070,energy service,1,1
comm heating,heat,district heat,2075,energy service,1,1
comm heating,heat,district heat,2080,energy service,1,1
comm heating,heat,district heat,2085,energy service,1,1
comm heating,heat,district heat,2090,energy service,1,1
comm heating,heat,district heat,2095,energy service,1,1
comm heating,heat,district heat,2100,energy service,1,1
comm heating,refined liquids,fuel furnace,1975,energy service,1,1
comm heating,refined liquids,fuel furnace,1990,energy service,1,1
comm heating,refined liquids,fuel furnace,2005,energy service,1,1
comm heating,refined liquids,fuel furnace,2010,energy service,1,1
comm heating,refined liquids,fuel furnace,2015,energy service,1,1
comm heating,refined liquids,fuel furnace,2020,energy service,1,1
comm heating,refined liquids,fuel furnace,2025,energy service,1,1
comm heating,refined liquids,fuel furnace,2030,energy service,1,1
comm heating,refined liquids,fuel furnace,2035,energy service,1,1
comm heating,refined liquids,fuel furnace,2040,energy service,1,1
comm heating,refined liquids,fuel furnace,2045,energy service,1,1
comm heating,refined liquids,fuel furnace,2050,energy service,1,1
comm heating,refined liquids,fuel furnace,2055,energy service,1,1
comm heating,refined liquids,fuel furnace,2060,energy service,1,1
comm heating,refined liquids,fuel furnace,2065,energy service,1,1
comm heating,refined liquids,fuel furnace,2070,energy service,1,1
comm heating,refined liquids,fuel furnace,2075,energy service,1,1
comm heating,refined liquids,fuel furnace,2080,energy service,1,1
comm heating,refined liquids,fuel furnace,2085,energy service,1,1
comm heating,refined liquids,fuel furnace,2090,energy service,1,1
comm heating,refined liquids,fuel furnace,2095,energy service,1,1
comm heating,refined liquids,fuel furnace,2100,energy service,1,1
comm hot water_cooking,coal,coal water heater,1975,energy service,1,1
comm hot water_cooking,coal,coal water heater,1990,energy service,1,1
comm hot water_cooking,coal,coal water heater,2005,energy service,1,1
comm hot water_cooking,coal,coal water heater,2010,energy service,1,1
comm hot water_cooking,coal,coal water heater,2015,energy service,1,1
comm hot water_cooking,coal,coal water heater,2020,energy service,1,1
comm hot water_cooking,coal,coal water heater,2025,energy service,1,1
comm hot water_cooking,coal,coal water heater,2030,energy service,1,1
comm hot water_cooking,coal,coal water heater,2035,energy service,1,1
comm hot water_cooking,coal,coal water heater,2040,energy service,1,1
comm hot water_cooking,coal,coal water heater,2045,energy service,1,1
comm hot water_cooking,coal,coal water heater,2050,energy service,1,1
comm hot water_cooking,coal,coal water heater,2055,energy service,1,1
comm hot water_cooking,coal,coal water heater,2060,energy service,1,1
comm hot water_cooking,coal,coal water heater,2065,energy service,1,1
comm hot water_cooking,coal,coal water heater,2070,energy service,1,1
comm hot water_cooking,coal,coal water heater,2075,energy service,1,1
comm hot water_cooking,coal,coal water heater,2080,energy service,1,1
comm hot water_cooking,coal,coal water heater,2085,energy service,1,1
comm hot water_cooking,coal,coal water heater,2090,energy service,1,1
comm hot water_cooking,coal,coal water heater,2095,energy service,1,1
comm hot water_cooking,coal,coal water heater,2100,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,1975,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,1990,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2005,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2010,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2015,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2020,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2025,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2030,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2035,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2040,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2045,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2050,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2055,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2060,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2065,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2070,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2075,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2080,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2085,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2090,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2095,energy service,1,1
comm hot water_cooking,electricity,electric resistance water heater,2100,energy service,1,1
comm hot water_cooking,gas,gas water heater,1975,energy service,1,1
comm hot water_cooking,gas,gas water heater,1990,energy service,1,1
comm hot water_cooking,gas,gas water heater,2005,energy service,1,1
comm hot water_cooking,gas,gas water heater,2010,energy service,1,1
comm hot water_cooking,gas,gas water heater,2015,energy service,1,1
comm hot water_cooking,gas,gas water heater,2020,energy service,1,1
comm hot water_cooking,gas,gas water heater,2025,energy service,1,1
comm hot water_cooking,gas,gas water heater,2030,energy service,1,1
comm hot water_cooking,gas,gas water heater,2035,energy service,1,1
comm hot water_cooking,gas,gas water heater,2040,energy service,1,1
comm hot water_cooking,gas,gas water heater,2045,energy service,1,1
comm hot water_cooking,gas,gas water heater,2050,energy service,1,1
comm hot water_cooking,gas,gas water heater,2055,energy service,1,1
comm hot water_cooking,gas,gas water heater,2060,energy service,1,1
comm hot water_cooking,gas,gas water heater,2065,energy service,1,1
comm hot water_cooking,gas,gas water heater,2070,energy service,1,1
comm hot water_cooking,gas,gas water heater,2075,energy service,1,1
comm hot water_cooking,gas,gas water heater,2080,energy service,1,1
comm hot water_cooking,gas,gas water heater,2085,energy service,1,1
comm hot water_cooking,gas,gas water heater,2090,energy service,1,1
comm hot water_cooking,gas,gas water heater,2095,energy service,1,1
comm hot water_cooking,gas,gas water heater,2100,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,1975,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,1990,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2005,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2010,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2015,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2020,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2025,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2030,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2035,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2040,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2045,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2050,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2055,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2060,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2065,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2070,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2075,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2080,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2085,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2090,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2095,energy service,1,1
comm hot water_cooking,refined liquids,fuel water heater,2100,energy service,1,1
comm lighting,electricity,elec light,1975,energy service,1,1
comm lighting,electricity,elec light,1990,energy service,1,1
comm lighting,electricity,elec light,2005,energy service,1,1
comm lighting,electricity,elec light,2010,energy service,1,1
comm lighting,electricity,elec light,2015,energy service,1,1
comm lighting,electricity,elec light,2020,energy service,1,1
comm lighting,electricity,elec light,2025,energy service,1,1
comm lighting,electricity,elec light,2030,energy service,1,1
comm lighting,electricity,elec light,2035,energy service,1,1
comm lighting,electricity,elec light,2040,energy service,1,1
comm lighting,electricity,elec light,2045,energy service,1,1
comm lighting,electricity,elec light,2050,energy service,1,1
comm lighting,electricity,elec light,2055,energy service,1,1
comm lighting,electricity,elec light,2060,energy service,1,1
comm lighting,electricity,elec light,2065,energy service,1,1
comm lighting,electricity,elec light,2070,energy service,1,1
comm lighting,electricity,elec light,2075,energy service,1,1
comm lighting,electricity,elec light,2080,energy service,1,1
comm lighting,electricity,elec light,2085,energy service,1,1
comm lighting,electricity,elec light,2090,energy service,1,1
comm lighting,electricity,elec light,2095,energy service,1,1
comm lighting,electricity,elec light,2100,energy service,1,1
resid_rural appliances,electricity,electric appliances,1975,energy service,1,1
resid_rural appliances,electricity,electric appliances,1990,energy service,1,1
resid_rural appliances,electricity,electric appliances,2005,energy service,1,1
resid_rural appliances,electricity,electric appliances,2010,energy service,1,1
resid_rural appliances,electricity,electric appliances,2015,energy service,1,1
resid_rural appliances,electricity,electric appliances,2020,energy service,1,1
resid_rural appliances,electricity,electric appliances,2025,energy service,1,1
resid_rural appliances,electricity,electric appliances,2030,energy service,1,1
resid_rural appliances,electricity,electric appliances,2035,energy service,1,1
resid_rural appliances,electricity,electric appliances,2040,energy service,1,1
resid_rural appliances,electricity,electric appliances,2045,energy service,1,1
resid_rural appliances,electricity,electric appliances,2050,energy service,1,1
resid_rural appliances,electricity,electric appliances,2055,energy service,1,1
resid_rural appliances,electricity,electric appliances,2060,energy service,1,1
resid_rural appliances,electricity,electric appliances,2065,energy service,1,1
resid_rural appliances,electricity,electric appliances,2070,energy service,1,1
resid_rural appliances,electricity,electric appliances,2075,energy service,1,1
resid_rural appliances,electricity,electric appliances,2080,energy service,1,1
resid_rural appliances,electricity,electric appliances,2085,energy service,1,1
resid_rural appliances,electricity,electric appliances,2090,energy service,1,1
resid_rural appliances,electricity,electric appliances,2095,energy service,1,1
resid_rural appliances,electricity,electric appliances,2100,energy service,1,1
resid_rural cooling,electricity,air conditioning,1975,energy service,1,1
resid_rural cooling,electricity,air conditioning,1990,energy service,1,1
resid_rural cooling,electricity,air conditioning,2005,energy service,1,1
resid_rural cooling,electricity,air conditioning,2010,energy service,1,1
resid_rural cooling,electricity,air conditioning,2015,energy service,1,1
resid_rural cooling,electricity,air conditioning,2020,energy service,1,1
resid_rural cooling,electricity,air conditioning,2025,energy service,1,1
resid_rural cooling,electricity,air conditioning,2030,energy service,1,1
resid_rural cooling,electricity,air conditioning,2035,energy service,1,1
resid_rural cooling,electricity,air conditioning,2040,energy service,1,1
resid_rural cooling,electricity,air conditioning,2045,energy service,1,1
resid_rural cooling,electricity,air conditioning,2050,energy service,1,1
resid_rural cooling,electricity,air conditioning,2055,energy service,1,1
resid_rural cooling,electricity,air conditioning,2060,energy service,1,1
resid_rural cooling,electricity,air conditioning,2065,energy service,1,1
resid_rural cooling,electricity,air conditioning,2070,energy service,1,1
resid_rural cooling,electricity,air conditioning,2075,energy service,1,1
resid_rural cooling,electricity,air conditioning,2080,energy service,1,1
resid_rural cooling,electricity,air conditioning,2085,energy service,1,1
resid_rural cooling,electricity,air conditioning,2090,energy service,1,1
resid_rural cooling,electricity,air conditioning,2095,energy service,1,1
resid_rural cooling,electricity,air conditioning,2100,energy service,1,1
resid_rural heating,biomass,wood furnace,1975,energy service,1,1
resid_rural heating,biomass,wood furnace,1990,energy service,1,1
resid_rural heating,biomass,wood furnace,2005,energy service,1,1
resid_rural heating,biomass,wood furnace,2010,energy service,1,1
resid_rural heating,biomass,wood furnace,2015,energy service,1,1
resid_rural heating,biomass,wood furnace,2020,energy service,1,1
resid_rural heating,biomass,wood furnace,2025,energy service,1,1
resid_rural heating,biomass,wood furnace,2030,energy service,1,1
resid_rural heating,biomass,wood furnace,2035,energy service,1,1
resid_rural heating,biomass,wood furnace,2040,energy service,1,1
resid_rural heating,biomass,wood furnace,2045,energy service,1,1
resid_rural heating,biomass,wood furnace,2050,energy service,1,1
resid_rural heating,biomass,wood furnace,2055,energy service,1,1
resid_rural heating,biomass,wood furnace,2060,energy service,1,1
resid_rural heating,biomass,wood furnace,2065,energy service,1,1
resid_rural heating,biomass,wood furnace,2070,energy service,1,1
resid_rural heating,biomass,wood furnace,2075,energy service,1,1
resid_rural heating,biomass,wood furnace,2080,energy service,1,1
resid_rural heating,biomass,wood furnace,2085,energy service,1,1
resid_rural heating,biomass,wood furnace,2090,energy service,1,1
resid_rural heating,biomass,wood furnace,2095,energy service,1,1
resid_rural heating,biomass,wood furnace,2100,energy service,1,1
resid_rural heating,coal,coal furnace,1975,energy service,1,1
resid_rural heating,coal,coal furnace,1990,energy service,1,1
resid_rural heating,coal,coal furnace,2005,energy service,1,1
resid_rural heating,coal,coal furnace,2010,energy service,1,1
resid_rural heating,coal,coal furnace,2015,energy service,1,1
resid_rural heating,coal,coal furnace,2020,energy service,1,1
resid_rural heating,coal,coal furnace,2025,energy service,1,1
resid_rural heating,coal,coal furnace,2030,energy service,1,1
resid_rural heating,coal,coal furnace,2035,energy service,1,1
resid_rural heating,coal,coal furnace,2040,energy service,1,1
resid_rural heating,coal,coal furnace,2045,energy service,1,1
resid_rural heating,coal,coal furnace,2050,energy service,1,1
resid_rural heating,coal,coal furnace,2055,energy service,1,1
resid_rural heating,coal,coal furnace,2060,energy service,1,1
resid_rural heating,coal,coal furnace,2065,energy service,1,1
resid_rural heating,coal,coal furnace,2070,energy service,1,1
resid_rural heating,coal,coal furnace,2075,energy service,1,1
resid_rural heating,coal,coal furnace,2080,energy service,1,1
resid_rural heating,coal,coal furnace,2085,energy service,1,1
resid_rural heating,coal,coal furnace,2090,energy service,1,1
resid_rural heating,coal,coal furnace,2095,energy service,1,1
resid_rural heating,coal,coal furnace,2100,energy service,1,1
resid_rural heating,electricity,electric furnace,1975,energy service,1,1
resid_rural heating,electricity,electric furnace,1990,energy service,1,1
resid_rural heating,electricity,electric furnace,2005,energy service,1,1
resid_rural heating,electricity,electric furnace,2010,energy service,1,1
resid_rural heating,electricity,electric furnace,2015,energy service,1,1
resid_rural heating,electricity,electric furnace,2020,energy service,1,1
resid_rural heating,electricity,electric furnace,2025,energy service,1,1
resid_rural heating,electricity,electric furnace,2030,energy service,1,1
resid_rural heating,electricity,electric furnace,2035,energy service,1,1
resid_rural heating,electricity,electric furnace,2040,energy service,1,1
resid_rural heating,electricity,electric furnace,2045,energy service,1,1
resid_rural heating,electricity,electric furnace,2050,energy service,1,1
resid_rural heating,electricity,electric furnace,2055,energy service,1,1
resid_rural heating,electricity,electric furnace,2060,energy service,1,1
resid_rural heating,electricity,electric furnace,2065,energy service,1,1
resid_rural heating,electricity,electric furnace,2070,energy service,1,1
resid_rural heating,electricity,electric furnace,2075,energy service,1,1
resid_rural heating,electricity,electric furnace,2080,energy service,1,1
resid_rural heating,electricity,electric furnace,2085,energy service,1,1
resid_rural heating,electricity,electric furnace,2090,energy service,1,1
resid_rural heating,electricity,electric furnace,2095,energy service,1,1
resid_rural heating,electricity,electric furnace,2100,energy service,1,1
resid_rural heating,gas,gas furnace,1975,energy service,1,1
resid_rural heating,gas,gas furnace,1990,energy service,1,1
resid_rural heating,gas,gas furnace,2005,energy service,1,1
resid_rural heating,gas,gas furnace,2010,energy service,1,1
resid_rural heating,gas,gas furnace,2015,energy service,1,1
resid_rural heating,gas,gas furnace,2020,energy service,1,1
resid_rural heating,gas,gas furnace,2025,energy service,1,1
resid_rural heating,gas,gas furnace,2030,energy service,1,1
resid_rural heating,gas,gas furnace,2035,energy service,1,1
resid_rural heating,gas,gas furnace,2040,energy service,1,1
resid_rural heating,gas,gas furnace,2045,energy service,1,1
resid_rural heating,gas,gas furnace,2050,energy service,1,1
resid_rural heating,gas,gas furnace,2055,energy service,1,1
resid_rural heating,gas,gas furnace,2060,energy service,1,1
resid_rural heating,gas,gas furnace,2065,energy service,1,1
resid_rural heating,gas,gas furnace,2070,energy service,1,1
resid_rural heating,gas,gas furnace,2075,energy service,1,1
resid_rural heating,gas,gas furnace,2080,energy service,1,1
resid_rural heating,gas,gas furnace,2085,energy service,1,1
resid_rural heating,gas,gas furnace,2090,energy service,1,1
resid_rural heating,gas,gas furnace,2095,energy service,1,1
resid_rural heating,gas,gas furnace,2100,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,1975,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,1990,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2005,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2010,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2015,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2020,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2025,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2030,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2035,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2040,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2045,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2050,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2055,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2060,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2065,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2070,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2075,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2080,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2085,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2090,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2095,energy service,1,1
resid_rural heating,refined liquids,fuel furnace,2100,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,1975,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,1990,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2005,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2010,energy service,1,1
resid_rural heating,trad biomass,trad wood furnace,2015,energy service,1,1
