# File: L281.GlobalTechAccountOutputUseBasePrice_fd_China.csv
# Title: Sets up accounting secondary outputs to track final energy service
# Units: fraction
# Column types: cccncnn
# ----------
sector.name,subsector.name,technology,year,output.accounting,output.ratio,use.base.price
other industrial energy use,biomass,biomass,1975,energy service,1,1
other industrial energy use,biomass,biomass,1990,energy service,1,1
other industrial energy use,biomass,biomass,2005,energy service,1,1
other industrial energy use,biomass,biomass,2010,energy service,1,1
other industrial energy use,biomass,biomass,2015,energy service,1,1
other industrial energy use,biomass,biomass,2020,energy service,1,1
other industrial energy use,biomass,biomass,2025,energy service,1,1
other industrial energy use,biomass,biomass,2030,energy service,1,1
other industrial energy use,biomass,biomass,2035,energy service,1,1
other industrial energy use,biomass,biomass,2040,energy service,1,1
other industrial energy use,biomass,biomass,2045,energy service,1,1
other industrial energy use,biomass,biomass,2050,energy service,1,1
other industrial energy use,biomass,biomass,2055,energy service,1,1
other industrial energy use,biomass,biomass,2060,energy service,1,1
other industrial energy use,biomass,biomass,2065,energy service,1,1
other industrial energy use,biomass,biomass,2070,energy service,1,1
other industrial energy use,biomass,biomass,2075,energy service,1,1
other industrial energy use,biomass,biomass,2080,energy service,1,1
other industrial energy use,biomass,biomass,2085,energy service,1,1
other industrial energy use,biomass,biomass,2090,energy service,1,1
other industrial energy use,biomass,biomass,2095,energy service,1,1
other industrial energy use,biomass,biomass,2100,energy service,1,1
other industrial energy use,biomass,biomass cogen,1975,energy service,1,1
other industrial energy use,biomass,biomass cogen,1990,energy service,1,1
other industrial energy use,biomass,biomass cogen,2005,energy service,1,1
other industrial energy use,biomass,biomass cogen,2010,energy service,1,1
other industrial energy use,biomass,biomass cogen,2015,energy service,1,1
other industrial energy use,biomass,biomass cogen,2020,energy service,1,1
other industrial energy use,biomass,biomass cogen,2025,energy service,1,1
other industrial energy use,biomass,biomass cogen,2030,energy service,1,1
other industrial energy use,biomass,biomass cogen,2035,energy service,1,1
other industrial energy use,biomass,biomass cogen,2040,energy service,1,1
other industrial energy use,biomass,biomass cogen,2045,energy service,1,1
other industrial energy use,biomass,biomass cogen,2050,energy service,1,1
other industrial energy use,biomass,biomass cogen,2055,energy service,1,1
other industrial energy use,biomass,biomass cogen,2060,energy service,1,1
other industrial energy use,biomass,biomass cogen,2065,energy service,1,1
other industrial energy use,biomass,biomass cogen,2070,energy service,1,1
other industrial energy use,biomass,biomass cogen,2075,energy service,1,1
other industrial energy use,biomass,biomass cogen,2080,energy service,1,1
other industrial energy use,biomass,biomass cogen,2085,energy service,1,1
other industrial energy use,biomass,biomass cogen,2090,energy service,1,1
other industrial energy use,biomass,biomass cogen,2095,energy service,1,1
other industrial energy use,biomass,biomass cogen,2100,energy service,1,1
other industrial energy use,coal,coal,1975,energy service,1,1
other industrial energy use,coal,coal,1990,energy service,1,1
other industrial energy use,coal,coal,2005,energy service,1,1
other industrial energy use,coal,coal,2010,energy service,1,1
other industrial energy use,coal,coal,2015,energy service,1,1
other industrial energy use,coal,coal,2020,energy service,1,1
other industrial energy use,coal,coal,2025,energy service,1,1
other industrial energy use,coal,coal,2030,energy service,1,1
other industrial energy use,coal,coal,2035,energy service,1,1
other industrial energy use,coal,coal,2040,energy service,1,1
other industrial energy use,coal,coal,2045,energy service,1,1
other industrial energy use,coal,coal,2050,energy service,1,1
other industrial energy use,coal,coal,2055,energy service,1,1
other industrial energy use,coal,coal,2060,energy service,1,1
other industrial energy use,coal,coal,2065,energy service,1,1
other industrial energy use,coal,coal,2070,energy service,1,1
other industrial energy use,coal,coal,2075,energy service,1,1
other industrial energy use,coal,coal,2080,energy service,1,1
other industrial energy use,coal,coal,2085,energy service,1,1
other industrial energy use,coal,coal,2090,energy service,1,1
other industrial energy use,coal,coal,2095,energy service,1,1
other industrial energy use,coal,coal,2100,energy service,1,1
other industrial energy use,coal,coal cogen,1975,energy service,1,1
other industrial energy use,coal,coal cogen,1990,energy service,1,1
other industrial energy use,coal,coal cogen,2005,energy service,1,1
other industrial energy use,coal,coal cogen,2010,energy service,1,1
other industrial energy use,coal,coal cogen,2015,energy service,1,1
other industrial energy use,coal,coal cogen,2020,energy service,1,1
other industrial energy use,coal,coal cogen,2025,energy service,1,1
other industrial energy use,coal,coal cogen,2030,energy service,1,1
other industrial energy use,coal,coal cogen,2035,energy service,1,1
other industrial energy use,coal,coal cogen,2040,energy service,1,1
other industrial energy use,coal,coal cogen,2045,energy service,1,1
other industrial energy use,coal,coal cogen,2050,energy service,1,1
other industrial energy use,coal,coal cogen,2055,energy service,1,1
other industrial energy use,coal,coal cogen,2060,energy service,1,1
other industrial energy use,coal,coal cogen,2065,energy service,1,1
other industrial energy use,coal,coal cogen,2070,energy service,1,1
other industrial energy use,coal,coal cogen,2075,energy service,1,1
other industrial energy use,coal,coal cogen,2080,energy service,1,1
other industrial energy use,coal,coal cogen,2085,energy service,1,1
other industrial energy use,coal,coal cogen,2090,energy service,1,1
other industrial energy use,coal,coal cogen,2095,energy service,1,1
other industrial energy use,coal,coal cogen,2100,energy service,1,1
other industrial energy use,district heat,district heat,1975,energy service,1,1
other industrial energy use,district heat,district heat,1990,energy service,1,1
other industrial energy use,district heat,district heat,2005,energy service,1,1
other industrial energy use,district heat,district heat,2010,energy service,1,1
other industrial energy use,district heat,district heat,2015,energy service,1,1
other industrial energy use,district heat,district heat,2020,energy service,1,1
other industrial energy use,district heat,district heat,2025,energy service,1,1
other industrial energy use,district heat,district heat,2030,energy service,1,1
other industrial energy use,district heat,district heat,2035,energy service,1,1
other industrial energy use,district heat,district heat,2040,energy service,1,1
other industrial energy use,district heat,district heat,2045,energy service,1,1
other industrial energy use,district heat,district heat,2050,energy service,1,1
other industrial energy use,district heat,district heat,2055,energy service,1,1
other industrial energy use,district heat,district heat,2060,energy service,1,1
other industrial energy use,district heat,district heat,2065,energy service,1,1
other industrial energy use,district heat,district heat,2070,energy service,1,1
other industrial energy use,district heat,district heat,2075,energy service,1,1
other industrial energy use,district heat,district heat,2080,energy service,1,1
other industrial energy use,district heat,district heat,2085,energy service,1,1
other industrial energy use,district heat,district heat,2090,energy service,1,1
other industrial energy use,district heat,district heat,2095,energy service,1,1
other industrial energy use,district heat,district heat,2100,energy service,1,1
other industrial energy use,electricity,electricity,1975,energy service,1,1
other industrial energy use,electricity,electricity,1990,energy service,1,1
other industrial energy use,electricity,electricity,2005,energy service,1,1
other industrial energy use,electricity,electricity,2010,energy service,1,1
other industrial energy use,electricity,electricity,2015,energy service,1,1
other industrial energy use,electricity,electricity,2020,energy service,1,1
other industrial energy use,electricity,electricity,2025,energy service,1,1
other industrial energy use,electricity,electricity,2030,energy service,1,1
other industrial energy use,electricity,electricity,2035,energy service,1,1
other industrial energy use,electricity,electricity,2040,energy service,1,1
other industrial energy use,electricity,electricity,2045,energy service,1,1
other industrial energy use,electricity,electricity,2050,energy service,1,1
other industrial energy use,electricity,electricity,2055,energy service,1,1
other industrial energy use,electricity,electricity,2060,energy service,1,1
other industrial energy use,electricity,electricity,2065,energy service,1,1
other industrial energy use,electricity,electricity,2070,energy service,1,1
other industrial energy use,electricity,electricity,2075,energy service,1,1
other industrial energy use,electricity,electricity,2080,energy service,1,1
other industrial energy use,electricity,electricity,2085,energy service,1,1
other industrial energy use,electricity,electricity,2090,energy service,1,1
other industrial energy use,electricity,electricity,2095,energy service,1,1
other industrial energy use,electricity,electricity,2100,energy service,1,1
other industrial energy use,gas,gas,1975,energy service,1,1
other industrial energy use,gas,gas,1990,energy service,1,1
other industrial energy use,gas,gas,2005,energy service,1,1
other industrial energy use,gas,gas,2010,energy service,1,1
other industrial energy use,gas,gas,2015,energy service,1,1
other industrial energy use,gas,gas,2020,energy service,1,1
other industrial energy use,gas,gas,2025,energy service,1,1
other industrial energy use,gas,gas,2030,energy service,1,1
other industrial energy use,gas,gas,2035,energy service,1,1
other industrial energy use,gas,gas,2040,energy service,1,1
other industrial energy use,gas,gas,2045,energy service,1,1
other industrial energy use,gas,gas,2050,energy service,1,1
other industrial energy use,gas,gas,2055,energy service,1,1
other industrial energy use,gas,gas,2060,energy service,1,1
other industrial energy use,gas,gas,2065,energy service,1,1
other industrial energy use,gas,gas,2070,energy service,1,1
other industrial energy use,gas,gas,2075,energy service,1,1
other industrial energy use,gas,gas,2080,energy service,1,1
other industrial energy use,gas,gas,2085,energy service,1,1
other industrial energy use,gas,gas,2090,energy service,1,1
other industrial energy use,gas,gas,2095,energy service,1,1
other industrial energy use,gas,gas,2100,energy service,1,1
other industrial energy use,gas,gas cogen,1975,energy service,1,1
other industrial energy use,gas,gas cogen,1990,energy service,1,1
other industrial energy use,gas,gas cogen,2005,energy service,1,1
other industrial energy use,gas,gas cogen,2010,energy service,1,1
other industrial energy use,gas,gas cogen,2015,energy service,1,1
other industrial energy use,gas,gas cogen,2020,energy service,1,1
other industrial energy use,gas,gas cogen,2025,energy service,1,1
other industrial energy use,gas,gas cogen,2030,energy service,1,1
other industrial energy use,gas,gas cogen,2035,energy service,1,1
other industrial energy use,gas,gas cogen,2040,energy service,1,1
other industrial energy use,gas,gas cogen,2045,energy service,1,1
other industrial energy use,gas,gas cogen,2050,energy service,1,1
other industrial energy use,gas,gas cogen,2055,energy service,1,1
other industrial energy use,gas,gas cogen,2060,energy service,1,1
other industrial energy use,gas,gas cogen,2065,energy service,1,1
other industrial energy use,gas,gas cogen,2070,energy service,1,1
other industrial energy use,gas,gas cogen,2075,energy service,1,1
other industrial energy use,gas,gas cogen,2080,energy service,1,1
other industrial energy use,gas,gas cogen,2085,energy service,1,1
other industrial energy use,gas,gas cogen,2090,energy service,1,1
other industrial energy use,gas,gas cogen,2095,energy service,1,1
other industrial energy use,gas,gas cogen,2100,energy service,1,1
other industrial energy use,hydrogen,hydrogen,1975,energy service,1,1
other industrial energy use,hydrogen,hydrogen,1990,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2005,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2010,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2015,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2020,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2025,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2030,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2035,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2040,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2045,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2050,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2055,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2060,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2065,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2070,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2075,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2080,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2085,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2090,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2095,energy service,1,1
other industrial energy use,hydrogen,hydrogen,2100,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,1975,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,1990,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2005,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2010,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2015,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2020,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2025,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2030,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2035,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2040,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2045,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2050,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2055,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2060,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2065,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2070,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2075,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2080,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2085,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2090,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2095,energy service,1,1
other industrial energy use,hydrogen,hydrogen cogen,2100,energy service,1,1
other industrial energy use,refined liquids,refined liquids,1975,energy service,1,1
other industrial energy use,refined liquids,refined liquids,1990,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2005,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2010,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2015,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2020,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2025,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2030,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2035,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2040,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2045,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2050,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2055,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2060,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2065,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2070,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2075,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2080,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2085,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2090,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2095,energy service,1,1
other industrial energy use,refined liquids,refined liquids,2100,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,1975,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,1990,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2005,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2010,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2015,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2020,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2025,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2030,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2035,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2040,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2045,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2050,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2055,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2060,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2065,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2070,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2075,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2080,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2085,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2090,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2095,energy service,1,1
other industrial energy use,refined liquids,refined liquids cogen,2100,energy service,1,1
process heat cement,biomass,biomass,1975,energy service,1,1
process heat cement,biomass,biomass,1990,energy service,1,1
process heat cement,biomass,biomass,2005,energy service,1,1
process heat cement,biomass,biomass,2010,energy service,1,1
process heat cement,biomass,biomass,2015,energy service,1,1
process heat cement,biomass,biomass,2020,energy service,1,1
process heat cement,biomass,biomass,2025,energy service,1,1
process heat cement,biomass,biomass,2030,energy service,1,1
process heat cement,biomass,biomass,2035,energy service,1,1
process heat cement,biomass,biomass,2040,energy service,1,1
process heat cement,biomass,biomass,2045,energy service,1,1
process heat cement,biomass,biomass,2050,energy service,1,1
process heat cement,biomass,biomass,2055,energy service,1,1
process heat cement,biomass,biomass,2060,energy service,1,1
process heat cement,biomass,biomass,2065,energy service,1,1
process heat cement,biomass,biomass,2070,energy service,1,1
process heat cement,biomass,biomass,2075,energy service,1,1
process heat cement,biomass,biomass,2080,energy service,1,1
process heat cement,biomass,biomass,2085,energy service,1,1
process heat cement,biomass,biomass,2090,energy service,1,1
process heat cement,biomass,biomass,2095,energy service,1,1
process heat cement,biomass,biomass,2100,energy service,1,1
process heat cement,coal,coal,1975,energy service,1,1
process heat cement,coal,coal,1990,energy service,1,1
process heat cement,coal,coal,2005,energy service,1,1
process heat cement,coal,coal,2010,energy service,1,1
process heat cement,coal,coal,2015,energy service,1,1
process heat cement,coal,coal,2020,energy service,1,1
process heat cement,coal,coal,2025,energy service,1,1
process heat cement,coal,coal,2030,energy service,1,1
process heat cement,coal,coal,2035,energy service,1,1
process heat cement,coal,coal,2040,energy service,1,1
process heat cement,coal,coal,2045,energy service,1,1
process heat cement,coal,coal,2050,energy service,1,1
process heat cement,coal,coal,2055,energy service,1,1
process heat cement,coal,coal,2060,energy service,1,1
process heat cement,coal,coal,2065,energy service,1,1
process heat cement,coal,coal,2070,energy service,1,1
process heat cement,coal,coal,2075,energy service,1,1
process heat cement,coal,coal,2080,energy service,1,1
process heat cement,coal,coal,2085,energy service,1,1
process heat cement,coal,coal,2090,energy service,1,1
process heat cement,coal,coal,2095,energy service,1,1
process heat cement,coal,coal,2100,energy service,1,1
process heat cement,gas,gas,1975,energy service,1,1
process heat cement,gas,gas,1990,energy service,1,1
process heat cement,gas,gas,2005,energy service,1,1
process heat cement,gas,gas,2010,energy service,1,1
process heat cement,gas,gas,2015,energy service,1,1
process heat cement,gas,gas,2020,energy service,1,1
process heat cement,gas,gas,2025,energy service,1,1
process heat cement,gas,gas,2030,energy service,1,1
process heat cement,gas,gas,2035,energy service,1,1
process heat cement,gas,gas,2040,energy service,1,1
process heat cement,gas,gas,2045,energy service,1,1
process heat cement,gas,gas,2050,energy service,1,1
process heat cement,gas,gas,2055,energy service,1,1
process heat cement,gas,gas,2060,energy service,1,1
process heat cement,gas,gas,2065,energy service,1,1
process heat cement,gas,gas,2070,energy service,1,1
process heat cement,gas,gas,2075,energy service,1,1
process heat cement,gas,gas,2080,energy service,1,1
process heat cement,gas,gas,2085,energy service,1,1
process heat cement,gas,gas,2090,energy service,1,1
process heat cement,gas,gas,2095,energy service,1,1
process heat cement,gas,gas,2100,energy service,1,1
process heat cement,hydrogen,hydrogen,1975,energy service,1,1
process heat cement,hydrogen,hydrogen,1990,energy service,1,1
process heat cement,hydrogen,hydrogen,2005,energy service,1,1
process heat cement,hydrogen,hydrogen,2010,energy service,1,1
process heat cement,hydrogen,hydrogen,2015,energy service,1,1
process heat cement,hydrogen,hydrogen,2020,energy service,1,1
process heat cement,hydrogen,hydrogen,2025,energy service,1,1
process heat cement,hydrogen,hydrogen,2030,energy service,1,1
process heat cement,hydrogen,hydrogen,2035,energy service,1,1
process heat cement,hydrogen,hydrogen,2040,energy service,1,1
process heat cement,hydrogen,hydrogen,2045,energy service,1,1
process heat cement,hydrogen,hydrogen,2050,energy service,1,1
process heat cement,hydrogen,hydrogen,2055,energy service,1,1
process heat cement,hydrogen,hydrogen,2060,energy service,1,1
process heat cement,hydrogen,hydrogen,2065,energy service,1,1
process heat cement,hydrogen,hydrogen,2070,energy service,1,1
process heat cement,hydrogen,hydrogen,2075,energy service,1,1
process heat cement,hydrogen,hydrogen,2080,energy service,1,1
process heat cement,hydrogen,hydrogen,2085,energy service,1,1
process heat cement,hydrogen,hydrogen,2090,energy service,1,1
process heat cement,hydrogen,hydrogen,2095,energy service,1,1
process heat cement,hydrogen,hydrogen,2100,energy service,1,1
process heat cement,refined liquids,refined liquids,1975,energy service,1,1
process heat cement,refined liquids,refined liquids,1990,energy service,1,1
process heat cement,refined liquids,refined liquids,2005,energy service,1,1
process heat cement,refined liquids,refined liquids,2010,energy service,1,1
process heat cement,refined liquids,refined liquids,2015,energy service,1,1
process heat cement,refined liquids,refined liquids,2020,energy service,1,1
process heat cement,refined liquids,refined liquids,2025,energy service,1,1
process heat cement,refined liquids,refined liquids,2030,energy service,1,1
process heat cement,refined liquids,refined liquids,2035,energy service,1,1
process heat cement,refined liquids,refined liquids,2040,energy service,1,1
process heat cement,refined liquids,refined liquids,2045,energy service,1,1
process heat cement,refined liquids,refined liquids,2050,energy service,1,1
process heat cement,refined liquids,refined liquids,2055,energy service,1,1
process heat cement,refined liquids,refined liquids,2060,energy service,1,1
process heat cement,refined liquids,refined liquids,2065,energy service,1,1
process heat cement,refined liquids,refined liquids,2070,energy service,1,1
process heat cement,refined liquids,refined liquids,2075,energy service,1,1
process heat cement,refined liquids,refined liquids,2080,energy service,1,1
process heat cement,refined liquids,refined liquids,2085,energy service,1,1
process heat cement,refined liquids,refined liquids,2090,energy service,1,1
process heat cement,refined liquids,refined liquids,2095,energy service,1,1
process heat cement,refined liquids,refined liquids,2100,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,1975,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,1990,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2005,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2010,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2015,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2020,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2025,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2030,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2035,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2040,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2045,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2050,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2055,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2060,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2065,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2070,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2075,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2080,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2085,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2090,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2095,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR,2100,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,1975,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,1990,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2005,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2010,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2015,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2020,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2025,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2030,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2035,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2040,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2045,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2050,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2055,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2060,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2065,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2070,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2075,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2080,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2085,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2090,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2095,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS,2100,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,1975,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,1990,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2005,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2010,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2015,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2020,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2025,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2030,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2035,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2040,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2045,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2050,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2055,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2060,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2065,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2070,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2075,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2080,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2085,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2090,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2095,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR CCS with hydrogen,2100,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,1975,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,1990,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2005,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2010,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2015,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2020,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2025,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2030,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2035,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2040,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2045,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2050,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2055,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2060,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2065,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2070,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2075,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2080,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2085,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2090,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2095,energy service,1,1
iron and steel,BLASTFUR,BLASTFUR with hydrogen,2100,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,1975,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,1990,energy service,1,1
iron and steel,BLASTFUR,Biomass-based,2005,energy service,1,1
