# File: detailed_industry_output.csv
# Title: Detailed industry output
# Units:  Mt/EJ
# Column types: cncccn
# ----------
province,year,supplysector,subsector,technology,production
SD,1975,agricultural energy use,gas,gas,0
SD,1975,agricultural energy use,hydrogen,hydrogen,0
SD,1975,agricultural energy use,liquid,liquid,0
SD,1975,chemical energy use,biomass,biomass,0
SD,1975,chemical energy use,coal,coal,0
SD,1975,chemical energy use,coal,coal CCS,0
SD,1975,chemical energy use,district heat,district heat,0
SD,1975,chemical energy use,electricity,electricity,0
SD,1975,chemical energy use,gas,gas,0
SD,1975,chemical energy use,gas,gas CCS,0
SD,1975,chemical energy use,hydrogen,hydrogen,0
SD,1975,chemical energy use,liquid,liquid,0
SD,1975,chemical energy use,liquid,liquid CCS,0
SD,1975,chemical feedstocks,coal,coal,0
SD,1975,chemical feedstocks,gas,gas,0
SD,1975,chemical feedstocks,liquid,liquid,0
SD,1975,chemical,chemical,chemical,0
SD,1975,coke,coke,coke,0
SD,1975,coke,coke,coke CCS,0
SD,1975,construction,construction,construction,0
SD,1975,construction energy use,biomass,biomass,0
SD,1975,construction energy use,coal,coal,0
SD,1975,construction energy use,district heat,district heat,0
SD,1975,construction energy use,electricity,electricity,0
SD,1975,construction energy use,gas,gas,0
SD,1975,construction energy use,hydrogen,hydrogen,0
SD,1975,construction energy use,liquid,liquid,0
SD,1975,construction feedstocks,coal,coal,0
SD,1975,construction feedstocks,gas,gas,0
SD,1975,construction feedstocks,liquid,liquid,0
SD,1975,iron and steel,BLASTFUR,Biomass-based,0
SD,1975,iron and steel,BLASTFUR,BLASTFUR,0
SD,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
SD,1975,iron and steel,EAF with DRI,EAF with DRI,0
SD,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
SD,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SD,1975,iron and steel,EAF with scrap,EAF with scrap,0
SD,1975,mining energy use,biomass,biomass,0
SD,1975,mining energy use,coal,coal,0
SD,1975,mining energy use,district heat,district heat,0
SD,1975,mining energy use,electricity,electricity,0
SD,1975,mining energy use,gas,gas,0
SD,1975,mining energy use,hydrogen,hydrogen,0
SD,1975,mining energy use,liquid,liquid,0
SD,1990,agricultural energy use,biomass,biomass,0
SD,1990,agricultural energy use,coal,coal,0
SD,1990,agricultural energy use,district heat,district heat,0
SD,1990,agricultural energy use,electricity,electricity,0
SD,1990,agricultural energy use,gas,gas,0
SD,1990,agricultural energy use,hydrogen,hydrogen,0
SD,1990,agricultural energy use,liquid,liquid,0
SD,1990,chemical energy use,biomass,biomass,0
SD,1990,chemical energy use,coal,coal,0
SD,1990,chemical energy use,coal,coal CCS,0
SD,1990,chemical energy use,district heat,district heat,0
SD,1990,chemical energy use,electricity,electricity,0
SD,1990,chemical energy use,gas,gas,0
SD,1990,chemical energy use,gas,gas CCS,0
SD,1990,chemical energy use,hydrogen,hydrogen,0
SD,1990,chemical energy use,liquid,liquid,0
SD,1990,chemical energy use,liquid,liquid CCS,0
SD,1990,chemical feedstocks,coal,coal,0
SD,1990,chemical feedstocks,gas,gas,0
SD,1990,chemical feedstocks,liquid,liquid,0
SD,1990,chemical,chemical,chemical,0
SD,1990,coke,coke,coke,0
SD,1990,coke,coke,coke CCS,0
SD,1990,construction,construction,construction,0
SD,1990,construction energy use,biomass,biomass,0
SD,1990,construction energy use,coal,coal,0
SD,1990,construction energy use,district heat,district heat,0
SD,1990,construction energy use,electricity,electricity,0
SD,1990,construction energy use,gas,gas,0
SD,1990,construction energy use,hydrogen,hydrogen,0
SD,1990,construction energy use,liquid,liquid,0
SD,1990,construction feedstocks,coal,coal,0
SD,1990,construction feedstocks,gas,gas,0
SD,1990,construction feedstocks,liquid,liquid,0
SD,1990,iron and steel,BLASTFUR,Biomass-based,0
SD,1990,iron and steel,BLASTFUR,BLASTFUR,0
SD,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
SD,1990,iron and steel,EAF with DRI,EAF with DRI,0
SD,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
SD,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SD,1990,iron and steel,EAF with scrap,EAF with scrap,0
SD,1990,mining energy use,biomass,biomass,0
SD,1990,mining energy use,coal,coal,0
SD,1990,mining energy use,district heat,district heat,0
SD,1990,mining energy use,electricity,electricity,0
SD,1990,mining energy use,gas,gas,0
SD,1990,mining energy use,hydrogen,hydrogen,0
SD,1990,mining energy use,liquid,liquid,0
SD,2005,agricultural energy use,biomass,biomass,0
SD,2005,agricultural energy use,coal,coal,0
SD,2005,agricultural energy use,district heat,district heat,0
SD,2005,agricultural energy use,electricity,electricity,0
SD,2005,agricultural energy use,gas,gas,0
SD,2005,agricultural energy use,hydrogen,hydrogen,0
SD,2005,agricultural energy use,liquid,liquid,0
SD,2005,chemical energy use,biomass,biomass,0
SD,2005,chemical energy use,coal,coal,0
SD,2005,chemical energy use,coal,coal CCS,0
SD,2005,chemical energy use,district heat,district heat,0
SD,2005,chemical energy use,electricity,electricity,0
SD,2005,chemical energy use,gas,gas,0
SD,2005,chemical energy use,gas,gas CCS,0
SD,2005,chemical energy use,hydrogen,hydrogen,0
SD,2005,chemical energy use,liquid,liquid,0
SD,2005,chemical energy use,liquid,liquid CCS,0
SD,2005,chemical feedstocks,coal,coal,0
SD,2005,chemical feedstocks,gas,gas,0
SD,2005,chemical feedstocks,liquid,liquid,0
SD,2005,chemical,chemical,chemical,0
SD,2005,coke,coke,coke,0
SD,2005,coke,coke,coke CCS,0
SD,2005,construction,construction,construction,0
SD,2005,construction energy use,biomass,biomass,0
SD,2005,construction energy use,coal,coal,0
SD,2005,construction energy use,district heat,district heat,0
SD,2005,construction energy use,electricity,electricity,0
SD,2005,construction energy use,gas,gas,0
SD,2005,construction energy use,hydrogen,hydrogen,0
SD,2005,construction energy use,liquid,liquid,0
SD,2005,construction feedstocks,coal,coal,0
SD,2005,construction feedstocks,gas,gas,0
SD,2005,construction feedstocks,liquid,liquid,0
SD,2005,iron and steel,BLASTFUR,Biomass-based,0
SD,2005,iron and steel,BLASTFUR,BLASTFUR,0
SD,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
SD,2005,iron and steel,EAF with DRI,EAF with DRI,0
SD,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
SD,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SD,2005,iron and steel,EAF with scrap,EAF with scrap,0
SD,2005,mining energy use,biomass,biomass,0
SD,2005,mining energy use,coal,coal,0
SD,2005,mining energy use,district heat,district heat,0
SD,2005,mining energy use,electricity,electricity,0
SD,2005,mining energy use,gas,gas,0
SD,2005,mining energy use,hydrogen,hydrogen,0
SD,2005,mining energy use,liquid,liquid,0
SD,2010,agricultural energy use,biomass,biomass,0
SD,2010,agricultural energy use,coal,coal,0.038138105
SD,2010,agricultural energy use,district heat,district heat,0
SD,2010,agricultural energy use,electricity,electricity,0.033920329
SD,2010,agricultural energy use,gas,gas,0.000107808
SD,2010,agricultural energy use,hydrogen,hydrogen,0
SD,2010,agricultural energy use,liquid,liquid,0.012618263
SD,2010,chemical energy use,biomass,biomass,0
SD,2010,chemical energy use,coal,coal,0.115051373
SD,2010,chemical energy use,coal,coal CCS,0
SD,2010,chemical energy use,district heat,district heat,0
SD,2010,chemical energy use,electricity,electricity,0.064205199
SD,2010,chemical energy use,gas,gas,0.005343956
SD,2010,chemical energy use,gas,gas CCS,0
SD,2010,chemical energy use,hydrogen,hydrogen,0
SD,2010,chemical energy use,liquid,liquid,0.022702631
SD,2010,chemical energy use,liquid,liquid CCS,0
SD,2010,chemical feedstocks,coal,coal,0.08322107
SD,2010,chemical feedstocks,gas,gas,0
SD,2010,chemical feedstocks,liquid,liquid,0
SD,2010,chemical,chemical,chemical,0.29614737
SD,2010,coke,coke,coke,34.51
SD,2010,coke,coke,coke CCS,0
SD,2010,construction,construction,construction,0.049435641
SD,2010,construction energy use,biomass,biomass,0
SD,2010,construction energy use,coal,coal,0.01229556
SD,2010,construction energy use,district heat,district heat,0
SD,2010,construction energy use,electricity,electricity,0.016884164
SD,2010,construction energy use,gas,gas,0.000252096
SD,2010,construction energy use,hydrogen,hydrogen,0
SD,2010,construction energy use,liquid,liquid,0.020003821
SD,2010,construction feedstocks,coal,coal,0
SD,2010,construction feedstocks,gas,gas,0
SD,2010,construction feedstocks,liquid,liquid,0
SD,2010,iron and steel,BLASTFUR,Biomass-based,0
SD,2010,iron and steel,BLASTFUR,BLASTFUR,52.31
SD,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
SD,2010,iron and steel,EAF with DRI,EAF with DRI,0
SD,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
SD,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SD,2010,iron and steel,EAF with scrap,EAF with scrap,3.4
SD,2010,mining energy use,biomass,biomass,0
SD,2010,mining energy use,coal,coal,0.084584464
SD,2010,mining energy use,district heat,district heat,0
SD,2010,mining energy use,electricity,electricity,0.043375566
SD,2010,mining energy use,gas,gas,0.013868986
SD,2010,mining energy use,hydrogen,hydrogen,0
SD,2010,mining energy use,liquid,liquid,0.006761104
SD,2015,agricultural energy use,biomass,biomass,0
SD,2015,agricultural energy use,coal,coal,0.039433285
SD,2015,agricultural energy use,district heat,district heat,0
SD,2015,agricultural energy use,electricity,electricity,0.025026329
SD,2015,agricultural energy use,gas,gas,8.25E-05
SD,2015,agricultural energy use,hydrogen,hydrogen,0
SD,2015,agricultural energy use,liquid,liquid,0.02619814
SD,2015,chemical energy use,biomass,biomass,0
SD,2015,chemical energy use,coal,coal,0.26468767
SD,2015,chemical energy use,coal,coal CCS,0
SD,2015,chemical energy use,district heat,district heat,0.018453938
SD,2015,chemical energy use,electricity,electricity,0.043731571
SD,2015,chemical energy use,gas,gas,0.001272135
SD,2015,chemical energy use,gas,gas CCS,0
SD,2015,chemical energy use,hydrogen,hydrogen,0
SD,2015,chemical energy use,liquid,liquid,0.039718767
SD,2015,chemical energy use,liquid,liquid CCS,0
SD,2015,chemical feedstocks,coal,coal,0.129331383
SD,2015,chemical feedstocks,gas,gas,0
SD,2015,chemical feedstocks,liquid,liquid,0
SD,2015,chemical,chemical,chemical,0.525520114
SD,2015,coke,coke,coke,43.646
SD,2015,coke,coke,coke CCS,0
SD,2015,construction,construction,construction,0.044865685
SD,2015,construction energy use,biomass,biomass,0
SD,2015,construction energy use,coal,coal,0.007760205
SD,2015,construction energy use,district heat,district heat,0
SD,2015,construction energy use,electricity,electricity,0.009416448
SD,2015,construction energy use,gas,gas,0.000105308
SD,2015,construction energy use,hydrogen,hydrogen,0
SD,2015,construction energy use,liquid,liquid,0.027583724
SD,2015,construction feedstocks,coal,coal,0
SD,2015,construction feedstocks,gas,gas,0
SD,2015,construction feedstocks,liquid,liquid,0
SD,2015,iron and steel,BLASTFUR,Biomass-based,0
SD,2015,iron and steel,BLASTFUR,BLASTFUR,64.28174013
SD,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
SD,2015,iron and steel,EAF with DRI,EAF with DRI,0
SD,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
SD,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SD,2015,iron and steel,EAF with scrap,EAF with scrap,1.911259875
SD,2015,mining energy use,biomass,biomass,0
SD,2015,mining energy use,coal,coal,0.079045062
SD,2015,mining energy use,district heat,district heat,0
SD,2015,mining energy use,electricity,electricity,0.044224088
SD,2015,mining energy use,gas,gas,0.00711078
SD,2015,mining energy use,hydrogen,hydrogen,0
SD,2015,mining energy use,liquid,liquid,0.009614773
SH,1975,agricultural energy use,biomass,biomass,0
SH,1975,agricultural energy use,coal,coal,0
SH,1975,agricultural energy use,district heat,district heat,0
SH,1975,agricultural energy use,electricity,electricity,0
SH,1975,agricultural energy use,gas,gas,0
SH,1975,agricultural energy use,hydrogen,hydrogen,0
SH,1975,agricultural energy use,liquid,liquid,0
SH,1975,chemical energy use,biomass,biomass,0
SH,1975,chemical energy use,coal,coal,0
SH,1975,chemical energy use,coal,coal CCS,0
SH,1975,chemical energy use,district heat,district heat,0
SH,1975,chemical energy use,electricity,electricity,0
SH,1975,chemical energy use,gas,gas,0
SH,1975,chemical energy use,gas,gas CCS,0
SH,1975,chemical energy use,hydrogen,hydrogen,0
SH,1975,chemical energy use,liquid,liquid,0
SH,1975,chemical energy use,liquid,liquid CCS,0
SH,1975,chemical feedstocks,coal,coal,0
SH,1975,chemical feedstocks,gas,gas,0
SH,1975,chemical feedstocks,liquid,liquid,0
SH,1975,chemical,chemical,chemical,0
SH,1975,coke,coke,coke,0
SH,1975,coke,coke,coke CCS,0
SH,1975,construction,construction,construction,0
SH,1975,construction energy use,biomass,biomass,0
SH,1975,construction energy use,coal,coal,0
SH,1975,construction energy use,district heat,district heat,0
SH,1975,construction energy use,electricity,electricity,0
SH,1975,construction energy use,gas,gas,0
SH,1975,construction energy use,hydrogen,hydrogen,0
SH,1975,construction energy use,liquid,liquid,0
SH,1975,construction feedstocks,coal,coal,0
SH,1975,construction feedstocks,gas,gas,0
SH,1975,construction feedstocks,liquid,liquid,0
SH,1975,iron and steel,BLASTFUR,Biomass-based,0
SH,1975,iron and steel,BLASTFUR,BLASTFUR,0
SH,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
SH,1975,iron and steel,EAF with DRI,EAF with DRI,0
SH,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
SH,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SH,1975,iron and steel,EAF with scrap,EAF with scrap,0
SH,1975,mining energy use,biomass,biomass,0
SH,1975,mining energy use,coal,coal,0
SH,1975,mining energy use,district heat,district heat,0
SH,1975,mining energy use,electricity,electricity,0
SH,1975,mining energy use,gas,gas,0
SH,1975,mining energy use,hydrogen,hydrogen,0
SH,1975,mining energy use,liquid,liquid,0
SH,1990,agricultural energy use,biomass,biomass,0
SH,1990,agricultural energy use,coal,coal,0
SH,1990,agricultural energy use,district heat,district heat,0
SH,1990,agricultural energy use,electricity,electricity,0
SH,1990,agricultural energy use,gas,gas,0
SH,1990,agricultural energy use,hydrogen,hydrogen,0
SH,1990,agricultural energy use,liquid,liquid,0
SH,1990,chemical energy use,biomass,biomass,0
SH,1990,chemical energy use,coal,coal,0
SH,1990,chemical energy use,coal,coal CCS,0
SH,1990,chemical energy use,district heat,district heat,0
SH,1990,chemical energy use,electricity,electricity,0
SH,1990,chemical energy use,gas,gas,0
SH,1990,chemical energy use,gas,gas CCS,0
SH,1990,chemical energy use,hydrogen,hydrogen,0
SH,1990,chemical energy use,liquid,liquid,0
SH,1990,chemical energy use,liquid,liquid CCS,0
SH,1990,chemical feedstocks,coal,coal,0
SH,1990,chemical feedstocks,gas,gas,0
SH,1990,chemical feedstocks,liquid,liquid,0
SH,1990,chemical,chemical,chemical,0
SH,1990,coke,coke,coke,0
SH,1990,coke,coke,coke CCS,0
SH,1990,construction,construction,construction,0
SH,1990,construction energy use,biomass,biomass,0
SH,1990,construction energy use,coal,coal,0
SH,1990,construction energy use,district heat,district heat,0
SH,1990,construction energy use,electricity,electricity,0
SH,1990,construction energy use,gas,gas,0
SH,1990,construction energy use,hydrogen,hydrogen,0
SH,1990,construction energy use,liquid,liquid,0
SH,1990,construction feedstocks,coal,coal,0
SH,1990,construction feedstocks,gas,gas,0
SH,1990,construction feedstocks,liquid,liquid,0
SH,1990,iron and steel,BLASTFUR,Biomass-based,0
SH,1990,iron and steel,BLASTFUR,BLASTFUR,0
SH,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
SH,1990,iron and steel,EAF with DRI,EAF with DRI,0
SH,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
SH,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SH,1990,iron and steel,EAF with scrap,EAF with scrap,0
SH,1990,mining energy use,biomass,biomass,0
SH,1990,mining energy use,coal,coal,0
SH,1990,mining energy use,district heat,district heat,0
SH,1990,mining energy use,electricity,electricity,0
SH,1990,mining energy use,gas,gas,0
SH,1990,mining energy use,hydrogen,hydrogen,0
SH,1990,mining energy use,liquid,liquid,0
SH,2005,agricultural energy use,biomass,biomass,0
SH,2005,agricultural energy use,coal,coal,0
SH,2005,agricultural energy use,district heat,district heat,0
SH,2005,agricultural energy use,electricity,electricity,0
SH,2005,agricultural energy use,gas,gas,0
SH,2005,agricultural energy use,hydrogen,hydrogen,0
SH,2005,agricultural energy use,liquid,liquid,0
SH,2005,chemical energy use,biomass,biomass,0
SH,2005,chemical energy use,coal,coal,0
SH,2005,chemical energy use,coal,coal CCS,0
SH,2005,chemical energy use,district heat,district heat,0
SH,2005,chemical energy use,electricity,electricity,0
SH,2005,chemical energy use,gas,gas,0
SH,2005,chemical energy use,gas,gas CCS,0
SH,2005,chemical energy use,hydrogen,hydrogen,0
SH,2005,chemical energy use,liquid,liquid,0
SH,2005,chemical energy use,liquid,liquid CCS,0
SH,2005,chemical feedstocks,coal,coal,0
SH,2005,chemical feedstocks,gas,gas,0
SH,2005,chemical feedstocks,liquid,liquid,0
SH,2005,chemical,chemical,chemical,0
SH,2005,coke,coke,coke,0
SH,2005,coke,coke,coke CCS,0
SH,2005,construction,construction,construction,0
SH,2005,construction energy use,biomass,biomass,0
SH,2005,construction energy use,coal,coal,0
SH,2005,construction energy use,district heat,district heat,0
SH,2005,construction energy use,electricity,electricity,0
SH,2005,construction energy use,gas,gas,0
SH,2005,construction energy use,hydrogen,hydrogen,0
SH,2005,construction energy use,liquid,liquid,0
SH,2005,construction feedstocks,coal,coal,0
SH,2005,construction feedstocks,gas,gas,0
SH,2005,construction feedstocks,liquid,liquid,0
SH,2005,iron and steel,BLASTFUR,Biomass-based,0
SH,2005,iron and steel,BLASTFUR,BLASTFUR,0
SH,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
SH,2005,iron and steel,EAF with DRI,EAF with DRI,0
SH,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
SH,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SH,2005,iron and steel,EAF with scrap,EAF with scrap,0
SH,2005,mining energy use,biomass,biomass,0
SH,2005,mining energy use,coal,coal,0
SH,2005,mining energy use,district heat,district heat,0
SH,2005,mining energy use,electricity,electricity,0
SH,2005,mining energy use,gas,gas,0
SH,2005,mining energy use,hydrogen,hydrogen,0
SH,2005,mining energy use,liquid,liquid,0
SH,2010,agricultural energy use,biomass,biomass,0
SH,2010,agricultural energy use,coal,coal,0.00019717
SH,2010,agricultural energy use,district heat,district heat,0
SH,2010,agricultural energy use,electricity,electricity,0.000175365
SH,2010,agricultural energy use,gas,gas,7.79E-07
SH,2010,agricultural energy use,hydrogen,hydrogen,0
SH,2010,agricultural energy use,liquid,liquid,0.000213446
SH,2010,chemical energy use,biomass,biomass,0
SH,2010,chemical energy use,coal,coal,0.033355051
SH,2010,chemical energy use,coal,coal CCS,0
SH,2010,chemical energy use,district heat,district heat,0
SH,2010,chemical energy use,electricity,electricity,0.024582109
SH,2010,chemical energy use,gas,gas,0.003695239
SH,2010,chemical energy use,gas,gas CCS,0
SH,2010,chemical energy use,hydrogen,hydrogen,0
SH,2010,chemical energy use,liquid,liquid,0.014817583
SH,2010,chemical energy use,liquid,liquid CCS,0
SH,2010,chemical feedstocks,coal,coal,0.021692267
SH,2010,chemical feedstocks,gas,gas,0
SH,2010,chemical feedstocks,liquid,liquid,0
SH,2010,chemical,chemical,chemical,0.10921426
SH,2010,coke,coke,coke,6.31
SH,2010,coke,coke,coke CCS,0
SH,2010,construction,construction,construction,0.015317381
SH,2010,construction energy use,biomass,biomass,0
SH,2010,construction energy use,coal,coal,0.002929354
SH,2010,construction energy use,district heat,district heat,0
SH,2010,construction energy use,electricity,electricity,0.004022564
SH,2010,construction energy use,gas,gas,8.38E-05
SH,2010,construction energy use,hydrogen,hydrogen,0
SH,2010,construction energy use,liquid,liquid,0.008281709
SH,2010,construction feedstocks,coal,coal,0
SH,2010,construction feedstocks,gas,gas,0
SH,2010,construction feedstocks,liquid,liquid,0
SH,2010,iron and steel,BLASTFUR,Biomass-based,0
SH,2010,iron and steel,BLASTFUR,BLASTFUR,17.19
SH,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
SH,2010,iron and steel,EAF with DRI,EAF with DRI,0
SH,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
SH,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SH,2010,iron and steel,EAF with scrap,EAF with scrap,4.95
SH,2010,mining energy use,biomass,biomass,0
SH,2010,mining energy use,coal,coal,0.02015181
SH,2010,mining energy use,district heat,district heat,0
SH,2010,mining energy use,electricity,electricity,0.010334004
SH,2010,mining energy use,gas,gas,0.004608579
SH,2010,mining energy use,hydrogen,hydrogen,0
SH,2010,mining energy use,liquid,liquid,0.005270453
SH,2015,agricultural energy use,biomass,biomass,0
SH,2015,agricultural energy use,coal,coal,0.000200116
SH,2015,agricultural energy use,district heat,district heat,0
SH,2015,agricultural energy use,electricity,electricity,0.000127004
SH,2015,agricultural energy use,gas,gas,9.19E-07
SH,2015,agricultural energy use,hydrogen,hydrogen,0
SH,2015,agricultural energy use,liquid,liquid,0.000215286
SH,2015,chemical energy use,biomass,biomass,0
SH,2015,chemical energy use,coal,coal,0.05008434
SH,2015,chemical energy use,coal,coal CCS,0
SH,2015,chemical energy use,district heat,district heat,0.00258003
SH,2015,chemical energy use,electricity,electricity,0.010787103
SH,2015,chemical energy use,gas,gas,0.024133764
SH,2015,chemical energy use,gas,gas CCS,0
SH,2015,chemical energy use,hydrogen,hydrogen,0
SH,2015,chemical energy use,liquid,liquid,0.016099886
SH,2015,chemical energy use,liquid,liquid CCS,0
SH,2015,chemical feedstocks,coal,coal,0.022081457
SH,2015,chemical feedstocks,gas,gas,0
SH,2015,chemical feedstocks,liquid,liquid,0
SH,2015,chemical,chemical,chemical,0.148121603
SH,2015,coke,coke,coke,5.3448
SH,2015,coke,coke,coke CCS,0
SH,2015,construction,construction,construction,0.008127233
SH,2015,construction energy use,biomass,biomass,0
SH,2015,construction energy use,coal,coal,0.001016024
SH,2015,construction energy use,district heat,district heat,0
SH,2015,construction energy use,electricity,electricity,0.001232871
SH,2015,construction energy use,gas,gas,3.03E-05
SH,2015,construction energy use,hydrogen,hydrogen,0
SH,2015,construction energy use,liquid,liquid,0.005848038
SH,2015,construction feedstocks,coal,coal,0
SH,2015,construction feedstocks,gas,gas,0
SH,2015,construction feedstocks,liquid,liquid,0
SH,2015,iron and steel,BLASTFUR,Biomass-based,0
SH,2015,iron and steel,BLASTFUR,BLASTFUR,15.05693366
SH,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
SH,2015,iron and steel,EAF with DRI,EAF with DRI,0
SH,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
SH,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SH,2015,iron and steel,EAF with scrap,EAF with scrap,2.781066337
SH,2015,mining energy use,biomass,biomass,0
SH,2015,mining energy use,coal,coal,0.010349169
SH,2015,mining energy use,district heat,district heat,0
SH,2015,mining energy use,electricity,electricity,0.005790148
SH,2015,mining energy use,gas,gas,0.002042345
SH,2015,mining energy use,hydrogen,hydrogen,0
SH,2015,mining energy use,liquid,liquid,0.002038433
SN,1975,agricultural energy use,biomass,biomass,0
SN,1975,agricultural energy use,coal,coal,0
SN,1975,agricultural energy use,district heat,district heat,0
SN,1975,agricultural energy use,electricity,electricity,0
SN,1975,agricultural energy use,gas,gas,0
SN,1975,agricultural energy use,hydrogen,hydrogen,0
SN,1975,agricultural energy use,liquid,liquid,0
SN,1975,chemical energy use,biomass,biomass,0
SN,1975,chemical energy use,coal,coal,0
SN,1975,chemical energy use,coal,coal CCS,0
SN,1975,chemical energy use,district heat,district heat,0
SN,1975,chemical energy use,electricity,electricity,0
SN,1975,chemical energy use,gas,gas,0
SN,1975,chemical energy use,gas,gas CCS,0
SN,1975,chemical energy use,hydrogen,hydrogen,0
SN,1975,chemical energy use,liquid,liquid,0
SN,1975,chemical energy use,liquid,liquid CCS,0
SN,1975,chemical feedstocks,coal,coal,0
SN,1975,chemical feedstocks,gas,gas,0
SN,1975,chemical feedstocks,liquid,liquid,0
SN,1975,chemical,chemical,chemical,0
SN,1975,coke,coke,coke,0
SN,1975,coke,coke,coke CCS,0
SN,1975,construction,construction,construction,0
SN,1975,construction energy use,biomass,biomass,0
SN,1975,construction energy use,coal,coal,0
SN,1975,construction energy use,district heat,district heat,0
SN,1975,construction energy use,electricity,electricity,0
SN,1975,construction energy use,gas,gas,0
SN,1975,construction energy use,hydrogen,hydrogen,0
SN,1975,construction energy use,liquid,liquid,0
SN,1975,construction feedstocks,coal,coal,0
SN,1975,construction feedstocks,gas,gas,0
SN,1975,construction feedstocks,liquid,liquid,0
SN,1975,iron and steel,BLASTFUR,Biomass-based,0
SN,1975,iron and steel,BLASTFUR,BLASTFUR,0
SN,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
SN,1975,iron and steel,EAF with DRI,EAF with DRI,0
SN,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
SN,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SN,1975,iron and steel,EAF with scrap,EAF with scrap,0
SN,1975,mining energy use,biomass,biomass,0
SN,1975,mining energy use,coal,coal,0
SN,1975,mining energy use,district heat,district heat,0
SN,1975,mining energy use,electricity,electricity,0
SN,1975,mining energy use,gas,gas,0
SN,1975,mining energy use,hydrogen,hydrogen,0
SN,1975,mining energy use,liquid,liquid,0
SN,1990,agricultural energy use,biomass,biomass,0
SN,1990,agricultural energy use,coal,coal,0
SN,1990,agricultural energy use,district heat,district heat,0
SN,1990,agricultural energy use,electricity,electricity,0
SN,1990,agricultural energy use,gas,gas,0
SN,1990,agricultural energy use,hydrogen,hydrogen,0
SN,1990,agricultural energy use,liquid,liquid,0
SN,1990,chemical energy use,biomass,biomass,0
SN,1990,chemical energy use,coal,coal,0
SN,1990,chemical energy use,coal,coal CCS,0
SN,1990,chemical energy use,district heat,district heat,0
SN,1990,chemical energy use,electricity,electricity,0
SN,1990,chemical energy use,gas,gas,0
SN,1990,chemical energy use,gas,gas CCS,0
SN,1990,chemical energy use,hydrogen,hydrogen,0
SN,1990,chemical energy use,liquid,liquid,0
SN,1990,chemical energy use,liquid,liquid CCS,0
SN,1990,chemical feedstocks,coal,coal,0
SN,1990,chemical feedstocks,gas,gas,0
SN,1990,chemical feedstocks,liquid,liquid,0
SN,1990,chemical,chemical,chemical,0
SN,1990,coke,coke,coke,0
SN,1990,coke,coke,coke CCS,0
SN,1990,construction,construction,construction,0
SN,1990,construction energy use,biomass,biomass,0
SN,1990,construction energy use,coal,coal,0
SN,1990,construction energy use,district heat,district heat,0
SN,1990,construction energy use,electricity,electricity,0
SN,1990,construction energy use,gas,gas,0
SN,1990,construction energy use,hydrogen,hydrogen,0
SN,1990,construction energy use,liquid,liquid,0
SN,1990,construction feedstocks,coal,coal,0
SN,1990,construction feedstocks,gas,gas,0
SN,1990,construction feedstocks,liquid,liquid,0
SN,1990,iron and steel,BLASTFUR,Biomass-based,0
SN,1990,iron and steel,BLASTFUR,BLASTFUR,0
SN,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
SN,1990,iron and steel,EAF with DRI,EAF with DRI,0
SN,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
SN,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
SN,1990,iron and steel,EAF with scrap,EAF with scrap,0
SN,1990,mining energy use,biomass,biomass,0
SN,1990,mining energy use,coal,coal,0
SN,1990,mining energy use,district heat,district heat,0
SN,1990,mining energy use,electricity,electricity,0
SN,1990,mining energy use,gas,gas,0
