# File: detailed_industry_output.csv
# Title: Detailed industry output
# Units:  Mt/EJ
# Column types: cncccn
# ----------
province,year,supplysector,subsector,technology,production
GS,2005,coke,coke,coke,0
GS,2005,coke,coke,coke CCS,0
GS,2005,construction,construction,construction,0
GS,2005,construction energy use,biomass,biomass,0
GS,2005,construction energy use,coal,coal,0
GS,2005,construction energy use,district heat,district heat,0
GS,2005,construction energy use,electricity,electricity,0
GS,2005,construction energy use,gas,gas,0
GS,2005,construction energy use,hydrogen,hydrogen,0
GS,2005,construction energy use,liquid,liquid,0
GS,2005,construction feedstocks,coal,coal,0
GS,2005,construction feedstocks,gas,gas,0
GS,2005,construction feedstocks,liquid,liquid,0
GS,2005,iron and steel,BLASTFUR,Biomass-based,0
GS,2005,iron and steel,BLASTFUR,BLASTFUR,0
GS,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
GS,2005,iron and steel,EAF with DRI,EAF with DRI,0
GS,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
GS,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GS,2005,iron and steel,EAF with scrap,EAF with scrap,0
GS,2005,mining energy use,biomass,biomass,0
GS,2005,mining energy use,coal,coal,0
GS,2005,mining energy use,district heat,district heat,0
GS,2005,mining energy use,electricity,electricity,0
GS,2005,mining energy use,gas,gas,0
GS,2005,mining energy use,hydrogen,hydrogen,0
GS,2005,mining energy use,liquid,liquid,0
GS,2010,agricultural energy use,biomass,biomass,0
GS,2010,agricultural energy use,coal,coal,0.00516319
GS,2010,agricultural energy use,district heat,district heat,0
GS,2010,agricultural energy use,electricity,electricity,0.004592181
GS,2010,agricultural energy use,gas,gas,2.03E-05
GS,2010,agricultural energy use,hydrogen,hydrogen,0
GS,2010,agricultural energy use,liquid,liquid,0.003010625
GS,2010,chemical energy use,biomass,biomass,0
GS,2010,chemical energy use,coal,coal,0.023680664
GS,2010,chemical energy use,coal,coal CCS,0
GS,2010,chemical energy use,district heat,district heat,0
GS,2010,chemical energy use,electricity,electricity,0.000122125
GS,2010,chemical energy use,gas,gas,0.005079093
GS,2010,chemical energy use,gas,gas CCS,0
GS,2010,chemical energy use,hydrogen,hydrogen,0
GS,2010,chemical energy use,liquid,liquid,0.004301124
GS,2010,chemical energy use,liquid,liquid CCS,0
GS,2010,chemical feedstocks,coal,coal,0.00794012
GS,2010,chemical feedstocks,gas,gas,0
GS,2010,chemical feedstocks,liquid,liquid,0
GS,2010,chemical,chemical,chemical,0.047404294
GS,2010,coke,coke,coke,2.42
GS,2010,coke,coke,coke CCS,0
GS,2010,construction,construction,construction,0.007803953
GS,2010,construction energy use,biomass,biomass,0
GS,2010,construction energy use,coal,coal,0.001988492
GS,2010,construction energy use,district heat,district heat,0
GS,2010,construction energy use,electricity,electricity,0.002730583
GS,2010,construction energy use,gas,gas,5.68E-05
GS,2010,construction energy use,hydrogen,hydrogen,0
GS,2010,construction energy use,liquid,liquid,0.003028053
GS,2010,construction feedstocks,coal,coal,0
GS,2010,construction feedstocks,gas,gas,0
GS,2010,construction feedstocks,liquid,liquid,0
GS,2010,iron and steel,BLASTFUR,Biomass-based,0
GS,2010,iron and steel,BLASTFUR,BLASTFUR,6.17
GS,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
GS,2010,iron and steel,EAF with DRI,EAF with DRI,0
GS,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
GS,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GS,2010,iron and steel,EAF with scrap,EAF with scrap,0.45
GS,2010,mining energy use,biomass,biomass,0
GS,2010,mining energy use,coal,coal,0.013679375
GS,2010,mining energy use,district heat,district heat,0
GS,2010,mining energy use,electricity,electricity,0.00701489
GS,2010,mining energy use,gas,gas,0.003128378
GS,2010,mining energy use,hydrogen,hydrogen,0
GS,2010,mining energy use,liquid,liquid,0.001927043
GS,2015,agricultural energy use,biomass,biomass,0
GS,2015,agricultural energy use,coal,coal,0.006099586
GS,2015,agricultural energy use,district heat,district heat,0
GS,2015,agricultural energy use,electricity,electricity,0.003871101
GS,2015,agricultural energy use,gas,gas,2.00E-05
GS,2015,agricultural energy use,hydrogen,hydrogen,0
GS,2015,agricultural energy use,liquid,liquid,0.002833776
GS,2015,chemical energy use,biomass,biomass,0
GS,2015,chemical energy use,coal,coal,0.051913499
GS,2015,chemical energy use,coal,coal CCS,0
GS,2015,chemical energy use,district heat,district heat,0.002232516
GS,2015,chemical energy use,electricity,electricity,0
GS,2015,chemical energy use,gas,gas,0.014829466
GS,2015,chemical energy use,gas,gas CCS,0
GS,2015,chemical energy use,hydrogen,hydrogen,0
GS,2015,chemical energy use,liquid,liquid,0.007140124
GS,2015,chemical energy use,liquid,liquid CCS,0
GS,2015,chemical feedstocks,coal,coal,0.02562879
GS,2015,chemical feedstocks,gas,gas,0
GS,2015,chemical feedstocks,liquid,liquid,0
GS,2015,chemical,chemical,chemical,0.108736579
GS,2015,coke,coke,coke,5.2505
GS,2015,coke,coke,coke CCS,0
GS,2015,construction,construction,construction,0.009313672
GS,2015,construction energy use,biomass,biomass,0
GS,2015,construction energy use,coal,coal,0.001627536
GS,2015,construction energy use,district heat,district heat,0
GS,2015,construction energy use,electricity,electricity,0.001974898
GS,2015,construction energy use,gas,gas,3.45E-05
GS,2015,construction energy use,hydrogen,hydrogen,0
GS,2015,construction energy use,liquid,liquid,0.005676738
GS,2015,construction feedstocks,coal,coal,0
GS,2015,construction feedstocks,gas,gas,0
GS,2015,construction feedstocks,liquid,liquid,0
GS,2015,iron and steel,BLASTFUR,Biomass-based,0
GS,2015,iron and steel,BLASTFUR,BLASTFUR,8.270279734
GS,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
GS,2015,iron and steel,EAF with DRI,EAF with DRI,0
GS,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
GS,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GS,2015,iron and steel,EAF with scrap,EAF with scrap,0.250720266
GS,2015,mining energy use,biomass,biomass,0
GS,2015,mining energy use,coal,coal,0.016578005
GS,2015,mining energy use,district heat,district heat,0
GS,2015,mining energy use,electricity,electricity,0.009275054
GS,2015,mining energy use,gas,gas,0.002331235
GS,2015,mining energy use,hydrogen,hydrogen,0
GS,2015,mining energy use,liquid,liquid,0.001978723
GX,1975,agricultural energy use,biomass,biomass,0
GX,1975,agricultural energy use,coal,coal,0
GX,1975,agricultural energy use,district heat,district heat,0
GX,1975,agricultural energy use,electricity,electricity,0
GX,1975,agricultural energy use,gas,gas,0
GX,1975,agricultural energy use,hydrogen,hydrogen,0
GX,1975,agricultural energy use,liquid,liquid,0
GX,1975,chemical energy use,biomass,biomass,0
GX,1975,chemical energy use,coal,coal,0
GX,1975,chemical energy use,coal,coal CCS,0
GX,1975,chemical energy use,district heat,district heat,0
GX,1975,chemical energy use,electricity,electricity,0
GX,1975,chemical energy use,gas,gas,0
GX,1975,chemical energy use,gas,gas CCS,0
GX,1975,chemical energy use,hydrogen,hydrogen,0
GX,1975,chemical energy use,liquid,liquid,0
GX,1975,chemical energy use,liquid,liquid CCS,0
GX,1975,chemical feedstocks,coal,coal,0
GX,1975,chemical feedstocks,gas,gas,0
GX,1975,chemical feedstocks,liquid,liquid,0
GX,1975,chemical,chemical,chemical,0
GX,1975,coke,coke,coke,0
GX,1975,coke,coke,coke CCS,0
GX,1975,construction,construction,construction,0
GX,1975,construction energy use,biomass,biomass,0
GX,1975,construction energy use,coal,coal,0
GX,1975,construction energy use,district heat,district heat,0
GX,1975,construction energy use,electricity,electricity,0
GX,1975,construction energy use,gas,gas,0
GX,1975,construction energy use,hydrogen,hydrogen,0
GX,1975,construction energy use,liquid,liquid,0
GX,1975,construction feedstocks,coal,coal,0
GX,1975,construction feedstocks,gas,gas,0
GX,1975,construction feedstocks,liquid,liquid,0
GX,1975,iron and steel,BLASTFUR,Biomass-based,0
GX,1975,iron and steel,BLASTFUR,BLASTFUR,0
GX,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
GX,1975,iron and steel,EAF with DRI,EAF with DRI,0
GX,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
GX,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GX,1975,iron and steel,EAF with scrap,EAF with scrap,0
GX,1975,mining energy use,biomass,biomass,0
GX,1975,mining energy use,coal,coal,0
GX,1975,mining energy use,district heat,district heat,0
GX,1975,mining energy use,electricity,electricity,0
GX,1975,mining energy use,gas,gas,0
GX,1975,mining energy use,hydrogen,hydrogen,0
GX,1975,mining energy use,liquid,liquid,0
GX,1990,agricultural energy use,biomass,biomass,0
GX,1990,agricultural energy use,coal,coal,0
GX,1990,agricultural energy use,district heat,district heat,0
GX,1990,agricultural energy use,electricity,electricity,0
GX,1990,agricultural energy use,gas,gas,0
GX,1990,agricultural energy use,hydrogen,hydrogen,0
GX,1990,agricultural energy use,liquid,liquid,0
GX,1990,chemical energy use,biomass,biomass,0
GX,1990,chemical energy use,coal,coal,0
GX,1990,chemical energy use,coal,coal CCS,0
GX,1990,chemical energy use,district heat,district heat,0
GX,1990,chemical energy use,electricity,electricity,0
GX,1990,chemical energy use,gas,gas,0
GX,1990,chemical energy use,gas,gas CCS,0
GX,1990,chemical energy use,hydrogen,hydrogen,0
GX,1990,chemical energy use,liquid,liquid,0
GX,1990,chemical energy use,liquid,liquid CCS,0
GX,1990,chemical feedstocks,coal,coal,0
GX,1990,chemical feedstocks,gas,gas,0
GX,1990,chemical feedstocks,liquid,liquid,0
GX,1990,chemical,chemical,chemical,0
GX,1990,coke,coke,coke,0
GX,1990,coke,coke,coke CCS,0
GX,1990,construction,construction,construction,0
GX,1990,construction energy use,biomass,biomass,0
GX,1990,construction energy use,coal,coal,0
GX,1990,construction energy use,district heat,district heat,0
GX,1990,construction energy use,electricity,electricity,0
GX,1990,construction energy use,gas,gas,0
GX,1990,construction energy use,hydrogen,hydrogen,0
GX,1990,construction energy use,liquid,liquid,0
GX,1990,construction feedstocks,coal,coal,0
GX,1990,construction feedstocks,gas,gas,0
GX,1990,construction feedstocks,liquid,liquid,0
GX,1990,iron and steel,BLASTFUR,Biomass-based,0
GX,1990,iron and steel,BLASTFUR,BLASTFUR,0
GX,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
GX,1990,iron and steel,EAF with DRI,EAF with DRI,0
GX,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
GX,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GX,1990,iron and steel,EAF with scrap,EAF with scrap,0
GX,1990,mining energy use,biomass,biomass,0
GX,1990,mining energy use,coal,coal,0
GX,1990,mining energy use,district heat,district heat,0
GX,1990,mining energy use,electricity,electricity,0
GX,1990,mining energy use,gas,gas,0
GX,1990,mining energy use,hydrogen,hydrogen,0
GX,1990,mining energy use,liquid,liquid,0
GX,2005,agricultural energy use,biomass,biomass,0
GX,2005,agricultural energy use,coal,coal,0
GX,2005,agricultural energy use,district heat,district heat,0
GX,2005,agricultural energy use,electricity,electricity,0
GX,2005,agricultural energy use,gas,gas,0
GX,2005,agricultural energy use,hydrogen,hydrogen,0
GX,2005,agricultural energy use,liquid,liquid,0
GX,2005,chemical energy use,biomass,biomass,0
GX,2005,chemical energy use,coal,coal,0
GX,2005,chemical energy use,coal,coal CCS,0
GX,2005,chemical energy use,district heat,district heat,0
GX,2005,chemical energy use,electricity,electricity,0
GX,2005,chemical energy use,gas,gas,0
GX,2005,chemical energy use,gas,gas CCS,0
GX,2005,chemical energy use,hydrogen,hydrogen,0
GX,2005,chemical energy use,liquid,liquid,0
GX,2005,chemical energy use,liquid,liquid CCS,0
GX,2005,chemical feedstocks,coal,coal,0
GX,2005,chemical feedstocks,gas,gas,0
GX,2005,chemical feedstocks,liquid,liquid,0
GX,2005,chemical,chemical,chemical,0
GX,2005,coke,coke,coke,0
GX,2005,coke,coke,coke CCS,0
GX,2005,construction,construction,construction,0
GX,2005,construction energy use,biomass,biomass,0
GX,2005,construction energy use,coal,coal,0
GX,2005,construction energy use,district heat,district heat,0
GX,2005,construction energy use,electricity,electricity,0
GX,2005,construction energy use,gas,gas,0
GX,2005,construction energy use,hydrogen,hydrogen,0
GX,2005,construction energy use,liquid,liquid,0
GX,2005,construction feedstocks,coal,coal,0
GX,2005,construction feedstocks,gas,gas,0
GX,2005,construction feedstocks,liquid,liquid,0
GX,2005,iron and steel,BLASTFUR,Biomass-based,0
GX,2005,iron and steel,BLASTFUR,BLASTFUR,0
GX,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
GX,2005,iron and steel,EAF with DRI,EAF with DRI,0
GX,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
GX,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GX,2005,iron and steel,EAF with scrap,EAF with scrap,0
GX,2005,mining energy use,biomass,biomass,0
GX,2005,mining energy use,coal,coal,0
GX,2005,mining energy use,district heat,district heat,0
GX,2005,mining energy use,electricity,electricity,0
GX,2005,mining energy use,gas,gas,0
GX,2005,mining energy use,hydrogen,hydrogen,0
GX,2005,mining energy use,liquid,liquid,0
GX,2010,agricultural energy use,biomass,biomass,0
GX,2010,agricultural energy use,coal,coal,0.012199762
GX,2010,agricultural energy use,district heat,district heat,0
GX,2010,agricultural energy use,electricity,electricity,0.010850564
GX,2010,agricultural energy use,gas,gas,3.64E-05
GX,2010,agricultural energy use,hydrogen,hydrogen,0
GX,2010,agricultural energy use,liquid,liquid,0.003619182
GX,2010,chemical energy use,biomass,biomass,0
GX,2010,chemical energy use,coal,coal,0.009661325
GX,2010,chemical energy use,coal,coal CCS,0
GX,2010,chemical energy use,district heat,district heat,0
GX,2010,chemical energy use,electricity,electricity,0.003408311
GX,2010,chemical energy use,gas,gas,0.001576279
GX,2010,chemical energy use,gas,gas CCS,0
GX,2010,chemical energy use,hydrogen,hydrogen,0
GX,2010,chemical energy use,liquid,liquid,0.000757087
GX,2010,chemical energy use,liquid,liquid CCS,0
GX,2010,chemical feedstocks,coal,coal,0.013513537
GX,2010,chemical feedstocks,gas,gas,0
GX,2010,chemical feedstocks,liquid,liquid,0
GX,2010,chemical,chemical,chemical,0.022004289
GX,2010,coke,coke,coke,3.92
GX,2010,coke,coke,coke CCS,0
GX,2010,construction,construction,construction,0.007451532
GX,2010,construction energy use,biomass,biomass,0
GX,2010,construction energy use,coal,coal,0.002350945
GX,2010,construction energy use,district heat,district heat,0
GX,2010,construction energy use,electricity,electricity,0.003228299
GX,2010,construction energy use,gas,gas,5.09E-05
GX,2010,construction energy use,hydrogen,hydrogen,0
GX,2010,construction energy use,liquid,liquid,0.001821388
GX,2010,construction feedstocks,coal,coal,0
GX,2010,construction feedstocks,gas,gas,0
GX,2010,construction feedstocks,liquid,liquid,0
GX,2010,iron and steel,BLASTFUR,Biomass-based,0
GX,2010,iron and steel,BLASTFUR,BLASTFUR,11.62
GX,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
GX,2010,iron and steel,EAF with DRI,EAF with DRI,0
GX,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
GX,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GX,2010,iron and steel,EAF with scrap,EAF with scrap,0.43
GX,2010,mining energy use,biomass,biomass,0
GX,2010,mining energy use,coal,coal,0.016172782
GX,2010,mining energy use,district heat,district heat,0
GX,2010,mining energy use,electricity,electricity,0.008293528
GX,2010,mining energy use,gas,gas,0.002802131
GX,2010,mining energy use,hydrogen,hydrogen,0
GX,2010,mining energy use,liquid,liquid,0.001159125
GX,2015,agricultural energy use,biomass,biomass,0
GX,2015,agricultural energy use,coal,coal,0.013763448
GX,2015,agricultural energy use,district heat,district heat,0
GX,2015,agricultural energy use,electricity,electricity,0.00873497
GX,2015,agricultural energy use,gas,gas,5.72E-05
GX,2015,agricultural energy use,hydrogen,hydrogen,0
GX,2015,agricultural energy use,liquid,liquid,0.013056162
GX,2015,chemical energy use,biomass,biomass,0
GX,2015,chemical energy use,coal,coal,0.019691964
GX,2015,chemical energy use,coal,coal CCS,0
GX,2015,chemical energy use,district heat,district heat,0.001968903
GX,2015,chemical energy use,electricity,electricity,0.003875555
GX,2015,chemical energy use,gas,gas,0.005586578
GX,2015,chemical energy use,gas,gas CCS,0
GX,2015,chemical energy use,hydrogen,hydrogen,0
GX,2015,chemical energy use,liquid,liquid,0.003432333
GX,2015,chemical energy use,liquid,liquid CCS,0
GX,2015,chemical feedstocks,coal,coal,0.021100841
GX,2015,chemical feedstocks,gas,gas,0
GX,2015,chemical feedstocks,liquid,liquid,0
GX,2015,chemical,chemical,chemical,0.04936476
GX,2015,coke,coke,coke,5.8644
GX,2015,coke,coke,coke CCS,0
GX,2015,construction,construction,construction,0.009093163
GX,2015,construction energy use,biomass,biomass,0
GX,2015,construction energy use,coal,coal,0.001242971
GX,2015,construction energy use,district heat,district heat,0
GX,2015,construction energy use,electricity,electricity,0.001508256
GX,2015,construction energy use,gas,gas,3.35E-05
GX,2015,construction energy use,hydrogen,hydrogen,0
GX,2015,construction energy use,liquid,liquid,0.006308436
GX,2015,construction feedstocks,coal,coal,0
GX,2015,construction feedstocks,gas,gas,0
GX,2015,construction feedstocks,liquid,liquid,0
GX,2015,iron and steel,BLASTFUR,Biomass-based,0
GX,2015,iron and steel,BLASTFUR,BLASTFUR,21.2169942
GX,2015,iron and steel,BLASTFUR,BLASTFUR CCS,0
GX,2015,iron and steel,EAF with DRI,EAF with DRI,0
GX,2015,iron and steel,EAF with DRI,EAF with DRI CCS,0
GX,2015,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GX,2015,iron and steel,EAF with scrap,EAF with scrap,0.243005796
GX,2015,mining energy use,biomass,biomass,0
GX,2015,mining energy use,coal,coal,0.012660847
GX,2015,mining energy use,district heat,district heat,0
GX,2015,mining energy use,electricity,electricity,0.007083484
GX,2015,mining energy use,gas,gas,0.002262674
GX,2015,mining energy use,hydrogen,hydrogen,0
GX,2015,mining energy use,liquid,liquid,0.002198912
GZ,1975,agricultural energy use,biomass,biomass,0
GZ,1975,agricultural energy use,coal,coal,0
GZ,1975,agricultural energy use,district heat,district heat,0
GZ,1975,agricultural energy use,electricity,electricity,0
GZ,1975,agricultural energy use,gas,gas,0
GZ,1975,agricultural energy use,hydrogen,hydrogen,0
GZ,1975,agricultural energy use,liquid,liquid,0
GZ,1975,chemical energy use,biomass,biomass,0
GZ,1975,chemical energy use,coal,coal,0
GZ,1975,chemical energy use,coal,coal CCS,0
GZ,1975,chemical energy use,district heat,district heat,0
GZ,1975,chemical energy use,electricity,electricity,0
GZ,1975,chemical energy use,gas,gas,0
GZ,1975,chemical energy use,gas,gas CCS,0
GZ,1975,chemical energy use,hydrogen,hydrogen,0
GZ,1975,chemical energy use,liquid,liquid,0
GZ,1975,chemical energy use,liquid,liquid CCS,0
GZ,1975,chemical feedstocks,coal,coal,0
GZ,1975,chemical feedstocks,gas,gas,0
GZ,1975,chemical feedstocks,liquid,liquid,0
GZ,1975,chemical,chemical,chemical,0
GZ,1975,coke,coke,coke,0
GZ,1975,coke,coke,coke CCS,0
GZ,1975,construction,construction,construction,0
GZ,1975,construction energy use,biomass,biomass,0
GZ,1975,construction energy use,coal,coal,0
GZ,1975,construction energy use,district heat,district heat,0
GZ,1975,construction energy use,electricity,electricity,0
GZ,1975,construction energy use,gas,gas,0
GZ,1975,construction energy use,hydrogen,hydrogen,0
GZ,1975,construction energy use,liquid,liquid,0
GZ,1975,construction feedstocks,coal,coal,0
GZ,1975,construction feedstocks,gas,gas,0
GZ,1975,construction feedstocks,liquid,liquid,0
GZ,1975,iron and steel,BLASTFUR,Biomass-based,0
GZ,1975,iron and steel,BLASTFUR,BLASTFUR,0
GZ,1975,iron and steel,BLASTFUR,BLASTFUR CCS,0
GZ,1975,iron and steel,EAF with DRI,EAF with DRI,0
GZ,1975,iron and steel,EAF with DRI,EAF with DRI CCS,0
GZ,1975,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GZ,1975,iron and steel,EAF with scrap,EAF with scrap,0
GZ,1975,mining energy use,biomass,biomass,0
GZ,1975,mining energy use,coal,coal,0
GZ,1975,mining energy use,district heat,district heat,0
GZ,1975,mining energy use,electricity,electricity,0
GZ,1975,mining energy use,gas,gas,0
GZ,1975,mining energy use,hydrogen,hydrogen,0
GZ,1975,mining energy use,liquid,liquid,0
GZ,1990,agricultural energy use,biomass,biomass,0
GZ,1990,agricultural energy use,coal,coal,0
GZ,1990,agricultural energy use,district heat,district heat,0
GZ,1990,agricultural energy use,electricity,electricity,0
GZ,1990,agricultural energy use,gas,gas,0
GZ,1990,agricultural energy use,hydrogen,hydrogen,0
GZ,1990,agricultural energy use,liquid,liquid,0
GZ,1990,chemical energy use,biomass,biomass,0
GZ,1990,chemical energy use,coal,coal,0
GZ,1990,chemical energy use,coal,coal CCS,0
GZ,1990,chemical energy use,district heat,district heat,0
GZ,1990,chemical energy use,electricity,electricity,0
GZ,1990,chemical energy use,gas,gas,0
GZ,1990,chemical energy use,gas,gas CCS,0
GZ,1990,chemical energy use,hydrogen,hydrogen,0
GZ,1990,chemical energy use,liquid,liquid,0
GZ,1990,chemical energy use,liquid,liquid CCS,0
GZ,1990,chemical feedstocks,coal,coal,0
GZ,1990,chemical feedstocks,gas,gas,0
GZ,1990,chemical feedstocks,liquid,liquid,0
GZ,1990,chemical,chemical,chemical,0
GZ,1990,coke,coke,coke,0
GZ,1990,coke,coke,coke CCS,0
GZ,1990,construction,construction,construction,0
GZ,1990,construction energy use,biomass,biomass,0
GZ,1990,construction energy use,coal,coal,0
GZ,1990,construction energy use,district heat,district heat,0
GZ,1990,construction energy use,electricity,electricity,0
GZ,1990,construction energy use,gas,gas,0
GZ,1990,construction energy use,hydrogen,hydrogen,0
GZ,1990,construction energy use,liquid,liquid,0
GZ,1990,construction feedstocks,coal,coal,0
GZ,1990,construction feedstocks,gas,gas,0
GZ,1990,construction feedstocks,liquid,liquid,0
GZ,1990,iron and steel,BLASTFUR,Biomass-based,0
GZ,1990,iron and steel,BLASTFUR,BLASTFUR,0
GZ,1990,iron and steel,BLASTFUR,BLASTFUR CCS,0
GZ,1990,iron and steel,EAF with DRI,EAF with DRI,0
GZ,1990,iron and steel,EAF with DRI,EAF with DRI CCS,0
GZ,1990,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GZ,1990,iron and steel,EAF with scrap,EAF with scrap,0
GZ,1990,mining energy use,biomass,biomass,0
GZ,1990,mining energy use,coal,coal,0
GZ,1990,mining energy use,district heat,district heat,0
GZ,1990,mining energy use,electricity,electricity,0
GZ,1990,mining energy use,gas,gas,0
GZ,1990,mining energy use,hydrogen,hydrogen,0
GZ,1990,mining energy use,liquid,liquid,0
GZ,2005,agricultural energy use,biomass,biomass,0
GZ,2005,agricultural energy use,coal,coal,0
GZ,2005,agricultural energy use,district heat,district heat,0
GZ,2005,agricultural energy use,electricity,electricity,0
GZ,2005,agricultural energy use,gas,gas,0
GZ,2005,agricultural energy use,hydrogen,hydrogen,0
GZ,2005,agricultural energy use,liquid,liquid,0
GZ,2005,chemical energy use,biomass,biomass,0
GZ,2005,chemical energy use,coal,coal,0
GZ,2005,chemical energy use,coal,coal CCS,0
GZ,2005,chemical energy use,district heat,district heat,0
GZ,2005,chemical energy use,electricity,electricity,0
GZ,2005,chemical energy use,gas,gas,0
GZ,2005,chemical energy use,gas,gas CCS,0
GZ,2005,chemical energy use,hydrogen,hydrogen,0
GZ,2005,chemical energy use,liquid,liquid,0
GZ,2005,chemical energy use,liquid,liquid CCS,0
GZ,2005,chemical feedstocks,coal,coal,0
GZ,2005,chemical feedstocks,gas,gas,0
GZ,2005,chemical feedstocks,liquid,liquid,0
GZ,2005,chemical,chemical,chemical,0
GZ,2005,coke,coke,coke,0
GZ,2005,coke,coke,coke CCS,0
GZ,2005,construction,construction,construction,0
GZ,2005,construction energy use,biomass,biomass,0
GZ,2005,construction energy use,coal,coal,0
GZ,2005,construction energy use,district heat,district heat,0
GZ,2005,construction energy use,electricity,electricity,0
GZ,2005,construction energy use,gas,gas,0
GZ,2005,construction energy use,hydrogen,hydrogen,0
GZ,2005,construction energy use,liquid,liquid,0
GZ,2005,construction feedstocks,coal,coal,0
GZ,2005,construction feedstocks,gas,gas,0
GZ,2005,construction feedstocks,liquid,liquid,0
GZ,2005,iron and steel,BLASTFUR,Biomass-based,0
GZ,2005,iron and steel,BLASTFUR,BLASTFUR,0
GZ,2005,iron and steel,BLASTFUR,BLASTFUR CCS,0
GZ,2005,iron and steel,EAF with DRI,EAF with DRI,0
GZ,2005,iron and steel,EAF with DRI,EAF with DRI CCS,0
GZ,2005,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GZ,2005,iron and steel,EAF with scrap,EAF with scrap,0
GZ,2005,mining energy use,biomass,biomass,0
GZ,2005,mining energy use,coal,coal,0
GZ,2005,mining energy use,district heat,district heat,0
GZ,2005,mining energy use,electricity,electricity,0
GZ,2005,mining energy use,gas,gas,0
GZ,2005,mining energy use,hydrogen,hydrogen,0
GZ,2005,mining energy use,liquid,liquid,0
GZ,2010,agricultural energy use,biomass,biomass,0
GZ,2010,agricultural energy use,coal,coal,0.004307014
GZ,2010,agricultural energy use,district heat,district heat,0
GZ,2010,agricultural energy use,electricity,electricity,0.003830691
GZ,2010,agricultural energy use,gas,gas,1.30E-05
GZ,2010,agricultural energy use,hydrogen,hydrogen,0
GZ,2010,agricultural energy use,liquid,liquid,0.001792361
GZ,2010,chemical energy use,biomass,biomass,0
GZ,2010,chemical energy use,coal,coal,0.016190466
GZ,2010,chemical energy use,coal,coal CCS,0
GZ,2010,chemical energy use,district heat,district heat,0
GZ,2010,chemical energy use,electricity,electricity,0.003450864
GZ,2010,chemical energy use,gas,gas,0.002977284
GZ,2010,chemical energy use,gas,gas CCS,0
GZ,2010,chemical energy use,hydrogen,hydrogen,0
GZ,2010,chemical energy use,liquid,liquid,0.001720829
GZ,2010,chemical energy use,liquid,liquid CCS,0
GZ,2010,chemical feedstocks,coal,coal,0.03250287
GZ,2010,chemical feedstocks,gas,gas,0
GZ,2010,chemical feedstocks,liquid,liquid,0
GZ,2010,chemical,chemical,chemical,0.034770633
GZ,2010,coke,coke,coke,5.98
GZ,2010,coke,coke,coke CCS,0
GZ,2010,construction,construction,construction,0.004024358
GZ,2010,construction energy use,biomass,biomass,0
GZ,2010,construction energy use,coal,coal,0.001155799
GZ,2010,construction energy use,district heat,district heat,0
GZ,2010,construction energy use,electricity,electricity,0.001587135
GZ,2010,construction energy use,gas,gas,2.53E-05
GZ,2010,construction energy use,hydrogen,hydrogen,0
GZ,2010,construction energy use,liquid,liquid,0.001256124
GZ,2010,construction feedstocks,coal,coal,0
GZ,2010,construction feedstocks,gas,gas,0
GZ,2010,construction feedstocks,liquid,liquid,0
GZ,2010,iron and steel,BLASTFUR,Biomass-based,0
GZ,2010,iron and steel,BLASTFUR,BLASTFUR,2.77
GZ,2010,iron and steel,BLASTFUR,BLASTFUR CCS,0
GZ,2010,iron and steel,EAF with DRI,EAF with DRI,0
GZ,2010,iron and steel,EAF with DRI,EAF with DRI CCS,0
GZ,2010,iron and steel,EAF with DRI,Hydrogen-based DRI,0
GZ,2010,iron and steel,EAF with scrap,EAF with scrap,0.83
GZ,2010,mining energy use,biomass,biomass,0
GZ,2010,mining energy use,coal,coal,0.007951053
GZ,2010,mining energy use,district heat,district heat,0
GZ,2010,mining energy use,electricity,electricity,0.004077361
GZ,2010,mining energy use,gas,gas,0.001393834
GZ,2010,mining energy use,hydrogen,hydrogen,0
GZ,2010,mining energy use,liquid,liquid,0.000799393
GZ,2015,agricultural energy use,biomass,biomass,0
GZ,2015,agricultural energy use,coal,coal,0.005304083
GZ,2015,agricultural energy use,district heat,district heat,0
