# File: IO_detailed_industry.csv
# Title: Detailed industry coefficient
# Units: GJ/kg or GJ/GJ
# Description: Input-output data are calculated based on historical energy consumption sourced from the MEIC-HR emission inventory. The energy consumption data could not be used directly due to the inconsistency between IEA data(used in GCAM) and China's energy statistics, so the energy consumption share was used to allocate.
# Column types: cnccccnnn
# ----------
province,year,supplysector,subsector,technology,minicam.energy.input,coefficient,production,energy.input
NM,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.005925411,0.004740329
NX,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.002270676,0.001816541
QH,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.001913806,0.001531045
SC,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.019451745,0.015561396
SD,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.043375566,0.034700453
SH,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.010334004,0.008267203
SN,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.017083379,0.013666703
SX,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.013235204,0.010588163
TJ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.000216508,0.000173206
XJ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.006796363,0.00543709
XZ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.00072919,0.000583352
YN,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0.008272654,0.006618123
ZJ,2010,mining energy use,electricity,electricity,elect_td_ind,0.8,0,0
AH,2010,mining energy use,gas,gas,wholesale gas,1,0.006334265,0.006334265
BJ,2010,mining energy use,gas,gas,wholesale gas,1,0.005464659,0.005464659
CQ,2010,mining energy use,gas,gas,wholesale gas,1,0.004293606,0.004293606
FJ,2010,mining energy use,gas,gas,wholesale gas,1,0.001605838,0.001605838
GD,2010,mining energy use,gas,gas,wholesale gas,1,0.011168929,0.011168929
GS,2010,mining energy use,gas,gas,wholesale gas,1,0.003128378,0.003128378
GX,2010,mining energy use,gas,gas,wholesale gas,1,0.002802131,0.002802131
GZ,2010,mining energy use,gas,gas,wholesale gas,1,0.001393834,0.001393834
HA,2010,mining energy use,gas,gas,wholesale gas,1,0.016134701,0.016134701
HB,2010,mining energy use,gas,gas,wholesale gas,1,0.005963517,0.005963517
HE,2010,mining energy use,gas,gas,wholesale gas,1,0.013162093,0.013162093
HI,2010,mining energy use,gas,gas,wholesale gas,1,0.000295181,0.000295181
HL,2010,mining energy use,gas,gas,wholesale gas,1,0.004173283,0.004173283
HN,2010,mining energy use,gas,gas,wholesale gas,1,0.001899371,0.001899371
JL,2010,mining energy use,gas,gas,wholesale gas,1,0.00208197,0.00208197
JS,2010,mining energy use,gas,gas,wholesale gas,1,0.038301359,0.038301359
JX,2010,mining energy use,gas,gas,wholesale gas,1,0.001737691,0.001737691
LN,2010,mining energy use,gas,gas,wholesale gas,1,0.012074595,0.012074595
NM,2010,mining energy use,gas,gas,wholesale gas,1,0.002642512,0.002642512
NX,2010,mining energy use,gas,gas,wholesale gas,1,0.000919532,0.000919532
QH,2010,mining energy use,gas,gas,wholesale gas,1,0.000464264,0.000464264
SC,2010,mining energy use,gas,gas,wholesale gas,1,0.008674752,0.008674752
SD,2010,mining energy use,gas,gas,wholesale gas,1,0.013868986,0.013868986
SH,2010,mining energy use,gas,gas,wholesale gas,1,0.004608579,0.004608579
SN,2010,mining energy use,gas,gas,wholesale gas,1,0.007618548,0.007618548
SX,2010,mining energy use,gas,gas,wholesale gas,1,0.00332904,0.00332904
TJ,2010,mining energy use,gas,gas,wholesale gas,1,0.005327002,0.005327002
XJ,2010,mining energy use,gas,gas,wholesale gas,1,0.003030924,0.003030924
XZ,2010,mining energy use,gas,gas,wholesale gas,1,0,0
YN,2010,mining energy use,gas,gas,wholesale gas,1,0.001048901,0.001048901
ZJ,2010,mining energy use,gas,gas,wholesale gas,1,0,0
AH,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
BJ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
CQ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
FJ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GD,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GS,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GX,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
GZ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HA,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HB,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HE,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HI,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HL,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
HN,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JL,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JS,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
JX,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
LN,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NM,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
NX,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
QH,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SC,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SD,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SH,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SN,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SX,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
TJ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
XJ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
XZ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
YN,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
ZJ,2010,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
AH,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.003665374,0.003665374
BJ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.006249481,0.006249481
CQ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.001671381,0.001671381
FJ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.008406865,0.008406865
GD,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.012772984,0.012772984
GS,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.001927043,0.001927043
GX,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.001159125,0.001159125
GZ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.000799393,0.000799393
HA,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.002914444,0.002914444
HB,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.012947857,0.012947857
HE,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.006382642,0.006382642
HI,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.000337574,0.000337574
HL,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.00411482,0.00411482
HN,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.004904269,0.004904269
JL,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.002380978,0.002380978
JS,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.029902261,0.029902261
JX,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.002462695,0.002462695
LN,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.01380872,0.01380872
NM,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.001174941,0.001174941
NX,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.000222535,0.000222535
QH,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.000146275,0.000146275
SC,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.007690937,0.007690937
SD,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.006761104,0.006761104
SH,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.005270453,0.005270453
SN,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.001927926,0.001927926
SX,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.001156788,0.001156788
TJ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.006092053,0.006092053
XJ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.00179862,0.00179862
XZ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.000371895,0.000371895
YN,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0.001314809,0.001314809
ZJ,2010,mining energy use,liquid,liquid,refined liquids industrial,1,0,0
AH,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
BJ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
CQ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
FJ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
GD,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
GS,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
GX,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
GZ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
HA,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
HB,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
HE,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
HI,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
HL,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.0395,0,0
HN,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
JL,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
JS,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
JX,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
LN,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.0395,0,0
NM,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
NX,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
QH,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SC,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SD,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SH,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SN,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SX,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
TJ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
XJ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
XZ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
YN,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
ZJ,2010,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
AH,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
BJ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
CQ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
FJ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
GD,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
GS,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
GX,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
GZ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
HA,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
HB,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
HE,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002731614,0,0
HI,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
HL,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
HN,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
JL,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
JS,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
JX,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
LN,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
NM,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
NX,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002806348,0,0
QH,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
SC,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
SD,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.00283,0,0
SH,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
SN,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
SX,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002494495,0,0
TJ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.000413389,0,0
XJ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
XZ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
YN,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
ZJ,2010,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.002832425,0,0
AH,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,17.81,11.83395933
BJ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,3.1,2.059813247
CQ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.663979618,3.57,2.370407236
FJ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,10.67,7.089744304
GD,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,9.1,6.046548563
GS,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,6.17,4.099692817
GX,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,11.62,7.720977395
GZ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.663979618,2.77,1.839223542
HA,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,18.97,12.60472816
HB,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,24.91,16.55159612
HE,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,143.25,95.18330567
HI,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,0,0
HL,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,5.02,3.335568548
HN,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,15.76,10.47182476
JL,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,9.07,6.026614886
JS,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,49.81,33.09654768
JX,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,18.53,12.31236757
LN,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,48.28,32.07993018
NM,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,12.2,8.106361809
NX,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,0,0
QH,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,0.63,0.418607208
SC,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,10.58,7.029943274
SD,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,52.31,34.7576874
SH,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,17.19,11.42199668
SN,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,5.57,3.701019285
SX,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,29.21,19.40875643
TJ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,19.81,13.1628711
XJ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,7.75,5.149533117
XZ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,0,0
YN,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,12.19,8.09971725
ZJ,2010,iron and steel,BLASTFUR,BLASTFUR,coke,0.664455886,10.11,6.717649007
AH,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,17.81,0.128282723
BJ,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,3.1,0.022328829
CQ,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,3.57,0.025714167
FJ,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,10.67,0.076854388
GD,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,9.1,0.065545917
GS,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,6.17,0.044441572
GX,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,11.62,0.083697094
GZ,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,2.77,0.019951889
HA,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,18.97,0.136638027
HB,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,24.91,0.179422944
HE,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,143.25,1.031807976
HI,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.005794979,0,0
HL,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,5.02,0.036158297
HN,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,15.76,0.113516884
JL,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,9.07,0.065329831
JS,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.007202848,49.81,0.358773859
JX,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.0072,18.53,0.133416
LN,2010,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.0072,48.28,0.347616
