# File: A44.CalPrice_service_gcamchina.csv
# Title: Prices by service in the base years. Used to calibrate satiation impedance
# Units: 1975$/unit
# Source: GCAM-China v6.0 output
# Column types: ccnnnn
# ----------
region,sector,1990,2005,2010,2015
JX,comm lighting,879.278,862.823,863.399,864.793
JX,resid_rural lighting modern,886.137,869.682,870.224,871.584
JX,resid_urban lighting modern,886.137,869.682,870.224,871.584
JL,comm lighting,843.943,845.562,821.933,831.938
JL,resid_rural lighting modern,850.802,852.421,828.758,838.729
JL,resid_urban lighting modern,850.802,852.421,828.758,838.729
LN,comm lighting,843.943,845.562,821.933,831.938
LN,resid_rural lighting modern,850.802,852.421,828.758,838.729
LN,resid_urban lighting modern,850.802,852.421,828.758,838.729
NX,comm lighting,877.295,849.425,833.594,841.034
NX,resid_rural lighting modern,884.154,856.284,840.419,847.825
NX,resid_urban lighting modern,884.154,856.284,840.419,847.825
QH,comm lighting,877.295,849.425,833.594,841.034
QH,resid_rural lighting modern,884.154,856.284,840.419,847.825
QH,resid_urban lighting modern,884.154,856.284,840.419,847.825
SN,comm lighting,877.295,849.425,833.594,841.034
SN,resid_rural lighting modern,884.154,856.284,840.419,847.825
SN,resid_urban lighting modern,884.154,856.284,840.419,847.825
SD,comm lighting,866.838,852.813,838.957,804.857
SD,resid_rural lighting modern,873.697,859.672,845.782,811.648
SD,resid_urban lighting modern,873.697,859.672,845.782,811.648
SH,comm lighting,869.12,860.325,868.859,843.054
SH,resid_rural lighting modern,875.979,867.184,875.684,849.845
SH,resid_urban lighting modern,875.979,867.184,875.684,849.845
SX,comm lighting,866.838,852.813,838.957,804.857
SX,resid_rural lighting modern,873.697,859.672,845.782,811.648
SX,resid_urban lighting modern,873.697,859.672,845.782,811.648
SC,comm lighting,879.278,862.823,863.399,864.793
SC,resid_rural lighting modern,886.137,869.682,870.224,871.584
SC,resid_urban lighting modern,886.137,869.682,870.224,871.584
TJ,comm lighting,866.838,852.813,838.957,804.857
TJ,resid_rural lighting modern,873.697,859.672,845.782,811.648
TJ,resid_urban lighting modern,873.697,859.672,845.782,811.648
XZ,comm lighting,877.295,849.425,833.594,841.034
XZ,resid_rural lighting modern,884.154,856.284,840.419,847.825
XZ,resid_urban lighting modern,884.154,856.284,840.419,847.825
XJ,comm lighting,877.295,849.425,833.594,841.034
XJ,resid_rural lighting modern,884.154,856.284,840.419,847.825
XJ,resid_urban lighting modern,884.154,856.284,840.419,847.825
YN,comm lighting,881.11,884.995,852.509,876.72
YN,resid_rural lighting modern,887.969,891.854,859.334,883.511
YN,resid_urban lighting modern,887.969,891.854,859.334,883.511
ZJ,comm lighting,869.12,860.325,868.859,843.054
ZJ,resid_rural lighting modern,875.979,867.184,875.684,849.845
ZJ,resid_urban lighting modern,875.979,867.184,875.684,849.845
