# File: urban_pop_share_province.csv
# Title: Urban population fraction in China provinces
# Units: NA
# Description: Urban population fraction in China provinces
# Source: China Statistical Yearbook 2018 Table 2-7, https://springernature.figshare.com/articles/dataset/Projected_provincial_urbanization_rate_for_China/9229841?backTo=%2Fcollections%2FProvincial_and_gridded_population_projection_for_China_under_shared_socioeconomic_pathways_from_2010_to_2100%2F4605713&file=16809551
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
province.name,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Zhejiang,0.13,0.130546283,0.131094861,0.131645744,0.132198943,0.132754466,0.133312323,0.133872525,0.13443508,0.135,0.146796551,0.159623906,0.173572139,0.188739195,0.205231577,0.223165093,0.242665673,0.26387025,0.286927723,0.312,0.326206064,0.341058963,0.356588148,0.372824411,0.389799949,0.407548421,0.42610502,0.445506544,0.465791463,0.487,0.509,0.519,0.53,0.54,0.5602,0.565,0.572,0.576,0.568476922,0.6162,0.623,0.632,0.64,0.6487,0.658,0.669487041,0.678408877,0.686997114,0.695253554,0.703181163,0.710783966,0.718066935,0.725035887,0.731697373,0.73805858,0.744127233,0.749911504,0.755419922,0.760661298,0.765644646,0.770379117,0.774873937,0.779138353,0.783181579,0.787012756,0.790640914,0.794074936,0.797323529,0.800395206,0.803298258,0.806040743,0.808630475,0.811075008,0.813381634,0.815557378,0.817608994,0.819542968,0.821365513,0.82308258,0.824699854,0.826222765,0.82765649,0.82900596,0.830275869,0.83147068,0.832594631,0.833651746,0.834645841,0.835580533,0.836459249,0.837285231,0.838061547,0.838791099,0.839476628,0.840120725,0.840725834,0.841294264,0.841828193,0.842329674,0.842800644,0.843242927,0.843658244,0.844048214,0.844414362,0.844758125,0.845080855,0.845383824,0.845668229,0.845935195,0.846185783,0.846420988,0.846641746,0.846848939,0.847043392,0.847225886,0.84739715,0.847557871,0.847708695,0.847850227,0.847983038,0.848107662,0.848224603,0.848334331,0.848437289,0.848533895,0.848624538,0.848709586,0.848789382,0.848864251,0.848934495
Anhui,0.1149,0.1153,0.1161,0.1175,0.1193,0.1218,0.124,0.1262,0.1297,0.1333,0.1378,0.1426,0.1472,0.1533,0.1595,0.1656,0.1717,0.1748,0.178,0.1794,0.1796,0.182,0.1848,0.1878,0.1909,0.2171,0.2202,0.2233,0.26,0.28,0.293,0.307,0.32,0.335,0.355,0.371,0.387,0.405,0.421,0.4301,0.448,0.465,0.4786,0.4915,0.505,0.511081484,0.523234543,0.535029435,0.546449495,0.557481178,0.568113988,0.578340375,0.588155589,0.597557514,0.606546475,0.615125027,0.623297741,0.631070979,0.638452671,0.645452099,0.652079685,0.658346789,0.664265523,0.669848573,0.675109043,0.680060308,0.684715885,0.689089317,0.693194077,0.697043475,0.700650593,0.704028218,0.707188793,0.710144378,0.712906619,0.715486724,0.717895447,0.720143077,0.722239436,0.724193876,0.726015287,0.727712098,0.729292291,0.730763412,0.732132581,0.733406512,0.734591525,0.735693561,0.736718204,0.73767069,0.738555931,0.739378527,0.740142785,0.740852731,0.741512131,0.742124502,0.742693129,0.743221074,0.743711196,0.744166161,0.74458845,0.744980378,0.745344098,0.745681615,0.745994797,0.746285379,0.746554977,0.746805091,0.747037119,0.747252358,0.747452014,0.747637208,0.747808982,0.747968301,0.748116065,0.748253107,0.748380202,0.748498068,0.748607374,0.748708739,0.748802737,0.748889903,0.748970732,0.749045683,0.749115182,0.749179626,0.74923938,0.749294787,0.749346161,0.749393795
Fujian,0.206125324,0.206399402,0.206673844,0.206948652,0.207223824,0.207499363,0.207775268,0.20805154,0.208328179,0.208605186,0.208882561,0.209160305,0.209438419,0.209716804,0.209995461,0.21027439,0.21055359,0.210833062,0.211112806,0.211392822,0.228408953,0.246366892,0.265251351,0.28503586,0.305682114,0.327139579,0.349345408,0.372224705,0.395691163,0.419648094,0.425,0.4457588,0.450974771,0.459982911,0.472984441,0.480044969,0.4870148,0.498890122,0.508456083,0.571,0.581,0.596,0.6077,0.618,0.626,0.635209484,0.645891909,0.65620514,0.666145596,0.675711594,0.684903226,0.693722221,0.702171809,0.710256574,0.717982313,0.725355889,0.732385094,0.73907851,0.745445386,0.751495514,0.75723911,0.76268672,0.767849113,0.772737201,0.777361955,0.781734338,0.785865244,0.78976544,0.793445525,0.796915883,0.800186659,0.803267724,0.806168658,0.808898728,0.811466881,0.813881733,0.816151559,0.818284298,0.820287549,0.822168573,0.823934297,0.825591324,0.827145933,0.828604094,0.829971473,0.831253441,0.832455089,0.833581233,0.834636428,0.835624978,0.836550946,0.837418165,0.838230252,0.838990611,0.839702453,0.840368797,0.840992486,0.841576191,0.842122424,0.842633548,0.84311178,0.843559202,0.84397777,0.844369318,0.844735567,0.845078132,0.845398528,0.845698173,0.845978398,0.84624045,0.846485497,0.846714635,0.846928887,0.847129215,0.847316516,0.847491633,0.847655355,0.847808418,0.847951512,0.848085285,0.848210341,0.848327244,0.848436526,0.84853868,0.848634171,0.848723431,0.848806866,0.848884855,0.848957752,0.84902589
Jiangxi,0.126432579,0.13161636,0.137012677,0.142630245,0.148478136,0.154565792,0.160903044,0.167500126,0.17436769,0.187937604,0.19063574,0.194500005,0.195599987,0.196699986,0.19780001,0.1989,0.199999994,0.201100003,0.202199999,0.203499998,0.210839987,0.218180009,0.225520012,0.232859992,0.238499992,0.245839989,0.253180064,0.260520011,0.267859995,0.276899993,0.304099994,0.322000002,0.340199996,0.355799993,0.371000003,0.386800004,0.398000006,0.413599993,0.431843801,0.4406,0.457,0.4751,0.4887,0.5022,0.5162,0.521662859,0.533761842,0.545471086,0.556775807,0.567664558,0.578129112,0.588164306,0.597767853,0.606940127,0.615683931,0.624004257,0.631908031,0.639403873,0.646501848,0.653213236,0.659550309,0.665526122,0.671154323,0.676448978,0.681424415,0.686095079,0.690475414,0.694579753,0.69842223,0.7020167,0.705376674,0.708515274,0.711445185,0.71417863,0.716727343,0.719102559,0.721315003,0.723374888,0.725291919,0.727075296,0.728733727,0.730275437,0.731708186,0.733039281,0.734275593,0.735423579,0.736489296,0.737478423,0.738396277,0.739247831,0.740037736,0.740770335,0.741449683,0.742079562,0.7426635,0.74320478,0.743706463,0.744171399,0.744602236,0.745001441,0.745371305,0.745713959,0.746031382,0.746325412,0.746597758,0.746850003,0.74708362,0.747299974,0.74750033,0.747685866,0.747857669,0.748016752,0.748164051,0.748300434,0.748426707,0.748543617,0.748651855,0.748752063,0.748844833,0.748930717,0.749010224,0.749083826,0.749151962,0.749215035,0.749273422,0.74932747,0.749377501,0.749423812,0.749466681,0.749506363
Shandong,0.080694275,0.078707167,0.079788017,0.079842932,0.080763162,0.082836033,0.083392027,0.087569832,0.091411976,0.09470943,0.099526707,0.103282626,0.107218403,0.122561215,0.132198102,0.125900206,0.132462923,0.16319141,0.181273683,0.187321937,0.19334427,0.205244755,0.219953596,0.240263492,0.249396621,0.258717274,0.262202043,0.258820877,0.260255548,0.383461154,0.278922872,0.29043996,0.311045235,0.322056095,0.449610727,0.460951767,0.46749226,0.476003398,0.483210137,0.497,0.5095,0.5243,0.5375,0.5501,0.5701,0.552993079,0.560920076,0.568632724,0.576128289,0.583404834,0.590461182,0.59729688,0.603912155,0.610307873,0.616485491,0.622447012,0.62819494,0.633732231,0.63906225,0.644188723,0.649115698,0.653847497,0.658388682,0.662744013,0.666918414,0.670916939,0.674744739,0.678407035,0.681909091,0.685256188,0.688453605,0.691506593,0.694420366,0.697200075,0.699850802,0.702377544,0.704785202,0.707078574,0.709262346,0.711341086,0.713319238,0.715201122,0.716990925,0.718692702,0.720310378,0.721847742,0.723308448,0.724696022,0.726013853,0.727265205,0.728453212,0.729580883,0.730651103,0.73166664,0.732630143,0.733544149,0.734411082,0.735233263,0.736012907,0.736752129,0.737452949,0.738117294,0.738746999,0.739343816,0.739909412,0.740445376,0.740953221,0.741434384,0.741890237,0.742322081,0.742731155,0.743118635,0.743485641,0.743833236,0.74416243,0.744474181,0.7447694,0.745048952,0.745313657,0.745564294,0.745801602,0.746026282,0.746238999,0.746440383,0.746631032,0.746811514,0.746982367,0.747144099,0.747297195,0.747442111
Henan,0.123002421,0.124842371,0.126745435,0.128629457,0.130659959,0.132516054,0.13439701,0.1363,0.1382,0.1401,0.142,0.1442,0.1456,0.147,0.1484,0.1498,0.1512,0.1526,0.154,0.1552,0.1585,0.1618,0.1651,0.1684,0.1719,0.1839,0.1959,0.2079,0.2199,0.232,0.2443,0.25798398,0.272059584,0.289080992,0.306511057,0.324745418,0.343398521,0.360254083,0.377042268,0.385,0.4057,0.4243,0.438,0.452,0.4685,0.472573985,0.485885533,0.498897746,0.511583448,0.52391869,0.535882842,0.54745862,0.558632063,0.56939246,0.579732227,0.589646749,0.599134194,0.608195302,0.616833153,0.625052936,0.632861699,0.640268117,0.647282249,0.653915317,0.660179488,0.666087676,0.671653357,0.676890401,0.681812916,0.686435119,0.690771215,0.694835293,0.698641242,0.702202672,0.705532856,0.708644681,0.711550607,0.71426264,0.716792306,0.719150644,0.721348192,0.72339499,0.725300577,0.727074002,0.72872383,0.730258155,0.731684613,0.7330104,0.734242284,0.735386628,0.736449401,0.737436204,0.738352281,0.739202541,0.739991575,0.740723673,0.741402842,0.74203282,0.742617095,0.743158916,0.743661314,0.744127108,0.744558923,0.744959204,0.745330222,0.745674091,0.745992775,0.746288098,0.746561757,0.746815326,0.747050269,0.747267943,0.747469608,0.747656434,0.747829506,0.747989831,0.748138343,0.748275909,0.74840333,0.748521353,0.748630668,0.748731915,0.748825688,0.748912537,0.748992971,0.749067463,0.749136451,0.749200341,0.749259508,0.749314302
Hubei,0.13832452,0.137171878,0.134910342,0.138169468,0.142059594,0.14803994,0.15034685,0.150872913,0.161440863,0.167893776,0.172054806,0.176791115,0.18073393,0.179942043,0.227237237,0.235196114,0.251668369,0.268082176,0.283593499,0.285241272,0.25997355,0.293498929,0.306299837,0.280500664,0.312000721,0.337400195,0.312399959,0.319000615,0.335156609,0.404731544,0.408006363,0.41399859,0.42,0.495974663,0.431996497,0.437994028,0.443007545,0.452004903,0.459965035,0.497,0.5183,0.535,0.5451,0.5567,0.5685,0.547864914,0.555577343,0.563095895,0.570417677,0.577540481,0.584462758,0.59118359,0.597702658,0.604020209,0.610137021,0.616054364,0.62177397,0.627297987,0.632628951,0.637769741,0.642723549,0.647493841,0.652084327,0.656498926,0.660741733,0.664816995,0.668729079,0.672482446,0.676081631,0.679531216,0.682835809,0.686000031,0.689028491,0.691925777,0.694696439,0.697344974,0.69987582,0.702293344,0.704601833,0.706805486,0.70890841,0.710914616,0.712828008,0.71465239,0.716391453,0.718048782,0.719627848,0.721132012,0.722564524,0.72392852,0.725227028,0.726462966,0.727639143,0.728758264,0.729822927,0.730835632,0.731798776,0.73271466,0.73358549,0.734413382,0.73520036,0.735948363,0.736659247,0.737334785,0.737976675,0.738586536,0.739165917,0.739716296,0.740239086,0.740735631,0.741207216,0.741655067,0.742080351,0.74248418,0.742867616,0.743231669,0.7435773,0.743905425,0.744216918,0.744512608,0.744793285,0.745059701,0.74531257,0.745552574,0.745780359,0.74599654,0.746201701,0.7463964,0.746581165,0.746756497
Hunan,0.102399381,0.104189714,0.105303974,0.106581294,0.106548115,0.107718107,0.109786515,0.114957481,0.122457185,0.12706994,0.129610731,0.142100687,0.144200035,0.154200801,0.162899356,0.169100361,0.17349951,0.176500419,0.174478933,0.175499804,0.186149622,0.196163524,0.193088552,0.215238839,0.242645494,0.249992222,0.251972158,0.258997232,0.263931415,0.297500019,0.307999727,0.32,0.3350003,0.354999477,0.370000446,0.387099777,0.404500639,0.421499737,0.431938807,0.433,0.451,0.4665,0.4796,0.4928,0.5089,0.513974671,0.525339905,0.536385323,0.547097436,0.557465189,0.567479916,0.577135257,0.586427056,0.595353234,0.603913653,0.612109964,0.619945446,0.627424844,0.634554204,0.641340711,0.64779253,0.653918653,0.659728756,0.665233063,0.670442217,0.675367168,0.680019068,0.684409173,0.688548762,0.69244906,0.696121178,0.699576053,0.702824405,0.705876694,0.70874309,0.71143345,0.713957293,0.716323791,0.718541755,0.720619633,0.722565503,0.724387078,0.726091707,0.727686382,0.729177743,0.730572088,0.731875383,0.733093271,0.734231086,0.735293863,0.73628635,0.73721302,0.738078087,0.738885513,0.739639022,0.740342115,0.740998076,0.74160999,0.742180747,0.742713059,0.743209463,0.74367234,0.744103915,0.744506272,0.74488136,0.745231003,0.745556905,0.74586066,0.746143755,0.746407583,0.746653441,0.746882544,0.747096023,0.747294937,0.747480271,0.747652948,0.747813826,0.747963706,0.748103337,0.748233416,0.748354593,0.748467475,0.748572628,0.748670579,0.748761819,0.748846806,0.748925969,0.748999705,0.749068385,0.749132354
Guangdong,0.157798426,0.157446528,0.157095269,0.156744647,0.156394663,0.158428445,0.160483642,0.162560351,0.168983562,0.174018253,0.177069597,0.179385521,0.18219958,0.196777959,0.211806372,0.21853917,0.224603277,0.230510888,0.236141863,0.259303849,0.283893332,0.3098392,0.337040285,0.365365187,0.394653472,0.424718332,0.455350707,0.486324715,0.517404119,0.548349451,0.560201378,0.571985055,0.583687637,0.595296642,0.6068,0.63,0.631358874,0.633699707,0.603158934,0.6618,0.665,0.674,0.6776,0.68,0.6871,0.692550894,0.698708929,0.704676655,0.710455995,0.716049187,0.721458754,0.72668748,0.731738379,0.736614673,0.741319765,0.745857216,0.750230722,0.754444092,0.758501227,0.762406104,0.766162752,0.769775242,0.773247666,0.776584125,0.779788716,0.782865519,0.785818588,0.788651939,0.791369541,0.79397531,0.796473102,0.798866705,0.801159835,0.803356131,0.805459153,0.807472375,0.809399188,0.811242893,0.8130067,0.814693732,0.816307016,0.817849493,0.819324008,0.820733317,0.822080087,0.823366893,0.824596224,0.825770481,0.826891981,0.827962956,0.828985557,0.829961853,0.830893838,0.831783427,0.832632462,0.833442713,0.83421588,0.834953595,0.835657423,0.836328867,0.836969368,0.837580307,0.838163007,0.838718736,0.83924871,0.83975409,0.840235991,0.840695477,0.841133569,0.84155124,0.841949425,0.842329015,0.842690862,0.843035781,0.843364552,0.843677919,0.843976592,0.844261251,0.844532544,0.844791092,0.845037485,0.845272288,0.845496041,0.845709258,0.845912429,0.846106025,0.846290492,0.846466257,0.846633726,0.846793289
Guangxi,0.09489303,0.096535486,0.096826955,0.096166134,0.098406748,0.099785736,0.102132773,0.106114051,0.107492795,0.109666478,0.111818433,0.122421281,0.121885883,0.376773516,0.382907307,0.381652306,0.380727092,0.418297456,0.452289157,0.462046205,0.48043782,0.504702914,0.561025408,0.612345679,0.663927143,0.712934448,0.72951177,0.74058849,0.755045084,0.75677392,0.769020597,0.791484033,0.290508544,0.317038249,0.336243655,0.346301149,0.362416107,0.381644518,0.392092257,0.4,0.418,0.4353,0.4481,0.4601,0.4706,0.471038652,0.481610041,0.492000245,0.502195177,0.512181981,0.521949076,0.531486175,0.540784302,0.549835786,0.558634242,0.567174549,0.575452805,0.583466285,0.59121338,0.598693542,0.605907209,0.61285574,0.61954134,0.625966987,0.632136353,0.638053736,0.64372398,0.649152413,0.654344771,0.659307139,0.664045888,0.668567617,0.6728791,0.676987238,0.680899014,0.68462145,0.688161572,0.691526375,0.694722797,0.697757688,0.700637794,0.703369732,0.705959974,0.70841484,0.710740477,0.712942857,0.715027767,0.717000805,0.718867377,0.720632691,0.722301764,0.723879415,0.725370269,0.726778761,0.728109137,0.729365458,0.730551604,0.73167128,0.732728018,0.733725186,0.734665988,0.735553476,0.736390551,0.737179968,0.737924346,0.738626169,0.739287795,0.73991146,0.740499282,0.741053267,0.741575317,0.742067231,0.742530712,0.74296737,0.743378729,0.743766227,0.744131227,0.744475015,0.744798804,0.745103743,0.745390914,0.74566134,0.745915987,0.746155765,0.746381533,0.746594103,0.746794239,0.746982662,0.747160053,0.747327051
Hainan,0.078635864,0.082295117,0.086154039,0.076798491,0.077472727,0.07710581,0.079401968,0.082297285,0.085174903,0.089316417,0.091998502,0.076043964,0.096011435,0.101508544,0.118742783,0.121526344,0.165767055,0.169899122,0.176004634,0.181702317,0.184671202,0.188509206,0.203452727,0.203662188,0.208493494,0.226398712,0.235259206,0.238766688,0.239649628,0.243777433,0.248070175,0.256788507,0.258943372,0.441998948,0.452,0.460999186,0.471995077,0.480004215,0.490740741,0.498,0.505,0.516,0.5274,0.5376,0.5512,0.557267023,0.565544719,0.573579447,0.581368546,0.588910333,0.596204053,0.603249826,0.610048583,0.616602015,0.622912501,0.628983054,0.634817256,0.640419193,0.645793403,0.65094481,0.655878675,0.660600539,0.665116175,0.669431541,0.673552736,0.677485961,0.681237479,0.684813588,0.688220581,0.691464727,0.694552242,0.697489269,0.700281861,0.70293596,0.705457388,0.707851831,0.710124833,0.712281787,0.714327927,0.716268324,0.718107885,0.719851347,0.721503281,0.723068088,0.724549998,0.72595308,0.727281234,0.7285382,0.72972756,0.730852741,0.731917019,0.732923522,0.733875237,0.734775013,0.735625564,0.736429476,0.737189211,0.737907111,0.738585404,0.739226207,0.739831531,0.740403286,0.740943287,0.741453252,0.741934815,0.742389523,0.742818844,0.743224166,0.743606808,0.743968017,0.744308974,0.744630798,0.744934547,0.745221222,0.745491771,0.74574709,0.745988028,0.746215385,0.74642992,0.746632348,0.746823347,0.747003557,0.747173583,0.747333995,0.747485334,0.747628109,0.747762802,0.747889868,0.748009736,0.748122812
Chongqing,0.12,0.124396112,0.128953271,0.133677379,0.138574552,0.143651128,0.148913682,0.154369025,0.16002422,0.165886589,0.171963722,0.178263487,0.184794038,0.191563831,0.198581631,0.205856523,0.213397925,0.221215601,0.229319671,0.237720628,0.246429348,0.255457106,0.264815589,0.274516912,0.284573637,0.294998783,0.309999443,0.325998432,0.34300108,0.355894721,0.373998395,0.399001005,0.419004777,0.435116635,0.452448177,0.466983618,0.483433949,0.499855583,0.515914655,0.5302,0.5502,0.5698,0.5834,0.596,0.609,0.634687371,0.649268242,0.66315239,0.676333074,0.688809964,0.700588491,0.711679169,0.722096894,0.731860248,0.740990835,0.749512643,0.757451465,0.764834361,0.77168919,0.778044193,0.783927637,0.789367511,0.79439128,0.79902568,0.803296557,0.807228755,0.810846018,0.814170939,0.817224923,0.820028176,0.822599706,0.82495734,0.827117758,0.829096519,0.830908115,0.832566011,0.834082697,0.835469741,0.836737838,0.837896868,0.838955943,0.839923459,0.840807144,0.841614107,0.842350877,0.843023453,0.843637336,0.844197575,0.844708793,0.845175228,0.84560076,0.845988939,0.846343014,0.846665957,0.846960483,0.847229076,0.847474006,0.847697344,0.847900984,0.848086656,0.848255938,0.84841027,0.848550969,0.848679235,0.848796163,0.848902753,0.848999916,0.849088485,0.849169217,0.849242805,0.849309881,0.849371019,0.849426744,0.849477536,0.849523829,0.849566023,0.84960448,0.84963953,0.849671476,0.849700591,0.849727127,0.849751312,0.849773354,0.849793443,0.849811751,0.849828437,0.849843644,0.849857504,0.849870135,0.849881647
Sichuan,0.093135316,0.09700373,0.10103282,0.105229259,0.1096,0.114152281,0.118893643,0.12383194,0.12897535,0.134332395,0.139911946,0.145723246,0.151775921,0.158079997,0.164645915,0.171484551,0.178607232,0.186025757,0.193752414,0.2018,0.207521885,0.213406009,0.219456973,0.225679508,0.232078478,0.238658886,0.245425876,0.252384739,0.259540916,0.2669,0.278472895,0.290547595,0.303145859,0.316290389,0.330004871,0.34300404,0.355973914,0.374047678,0.387049481,0.401799938,0.4183,0.4353,0.449,0.463,0.4769,0.476316575,0.487954865,0.499358669,0.51050977,0.52139188,0.53199068,0.542293848,0.552291048,0.561973905,0.571335949,0.58037255,0.589080823,0.597459536,0.605508995,0.613230925,0.62062835,0.627705462,0.634467498,0.640920613,0.647071761,0.652928573,0.658499246,0.663792443,0.668817185,0.673582769,0.678098678,0.682374511,0.686419909,0.690244501,0.693857846,0.697269388,0.700488416,0.703524032,0.706385119,0.70908032,0.711618019,0.714006328,0.716253072,0.718365787,0.720351711,0.722217785,0.723970652,0.725616658,0.727161861,0.728612028,0.729972649,0.73124894,0.732445853,0.733568081,0.734620072,0.735606035,0.73652995,0.737395577,0.738206467,0.738965969,0.739677244,0.740343268,0.740966845,0.741550614,0.74209706,0.742608518,0.743087183,0.743535121,0.743954269,0.744346449,0.744713369,0.745056634,0.745377748,0.745678125,0.745959087,0.746221877,0.746467658,0.746697521,0.746912487,0.747113515,0.747301501,0.747477286,0.747641656,0.747795348,0.747939052,0.748073412,0.748199035,0.748316484,0.748426291,0.748528949
Guizhou,0.120309872,0.121164251,0.12196741,0.120231711,0.117864833,0.116606257,0.119679259,0.120596337,0.190707399,0.195622814,0.186930005,0.188553184,0.189890607,0.291331412,0.297148894,0.300592228,0.326412982,0.304172649,0.315439924,0.331648064,0.373640497,0.671251666,0.682056743,0.685592512,0.686637705,0.691152357,0.694365482,0.694378828,0.684571139,0.238699903,0.239599211,0.24290904,0.247701348,0.262799395,0.268699928,0.274599567,0.282399877,0.291099394,0.320893412,0.3381,0.3496,0.3641,0.3783,0.4001,0.4201,0.392904672,0.402427518,0.411914931,0.421354864,0.430735511,0.440045367,0.449273283,0.458408515,0.467440773,0.476360261,0.485157715,0.493824436,0.502352314,0.510733854,0.518962187,0.527031085,0.534934962,0.542668882,0.550228546,0.557610292,0.564811079,0.57182847,0.578660616,0.585306232,0.591764574,0.598035411,0.604118999,0.61001605,0.615727703,0.621255494,0.626601321,0.631767419,0.636756325,0.64157085,0.64621405,0.650689194,0.654999743,0.659149317,0.663141674,0.666980687,0.67067032,0.674214606,0.677617631,0.680883513,0.684016388,0.687020393,0.689899652,0.692658266,0.695300298,0.697829767,0.700250636,0.702566804,0.704782102,0.706900284,0.708925026,0.710859916,0.712708455,0.714474052,0.716160025,0.717769596,0.71930589,0.720771936,0.722170669,0.723504925,0.724777445,0.725990877,0.727147771,0.728250591,0.729301704,0.730303393,0.731257851,0.732167187,0.733033428,0.733858518,0.734644324,0.735392637,0.736105172,0.736783576,0.737429422,0.73804422,0.738629414,0.739186384,0.739716451,0.740220879,0.740700875
Yunnan,0.114714833,0.117232238,0.117933372,0.11566636,0.116461937,0.116286948,0.116263692,0.12154412,0.123871137,0.124601767,0.129249062,0.131887545,0.141707698,0.207200261,0.264649952,0.289511494,0.281890209,0.396800223,0.417900219,0.404787434,0.411200127,0.419694123,0.42829198,0.452401503,0.456511931,0.459581838,0.47320469,0.470992809,0.474978533,0.233588002,0.248635537,0.260090928,0.265997806,0.281006523,0.29500719,0.304996654,0.315994683,0.330002201,0.339969372,0.347,0.368,0.3931,0.4048,0.4173,0.4333,0.434219169,0.446406761,0.458439812,0.470294761,0.481949526,0.493383644,0.504578392,0.515516874,0.526184079,0.53656692,0.54665424,0.556436795,0.565907218,0.575059961,0.583891218,0.592398839,0.600582228,0.608442236,0.615981039,0.623202024,0.630109666,0.636709405,0.64300753,0.649011059,0.654727633,0.660165406,0.665332948,0.670239152,0.674893149,0.679304232,0.683481782,0.687435209,0.691173893,0.694707133,0.698044111,0.701193848,0.704165175,0.706966709,0.709606829,0.712093661,0.714435063,0.716638616,0.71871162,0.720661085,0.722493735,0.724216004,0.725834043,0.727353719,0.728780624,0.730120079,0.731377143,0.732556619,0.733663061,0.734700786,0.735673882,0.736586216,0.73744144,0.738243009,0.738994179,0.739698026,0.740357448,0.740975175,0.741553781,0.742095687,0.742603171,0.743078376,0.743523319,0.743939892,0.744329877,0.744694943,0.745036662,0.745356507,0.745655861,0.745936021,0.746198206,0.746443556,0.746673143,0.746887971,0.747088981,0.747277055,0.747453019,0.747617648,0.747771668,0.747915758,0.748050555
Tibet,0.078905198,0.085760924,0.098514608,0.102456056,0.104369937,0.110614849,0.111319895,0.113112553,0.120367836,0.128292314,0.09840826,0.094848085,0.09718339,0.101993085,0.102917586,0.101684034,0.126713152,0.131129009,0.16715298,0.159964134,0.163487984,0.164291739,0.165326809,0.165876369,0.168771186,0.168825742,0.171871138,0.17873589,0.26994187,0.316482904,0.320457233,0.327552459,0.37973072,0.379716086,0.376677257,0.375381637,0.382872181,0.387315117,0.229831081,0.226708317,0.2271,0.2275,0.2371,0.2575,0.2774,0.262073751,0.267428759,0.272832004,0.278281463,0.283775037,0.289310547,0.29488574,0.300498291,0.306145808,0.311825833,0.31753585,0.323273285,0.329035513,0.334819862,0.340623619,0.34644403,0.352278314,0.358123659,0.363977233,0.369836188,0.375697666,0.381558803,0.387416736,0.393268609,0.399111577,0.404942812,0.410759511,0.416558896,0.422338224,0.428094791,0.433825936,0.439529045,0.445201558,0.450840972,0.456444845,0.4620108,0.467536529,0.473019797,0.478458443,0.483850385,0.489193623,0.494486237,0.499726396,0.504912353,0.51004245,0.515115119,0.520128883,0.525082355,0.529974239,0.534803331,0.539568518,0.544268779,0.548903182,0.553470885,0.557971133,0.562403261,0.566766685,0.571060909,0.575285518,0.579440177,0.583524629,0.587538693,0.591482263,0.595355302,0.599157845,0.602889991,0.606551905,0.61014381,0.61366599,0.617118785,0.620502588,0.623817841,0.627065037,0.63024471,0.63335744,0.636403845,0.639384582,0.642300341,0.645151846,0.64793985,0.650665132,0.6533285,0.655930782,0.658472827,0.660955504
Shaanxi,0.159602183,0.162109164,0.164655524,0.167241882,0.169868865,0.172537112,0.175247271,0.178,0.180795968,0.183635855,0.186520349,0.189450153,0.192425976,0.195448543,0.198518588,0.201636856,0.204804105,0.208021103,0.211288634,0.21460749,0.223536183,0.232836353,0.242523455,0.252613585,0.263123514,0.274070705,0.285473352,0.297350403,0.309721596,0.32260749,0.336162059,0.346258875,0.355392157,0.363488183,0.372357724,0.391186807,0.406148867,0.420925229,0.434934263,0.4576,0.473,0.500206747,0.513106747,0.5257,0.5392,0.530614946,0.541521183,0.552087466,0.56230384,0.572162715,0.581658777,0.59078887,0.599551866,0.607948516,0.615981293,0.623654231,0.630972759,0.637943534,0.644574279,0.650873628,0.656850975,0.662516333,0.667880199,0.672953438,0.677747167,0.682272653,0.68654123,0.690564213,0.694352829,0.697918161,0.701271093,0.704422265,0.707382044,0.710160487,0.712767326,0.715211946,0.717503376,0.719650278,0.721660946,0.723543304,0.725304909,0.726952956,0.728494279,0.729935368,0.731282372,0.732541109,0.733717083,0.734815489,0.73584123,0.736798924,0.737692924,0.738527323,0.739305971,0.740032486,0.740710265,0.741342494,0.741932164,0.742482079,0.742994865,0.743472982,0.743918733,0.744334275,0.744721623,0.745082665,0.745419163,0.745732766,0.746025015,0.746297348,0.746551109,0.746787553,0.747007853,0.747213101,0.747404319,0.74758246,0.747748411,0.747903003,0.748047009,0.748181149,0.748306097,0.74842248,0.748530882,0.748631848,0.748725887,0.748813473,0.748895047,0.74897102,0.749041777,0.749107673,0.749169043,0.749226197
