# File: urban_income_share_province.csv
# Title: Urban income fraction in China provinces
# Units: NA
# Description: Urban population fraction in China provinces
# Source: China Statistical Yearbook
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
Guangxi,0.413790494,0.420573568,0.427356643,0.434139718,0.440922792,0.447705867,0.454488941,0.461272016,0.468055091,0.474838165,0.48162124,0.488404315,0.495187389,0.501970464,0.508753538,0.515536613,0.522319688,0.529102762,0.535885837,0.542668911,0.549451986,0.556235061,0.563018135,0.56980121,0.576584284,0.583367359,0.590150434,0.596933508,0.603716583,0.610499657,0.617282732,0.624065807,0.630848881,0.637631956,0.630940261,0.629110225,0.654980836,0.673217526,0.682784379,0.679913236,0.687922496,0.69768807,0.70522313,0.712097742,0.720286249,0.726272425,0.733804715,0.737296129,0.741036183,0.741180262,0.742693111,0.740833987,0.750062235,0.758944209,0.767826183,0.776708157,0.785590131,0.789627392,0.793664652,0.797701913,0.801739174,0.805776435,0.809813696,0.813850957,0.817888217,0.821925478,0.825962739,0.83
Hainan,0.515037501,0.520357101,0.5256767,0.530996299,0.536315899,0.541635498,0.546955097,0.552274697,0.557594296,0.562913896,0.568233495,0.573553094,0.578872694,0.584192293,0.589511893,0.594831492,0.600151091,0.605470691,0.61079029,0.616109889,0.621429489,0.626749088,0.632068688,0.637388287,0.642707886,0.648027486,0.653347085,0.658666684,0.663986284,0.669305883,0.674625483,0.679945082,0.685264681,0.690584281,0.680305641,0.700505879,0.709997963,0.713170145,0.722956673,0.730983924,0.727946065,0.731290508,0.736128178,0.738264602,0.747298991,0.759101529,0.767539785,0.775484946,0.777098456,0.775680101,0.776622864,0.769792296,0.787112091,0.798544081,0.80997607,0.82140806,0.83284005,0.838036409,0.843232768,0.848429128,0.853625487,0.858821846,0.864018205,0.869214564,0.874410923,0.879607282,0.884803641,0.89
Chongqing,0.512134214,0.518888279,0.525642345,0.53239641,0.539150476,0.545904542,0.552658607,0.559412673,0.566166738,0.572920804,0.579674869,0.586428935,0.593183001,0.599937066,0.606691132,0.613445197,0.620199263,0.626953329,0.633707394,0.64046146,0.647215525,0.653969591,0.660723656,0.667477722,0.674231788,0.680985853,0.687739919,0.694493984,0.70124805,0.708002115,0.714756181,0.721510247,0.728264312,0.735018378,0.737973714,0.765948335,0.755204437,0.760463224,0.77229263,0.770843932,0.774038766,0.784726331,0.791387171,0.797266411,0.805296574,0.815855814,0.825582793,0.834747919,0.843329683,0.847598007,0.850684598,0.852035673,0.857838206,0.868078405,0.878318605,0.888558804,0.898799003,0.903453639,0.908108275,0.912762911,0.917417548,0.922072184,0.92672682,0.931381456,0.936036092,0.940690728,0.945345364,0.95
Sichuan,0.243187629,0.253679207,0.264170786,0.274662364,0.285153942,0.295645521,0.306137099,0.316628677,0.327120256,0.337611834,0.348103413,0.358594991,0.369086569,0.379578148,0.390069726,0.400561305,0.411052883,0.421544461,0.43203604,0.442527618,0.453019196,0.463510775,0.474002353,0.484493932,0.49498551,0.505477088,0.515968667,0.526460245,0.536951823,0.547443402,0.55793498,0.568426559,0.578918137,0.589409715,0.586167443,0.608592385,0.621940932,0.634064244,0.648265722,0.656473145,0.663085047,0.675109903,0.684211632,0.692651587,0.704669826,0.716652334,0.729621657,0.741407491,0.753460607,0.758960397,0.763760092,0.764340334,0.769064357,0.779168318,0.789272278,0.799376238,0.809480199,0.814072908,0.818665617,0.823258326,0.827851035,0.832443745,0.837036454,0.841629163,0.846221872,0.850814582,0.855407291,0.86
Guizhou,0.186462196,0.19846389,0.210465584,0.222467278,0.234468972,0.246470665,0.258472359,0.270474053,0.282475747,0.294477441,0.306479134,0.318480828,0.330482522,0.342484216,0.35448591,0.366487604,0.378489297,0.390490991,0.402492685,0.414494379,0.426496073,0.438497767,0.45049946,0.462501154,0.474502848,0.486504542,0.498506236,0.510507929,0.522509623,0.534511317,0.546513011,0.558514705,0.570516399,0.582518092,0.60230536,0.621153348,0.623785416,0.6161865,0.627465827,0.656022748,0.66307922,0.672691649,0.680172509,0.694835869,0.714792565,0.734469671,0.749791185,0.761385596,0.772411454,0.77871993,0.783977825,0.784368633,0.788847937,0.798975944,0.809103951,0.819231958,0.829359965,0.833963605,0.838567244,0.843170884,0.847774523,0.852378163,0.856981802,0.861585442,0.866189081,0.870792721,0.87539636,0.88
Yunnan,0.377017022,0.38450838,0.391999739,0.399491097,0.406982455,0.414473814,0.421965172,0.42945653,0.436947889,0.444439247,0.451930605,0.459421964,0.466913322,0.47440468,0.481896039,0.489387397,0.496878755,0.504370113,0.511861472,0.51935283,0.526844188,0.534335547,0.541826905,0.549318263,0.556809622,0.56430098,0.571792338,0.579283697,0.586775055,0.594266413,0.601757772,0.60924913,0.616740488,0.624231847,0.638022645,0.643455612,0.647107874,0.654443194,0.662948304,0.656022691,0.667028914,0.682407177,0.690023356,0.695628691,0.706520083,0.718954581,0.730303299,0.737309413,0.74267742,0.745226651,0.75026362,0.748851991,0.756703986,0.768181321,0.779658656,0.791135991,0.802613326,0.807830296,0.813047266,0.818264237,0.823481207,0.828698178,0.833915148,0.839132118,0.844349089,0.849566059,0.85478303,0.86
Tibet,0.258382484,0.265278354,0.272174224,0.279070093,0.285965963,0.292861833,0.299757703,0.306653573,0.313549443,0.320445312,0.327341182,0.334237052,0.341132922,0.348028792,0.354924662,0.361820531,0.368716401,0.375612271,0.382508141,0.389404011,0.396299881,0.40319575,0.41009162,0.41698749,0.42388336,0.43077923,0.4376751,0.444570969,0.451466839,0.458362709,0.465258579,0.472154449,0.479050319,0.485946188,0.5458837,0.498465181,0.525867445,0.529181255,0.529030794,0.520312124,0.497193941,0.488445245,0.495313684,0.514460402,0.555222918,0.584016463,0.596479369,0.602179084,0.604738121,0.611137699,0.613349547,0.614948164,0.625023929,0.638910159,0.652796389,0.666682619,0.680568849,0.686880772,0.693192695,0.699504618,0.705816541,0.712128463,0.718440386,0.724752309,0.731064232,0.737376154,0.743688077,0.75
Shaanxi,0.423695252,0.431892569,0.440089886,0.448287203,0.45648452,0.464681837,0.472879154,0.481076471,0.489273788,0.497471105,0.505668422,0.513865739,0.522063056,0.530260373,0.53845769,0.546655007,0.554852324,0.563049641,0.571246958,0.579444275,0.587641592,0.595838909,0.604036226,0.612233543,0.62043086,0.628628177,0.636825494,0.645022811,0.653220128,0.661417445,0.669614762,0.677812079,0.686009396,0.694206713,0.691250611,0.709898462,0.719243687,0.731048567,0.741017848,0.742986863,0.745276193,0.761302931,0.77043912,0.776112125,0.786157812,0.796569787,0.806072816,0.814591349,0.82255413,0.826723095,0.828503825,0.827712811,0.839050786,0.851378476,0.863706167,0.876033857,0.888361548,0.893965043,0.899568539,0.905172035,0.91077553,0.916379026,0.921982522,0.927586017,0.933189513,0.938793009,0.944396504,0.95
Gansu,0.307672954,0.31729355,0.326914145,0.336534741,0.346155336,0.355775932,0.365396528,0.375017123,0.384637719,0.394258314,0.40387891,0.413499506,0.423120101,0.432740697,0.442361292,0.451981888,0.461602484,0.471223079,0.480843675,0.49046427,0.500084866,0.509705461,0.519326057,0.528946653,0.538567248,0.548187844,0.557808439,0.567429035,0.577049631,0.586670226,0.596290822,0.605911417,0.615532013,0.625152609,0.630652684,0.646989129,0.664758488,0.662366119,0.673267415,0.676023521,0.685626492,0.697890992,0.707462948,0.71783319,0.731031821,0.746417894,0.761374312,0.770763663,0.775372667,0.781346031,0.783423133,0.785268301,0.789211428,0.797076825,0.804942222,0.812807619,0.820673015,0.824248196,0.827823376,0.831398557,0.834973737,0.838548918,0.842124098,0.845699278,0.849274459,0.852849639,0.85642482,0.86
Qinghai,0.473677843,0.480488626,0.48729941,0.494110193,0.500920977,0.50773176,0.514542544,0.521353327,0.528164111,0.534974894,0.541785678,0.548596461,0.555407245,0.562218028,0.569028812,0.575839595,0.582650379,0.589461162,0.596271946,0.603082729,0.609893513,0.616704296,0.62351508,0.630325863,0.637136647,0.64394743,0.650758214,0.657568997,0.664379781,0.671190564,0.678001348,0.684812131,0.691622915,0.698433698,0.707603678,0.71148823,0.719013817,0.723977969,0.732825047,0.744195582,0.746384872,0.75017579,0.753192855,0.760255972,0.767676276,0.781119263,0.793331892,0.802340835,0.807733733,0.812077206,0.81235659,0.810700946,0.822869485,0.833661764,0.844454044,0.855246323,0.866038603,0.870944184,0.875849766,0.880755347,0.885660929,0.890566511,0.895472092,0.900377674,0.905283255,0.910188837,0.915094418,0.92
Ningxia,0.389895102,0.398797525,0.407699949,0.416602372,0.425504795,0.434407219,0.443309642,0.452212066,0.461114489,0.470016912,0.478919336,0.487821759,0.496724182,0.505626606,0.514529029,0.523431452,0.532333876,0.541236299,0.550138723,0.559041146,0.567943569,0.576845993,0.585748416,0.594650839,0.603553263,0.612455686,0.621358109,0.630260533,0.639162956,0.648065379,0.656967803,0.665870226,0.67477265,0.683675073,0.688885856,0.700089498,0.712034587,0.723823218,0.72824715,0.730023279,0.74576778,0.750806415,0.760087186,0.770952376,0.785581603,0.796668016,0.811022206,0.817053436,0.82346001,0.82630921,0.829390777,0.828263106,0.836678289,0.847047368,0.857416447,0.867785526,0.878154605,0.882867823,0.887581041,0.892294258,0.897007476,0.901720694,0.906433911,0.911147129,0.915860347,0.920573565,0.925286782,0.93
Xinjiang,0.400037244,0.407389819,0.414742395,0.422094971,0.429447546,0.436800122,0.444152698,0.451505273,0.458857849,0.466210425,0.473563,0.480915576,0.488268152,0.495620727,0.502973303,0.510325878,0.517678454,0.52503103,0.532383605,0.539736181,0.547088757,0.554441332,0.561793908,0.569146484,0.576499059,0.583851635,0.591204211,0.598556786,0.605909362,0.613261938,0.620614513,0.627967089,0.635319664,0.64267224,0.653717034,0.662714381,0.673588946,0.679651358,0.673967648,0.686481417,0.686134336,0.686684751,0.686936086,0.700636311,0.72626733,0.739690428,0.750366446,0.762633347,0.76736645,0.763173986,0.76390195,0.761478554,0.770856587,0.778539189,0.78622179,0.793904392,0.801586993,0.805079084,0.808571176,0.812063268,0.815555359,0.819047451,0.822539542,0.826031634,0.829523725,0.833015817,0.836507908,0.84
