# File: ABSPI_intra_province_electricity_trade.csv
# Title: Intraprovince electricity trade
# Units: GWh
# Comments: obtained from Annual Book of Statistics for Power Industry from 2005 to 2019 preprocessed from original data format in Chinese
# Column types: ccnic
# ----------
from.region,to.region,value,year,units
HL,NX,0,2005,GWh
SH,NX,0,2005,GWh
JS,NX,0,2005,GWh
ZJ,NX,0,2005,GWh
AH,NX,0,2005,GWh
FJ,NX,0,2005,GWh
JX,NX,0,2005,GWh
SD,NX,0,2005,GWh
HA,NX,0,2005,GWh
HB,NX,0,2005,GWh
HN,NX,0,2005,GWh
GD,NX,0,2005,GWh
GX,NX,0,2005,GWh
HI,NX,0,2005,GWh
CQ,NX,0,2005,GWh
SC,NX,0,2005,GWh
GZ,NX,0,2005,GWh
YN,NX,0,2005,GWh
SN,NX,0,2005,GWh
GS,NX,3275.7,2005,GWh
QH,NX,192.7475,2005,GWh
NX,NX,0,2005,GWh
XJ,NX,0,2005,GWh
BJ,XJ,0,2005,GWh
TJ,XJ,0,2005,GWh
HE,XJ,0,2005,GWh
SX,XJ,0,2005,GWh
NM,XJ,0,2005,GWh
LN,XJ,0,2005,GWh
JL,XJ,0,2005,GWh
HL,XJ,0,2005,GWh
SH,XJ,0,2005,GWh
JS,XJ,0,2005,GWh
ZJ,XJ,0,2005,GWh
AH,XJ,0,2005,GWh
FJ,XJ,0,2005,GWh
JX,XJ,0,2005,GWh
SD,XJ,0,2005,GWh
HA,XJ,0,2005,GWh
HB,XJ,0,2005,GWh
HN,XJ,0,2005,GWh
GD,XJ,0,2005,GWh
GX,XJ,0,2005,GWh
HI,XJ,0,2005,GWh
CQ,XJ,0,2005,GWh
SC,XJ,0,2005,GWh
GZ,XJ,0,2005,GWh
YN,XJ,0,2005,GWh
SN,XJ,0,2005,GWh
GS,XJ,0,2005,GWh
QH,XJ,192.7475,2005,GWh
NX,XJ,0,2005,GWh
XJ,XJ,0,2005,GWh
BJ,Export,0,2005,GWh
TJ,Export,0,2005,GWh
HE,Export,0,2005,GWh
SX,Export,0,2005,GWh
NM,Export,0,2005,GWh
LN,Export,0,2005,GWh
JL,Export,2.75,2005,GWh
HL,Export,0,2005,GWh
SH,Export,0,2005,GWh
JS,Export,0,2005,GWh
ZJ,Export,0,2005,GWh
AH,Export,0,2005,GWh
FJ,Export,0,2005,GWh
JX,Export,0,2005,GWh
SD,Export,0,2005,GWh
HA,Export,0,2005,GWh
HB,Export,0,2005,GWh
HN,Export,0,2005,GWh
GD,Export,9958.54,2005,GWh
GX,Export,0,2005,GWh
HI,Export,0,2005,GWh
CQ,Export,0,2005,GWh
SC,Export,0,2005,GWh
GZ,Export,0,2005,GWh
YN,Export,327.15,2005,GWh
SN,Export,0,2005,GWh
GS,Export,0,2005,GWh
QH,Export,0,2005,GWh
NX,Export,0,2005,GWh
XJ,Export,0,2005,GWh
BJ,BJ,0,2006,GWh
TJ,BJ,1815.7,2006,GWh
HE,BJ,0,2006,GWh
SX,BJ,16357.85,2006,GWh
NM,BJ,6174.2825,2006,GWh
LN,BJ,819.5275,2006,GWh
JL,BJ,0,2006,GWh
HL,BJ,0,2006,GWh
SH,BJ,0,2006,GWh
JS,BJ,0,2006,GWh
ZJ,BJ,0,2006,GWh
AH,BJ,0,2006,GWh
FJ,BJ,0,2006,GWh
JX,BJ,0,2006,GWh
SD,BJ,0,2006,GWh
HA,BJ,0,2006,GWh
HB,BJ,0,2006,GWh
HN,BJ,0,2006,GWh
GD,BJ,0,2006,GWh
GX,BJ,0,2006,GWh
HI,BJ,0,2006,GWh
CQ,BJ,0,2006,GWh
SC,BJ,0,2006,GWh
GZ,BJ,0,2006,GWh
YN,BJ,0,2006,GWh
SN,BJ,0,2006,GWh
GS,BJ,0,2006,GWh
QH,BJ,0,2006,GWh
NX,BJ,0,2006,GWh
XJ,BJ,0,2006,GWh
BJ,TJ,0,2006,GWh
TJ,TJ,1815.7,2006,GWh
HE,TJ,0,2006,GWh
SX,TJ,0,2006,GWh
NM,TJ,6174.2825,2006,GWh
LN,TJ,819.5275,2006,GWh
JL,TJ,0,2006,GWh
HL,TJ,0,2006,GWh
SH,TJ,0,2006,GWh
JS,TJ,0,2006,GWh
ZJ,TJ,0,2006,GWh
AH,TJ,0,2006,GWh
FJ,TJ,0,2006,GWh
JX,TJ,0,2006,GWh
SD,TJ,0,2006,GWh
HA,TJ,0,2006,GWh
HB,TJ,0,2006,GWh
HN,TJ,0,2006,GWh
GD,TJ,0,2006,GWh
GX,TJ,0,2006,GWh
HI,TJ,0,2006,GWh
CQ,TJ,0,2006,GWh
SC,TJ,0,2006,GWh
GZ,TJ,0,2006,GWh
YN,TJ,0,2006,GWh
SN,TJ,0,2006,GWh
GS,TJ,0,2006,GWh
QH,TJ,0,2006,GWh
NX,TJ,0,2006,GWh
XJ,TJ,0,2006,GWh
BJ,HE,1.85,2006,GWh
TJ,HE,1815.7,2006,GWh
HE,HE,0,2006,GWh
SX,HE,15274.52,2006,GWh
NM,HE,6174.2825,2006,GWh
LN,HE,819.5275,2006,GWh
JL,HE,0,2006,GWh
HL,HE,0,2006,GWh
SH,HE,0,2006,GWh
JS,HE,0,2006,GWh
ZJ,HE,0,2006,GWh
AH,HE,0,2006,GWh
FJ,HE,0,2006,GWh
JX,HE,0,2006,GWh
SD,HE,303.9,2006,GWh
HA,HE,488.21,2006,GWh
HB,HE,0,2006,GWh
HN,HE,0,2006,GWh
GD,HE,0,2006,GWh
GX,HE,0,2006,GWh
HI,HE,0,2006,GWh
CQ,HE,0,2006,GWh
SC,HE,0,2006,GWh
GZ,HE,0,2006,GWh
YN,HE,0,2006,GWh
SN,HE,0,2006,GWh
GS,HE,0,2006,GWh
QH,HE,0,2006,GWh
NX,HE,0,2006,GWh
XJ,HE,0,2006,GWh
BJ,SX,0,2006,GWh
TJ,SX,0,2006,GWh
HE,SX,0,2006,GWh
SX,SX,0,2006,GWh
NM,SX,6174.2825,2006,GWh
LN,SX,819.5275,2006,GWh
JL,SX,0,2006,GWh
HL,SX,0,2006,GWh
SH,SX,0,2006,GWh
JS,SX,0,2006,GWh
ZJ,SX,0,2006,GWh
AH,SX,0,2006,GWh
FJ,SX,0,2006,GWh
JX,SX,0,2006,GWh
SD,SX,0,2006,GWh
HA,SX,0,2006,GWh
HB,SX,0,2006,GWh
HN,SX,0,2006,GWh
GD,SX,0,2006,GWh
GX,SX,0,2006,GWh
HI,SX,0,2006,GWh
CQ,SX,0,2006,GWh
SC,SX,0,2006,GWh
GZ,SX,0,2006,GWh
YN,SX,0,2006,GWh
SN,SX,525.86,2006,GWh
GS,SX,0,2006,GWh
QH,SX,0,2006,GWh
NX,SX,0,2006,GWh
XJ,SX,0,2006,GWh
BJ,NM,0,2006,GWh
TJ,NM,0,2006,GWh
HE,NM,0,2006,GWh
SX,NM,0,2006,GWh
NM,NM,0,2006,GWh
LN,NM,45.42,2006,GWh
JL,NM,22.03,2006,GWh
HL,NM,1.36,2006,GWh
SH,NM,0,2006,GWh
JS,NM,0,2006,GWh
ZJ,NM,0,2006,GWh
AH,NM,0,2006,GWh
FJ,NM,0,2006,GWh
JX,NM,0,2006,GWh
SD,NM,0,2006,GWh
HA,NM,0,2006,GWh
HB,NM,0,2006,GWh
HN,NM,0,2006,GWh
GD,NM,0,2006,GWh
GX,NM,0,2006,GWh
HI,NM,0,2006,GWh
CQ,NM,0,2006,GWh
SC,NM,0,2006,GWh
GZ,NM,0,2006,GWh
YN,NM,0,2006,GWh
SN,NM,0,2006,GWh
GS,NM,0,2006,GWh
QH,NM,0,2006,GWh
NX,NM,1993.81,2006,GWh
XJ,NM,0,2006,GWh
BJ,LN,0,2006,GWh
TJ,LN,0,2006,GWh
HE,LN,0,2006,GWh
SX,LN,0,2006,GWh
NM,LN,4716.903333,2006,GWh
LN,LN,0,2006,GWh
JL,LN,18224.7,2006,GWh
HL,LN,0,2006,GWh
SH,LN,0,2006,GWh
JS,LN,0,2006,GWh
ZJ,LN,0,2006,GWh
AH,LN,0,2006,GWh
FJ,LN,0,2006,GWh
JX,LN,0,2006,GWh
SD,LN,0,2006,GWh
HA,LN,0,2006,GWh
HB,LN,0,2006,GWh
HN,LN,0,2006,GWh
GD,LN,0,2006,GWh
GX,LN,0,2006,GWh
HI,LN,0,2006,GWh
CQ,LN,0,2006,GWh
SC,LN,0,2006,GWh
GZ,LN,0,2006,GWh
YN,LN,0,2006,GWh
SN,LN,0,2006,GWh
GS,LN,0,2006,GWh
QH,LN,0,2006,GWh
NX,LN,0,2006,GWh
XJ,LN,0,2006,GWh
BJ,JL,0,2006,GWh
TJ,JL,0,2006,GWh
HE,JL,0,2006,GWh
SX,JL,0,2006,GWh
NM,JL,4716.903333,2006,GWh
LN,JL,1.62,2006,GWh
JL,JL,0,2006,GWh
HL,JL,11921.73,2006,GWh
SH,JL,0,2006,GWh
JS,JL,0,2006,GWh
ZJ,JL,0,2006,GWh
AH,JL,0,2006,GWh
FJ,JL,0,2006,GWh
JX,JL,0,2006,GWh
SD,JL,0,2006,GWh
HA,JL,0,2006,GWh
HB,JL,0,2006,GWh
HN,JL,0,2006,GWh
GD,JL,0,2006,GWh
GX,JL,0,2006,GWh
HI,JL,0,2006,GWh
CQ,JL,0,2006,GWh
SC,JL,0,2006,GWh
GZ,JL,0,2006,GWh
YN,JL,0,2006,GWh
SN,JL,0,2006,GWh
GS,JL,0,2006,GWh
QH,JL,0,2006,GWh
NX,JL,0,2006,GWh
XJ,JL,0,2006,GWh
BJ,HL,0,2006,GWh
TJ,HL,0,2006,GWh
HE,HL,0,2006,GWh
SX,HL,0,2006,GWh
NM,HL,4716.903333,2006,GWh
LN,HL,0,2006,GWh
JL,HL,126.54,2006,GWh
HL,HL,0,2006,GWh
SH,HL,0,2006,GWh
JS,HL,0,2006,GWh
ZJ,HL,0,2006,GWh
AH,HL,0,2006,GWh
FJ,HL,0,2006,GWh
JX,HL,0,2006,GWh
SD,HL,0,2006,GWh
HA,HL,0,2006,GWh
HB,HL,0,2006,GWh
HN,HL,0,2006,GWh
GD,HL,0,2006,GWh
GX,HL,0,2006,GWh
HI,HL,0,2006,GWh
CQ,HL,0,2006,GWh
SC,HL,0,2006,GWh
GZ,HL,0,2006,GWh
YN,HL,0,2006,GWh
SN,HL,0,2006,GWh
GS,HL,0,2006,GWh
QH,HL,0,2006,GWh
NX,HL,0,2006,GWh
XJ,HL,0,2006,GWh
BJ,SH,0,2006,GWh
TJ,SH,0,2006,GWh
HE,SH,0,2006,GWh
SX,SH,0,2006,GWh
NM,SH,0,2006,GWh
LN,SH,0,2006,GWh
JL,SH,0,2006,GWh
HL,SH,0,2006,GWh
SH,SH,0,2006,GWh
JS,SH,16412.02,2006,GWh
ZJ,SH,3683.49,2006,GWh
AH,SH,0,2006,GWh
FJ,SH,0,2006,GWh
JX,SH,0,2006,GWh
SD,SH,0,2006,GWh
HA,SH,0,2006,GWh
HB,SH,7610.41,2006,GWh
HN,SH,0,2006,GWh
GD,SH,0,2006,GWh
GX,SH,0,2006,GWh
HI,SH,0,2006,GWh
CQ,SH,0,2006,GWh
SC,SH,0,2006,GWh
GZ,SH,0,2006,GWh
YN,SH,0,2006,GWh
SN,SH,0,2006,GWh
GS,SH,0,2006,GWh
QH,SH,0,2006,GWh
NX,SH,0,2006,GWh
XJ,SH,0,2006,GWh
BJ,JS,0,2006,GWh
TJ,JS,0,2006,GWh
HE,JS,0,2006,GWh
SX,JS,11150.82,2006,GWh
NM,JS,0,2006,GWh
LN,JS,0,2006,GWh
JL,JS,0,2006,GWh
HL,JS,0,2006,GWh
SH,JS,108.57,2006,GWh
JS,JS,0,2006,GWh
ZJ,JS,99.21,2006,GWh
AH,JS,10078.82,2006,GWh
FJ,JS,0,2006,GWh
JX,JS,0,2006,GWh
SD,JS,0,2006,GWh
HA,JS,0,2006,GWh
HB,JS,16719.21,2006,GWh
HN,JS,0,2006,GWh
GD,JS,0,2006,GWh
GX,JS,0,2006,GWh
HI,JS,0,2006,GWh
CQ,JS,0,2006,GWh
SC,JS,0,2006,GWh
GZ,JS,0,2006,GWh
YN,JS,0,2006,GWh
SN,JS,0,2006,GWh
GS,JS,0,2006,GWh
QH,JS,0,2006,GWh
NX,JS,0,2006,GWh
XJ,JS,0,2006,GWh
BJ,ZJ,0,2006,GWh
TJ,ZJ,0,2006,GWh
HE,ZJ,0,2006,GWh
SX,ZJ,0,2006,GWh
NM,ZJ,0,2006,GWh
LN,ZJ,0,2006,GWh
JL,ZJ,0,2006,GWh
HL,ZJ,0,2006,GWh
SH,ZJ,718.09,2006,GWh
JS,ZJ,6979.94,2006,GWh
ZJ,ZJ,0,2006,GWh
AH,ZJ,7339.57,2006,GWh
FJ,ZJ,3779.65,2006,GWh
JX,ZJ,0,2006,GWh
SD,ZJ,0,2006,GWh
HA,ZJ,0,2006,GWh
HB,ZJ,0,2006,GWh
HN,ZJ,0,2006,GWh
GD,ZJ,0,2006,GWh
GX,ZJ,0,2006,GWh
HI,ZJ,0,2006,GWh
CQ,ZJ,0,2006,GWh
SC,ZJ,0,2006,GWh
GZ,ZJ,0,2006,GWh
YN,ZJ,0,2006,GWh
SN,ZJ,0,2006,GWh
GS,ZJ,0,2006,GWh
QH,ZJ,0,2006,GWh
NX,ZJ,0,2006,GWh
XJ,ZJ,0,2006,GWh
BJ,AH,0,2006,GWh
TJ,AH,0,2006,GWh
HE,AH,0,2006,GWh
SX,AH,0,2006,GWh
NM,AH,0,2006,GWh
LN,AH,0,2006,GWh
JL,AH,0,2006,GWh
HL,AH,0,2006,GWh
SH,AH,0,2006,GWh
JS,AH,1190.65,2006,GWh
ZJ,AH,29.7,2006,GWh
AH,AH,0,2006,GWh
FJ,AH,0,2006,GWh
JX,AH,0,2006,GWh
SD,AH,0,2006,GWh
HA,AH,0,2006,GWh
HB,AH,0,2006,GWh
HN,AH,0,2006,GWh
GD,AH,0,2006,GWh
GX,AH,0,2006,GWh
HI,AH,0,2006,GWh
CQ,AH,0,2006,GWh
SC,AH,0,2006,GWh
GZ,AH,0,2006,GWh
YN,AH,0,2006,GWh
SN,AH,0,2006,GWh
GS,AH,0,2006,GWh
QH,AH,0,2006,GWh
NX,AH,0,2006,GWh
XJ,AH,0,2006,GWh
BJ,FJ,0,2006,GWh
TJ,FJ,0,2006,GWh
HE,FJ,0,2006,GWh
SX,FJ,0,2006,GWh
NM,FJ,0,2006,GWh
LN,FJ,0,2006,GWh
JL,FJ,0,2006,GWh
HL,FJ,0,2006,GWh
SH,FJ,0,2006,GWh
JS,FJ,0,2006,GWh
ZJ,FJ,38.78,2006,GWh
AH,FJ,0,2006,GWh
FJ,FJ,0,2006,GWh
JX,FJ,0,2006,GWh
SD,FJ,0,2006,GWh
HA,FJ,0,2006,GWh
HB,FJ,0,2006,GWh
HN,FJ,0,2006,GWh
GD,FJ,0,2006,GWh
GX,FJ,0,2006,GWh
HI,FJ,0,2006,GWh
CQ,FJ,0,2006,GWh
SC,FJ,0,2006,GWh
GZ,FJ,0,2006,GWh
YN,FJ,0,2006,GWh
SN,FJ,0,2006,GWh
GS,FJ,0,2006,GWh
QH,FJ,0,2006,GWh
NX,FJ,0,2006,GWh
XJ,FJ,0,2006,GWh
BJ,JX,0,2006,GWh
TJ,JX,0,2006,GWh
HE,JX,0,2006,GWh
SX,JX,0,2006,GWh
NM,JX,0,2006,GWh
LN,JX,0,2006,GWh
JL,JX,0,2006,GWh
HL,JX,0,2006,GWh
SH,JX,0,2006,GWh
JS,JX,0,2006,GWh
ZJ,JX,0,2006,GWh
AH,JX,0,2006,GWh
FJ,JX,0,2006,GWh
JX,JX,0,2006,GWh
SD,JX,0,2006,GWh
HA,JX,0,2006,GWh
HB,JX,1424.87,2006,GWh
HN,JX,0,2006,GWh
GD,JX,0,2006,GWh
GX,JX,0,2006,GWh
HI,JX,0,2006,GWh
CQ,JX,0,2006,GWh
SC,JX,0,2006,GWh
GZ,JX,0,2006,GWh
YN,JX,0,2006,GWh
SN,JX,0,2006,GWh
GS,JX,0,2006,GWh
QH,JX,0,2006,GWh
NX,JX,0,2006,GWh
XJ,JX,0,2006,GWh
BJ,SD,0,2006,GWh
TJ,SD,0,2006,GWh
HE,SD,250.82,2006,GWh
SX,SD,0,2006,GWh
NM,SD,0,2006,GWh
LN,SD,0,2006,GWh
JL,SD,0,2006,GWh
HL,SD,0,2006,GWh
SH,SD,0,2006,GWh
JS,SD,0,2006,GWh
ZJ,SD,0,2006,GWh
AH,SD,0,2006,GWh
FJ,SD,0,2006,GWh
JX,SD,0,2006,GWh
SD,SD,0,2006,GWh
HA,SD,0,2006,GWh
HB,SD,0,2006,GWh
HN,SD,0,2006,GWh
GD,SD,0,2006,GWh
GX,SD,0,2006,GWh
HI,SD,0,2006,GWh
CQ,SD,0,2006,GWh
SC,SD,0,2006,GWh
GZ,SD,0,2006,GWh
YN,SD,0,2006,GWh
SN,SD,0,2006,GWh
GS,SD,0,2006,GWh
QH,SD,0,2006,GWh
NX,SD,0,2006,GWh
XJ,SD,0,2006,GWh
BJ,HA,0,2006,GWh
TJ,HA,0,2006,GWh
HE,HA,4.26,2006,GWh
SX,HA,0,2006,GWh
NM,HA,0,2006,GWh
LN,HA,0,2006,GWh
JL,HA,0,2006,GWh
HL,HA,0,2006,GWh
SH,HA,0,2006,GWh
JS,HA,100.1566667,2006,GWh
ZJ,HA,0,2006,GWh
AH,HA,0,2006,GWh
FJ,HA,0,2006,GWh
JX,HA,122.21,2006,GWh
SD,HA,0,2006,GWh
HA,HA,0,2006,GWh
HB,HA,1254.82,2006,GWh
HN,HA,0,2006,GWh
GD,HA,0,2006,GWh
GX,HA,0,2006,GWh
HI,HA,0,2006,GWh
CQ,HA,0,2006,GWh
SC,HA,0,2006,GWh
GZ,HA,0,2006,GWh
YN,HA,0,2006,GWh
SN,HA,1735.49,2006,GWh
GS,HA,0,2006,GWh
QH,HA,0,2006,GWh
NX,HA,0,2006,GWh
XJ,HA,0,2006,GWh
BJ,HB,0,2006,GWh
TJ,HB,0,2006,GWh
HE,HB,0,2006,GWh
SX,HB,0,2006,GWh
NM,HB,0,2006,GWh
LN,HB,0,2006,GWh
JL,HB,0,2006,GWh
HL,HB,0,2006,GWh
SH,HB,7.34,2006,GWh
JS,HB,100.1566667,2006,GWh
ZJ,HB,0,2006,GWh
AH,HB,0,2006,GWh
FJ,HB,0,2006,GWh
JX,HB,122.21,2006,GWh
SD,HB,0,2006,GWh
HA,HB,9568.85,2006,GWh
HB,HB,0,2006,GWh
HN,HB,144.31,2006,GWh
GD,HB,0,2006,GWh
GX,HB,0,2006,GWh
HI,HB,0,2006,GWh
CQ,HB,1573.03,2006,GWh
SC,HB,0,2006,GWh
GZ,HB,0,2006,GWh
YN,HB,0,2006,GWh
SN,HB,119.34,2006,GWh
GS,HB,0,2006,GWh
QH,HB,0,2006,GWh
NX,HB,0,2006,GWh
XJ,HB,0,2006,GWh
BJ,HN,0,2006,GWh
TJ,HN,0,2006,GWh
HE,HN,0,2006,GWh
SX,HN,0,2006,GWh
NM,HN,0,2006,GWh
LN,HN,0,2006,GWh
JL,HN,0,2006,GWh
HL,HN,0,2006,GWh
SH,HN,0,2006,GWh
JS,HN,100.1566667,2006,GWh
ZJ,HN,0,2006,GWh
AH,HN,0,2006,GWh
FJ,HN,0,2006,GWh
JX,HN,122.21,2006,GWh
SD,HN,0,2006,GWh
HA,HN,0,2006,GWh
HB,HN,4627.6,2006,GWh
HN,HN,0,2006,GWh
GD,HN,23.19,2006,GWh
GX,HN,2.08,2006,GWh
HI,HN,0,2006,GWh
CQ,HN,478.78,2006,GWh
SC,HN,0,2006,GWh
GZ,HN,812.86,2006,GWh
YN,HN,0,2006,GWh
SN,HN,0,2006,GWh
GS,HN,0,2006,GWh
QH,HN,0,2006,GWh
NX,HN,0,2006,GWh
XJ,HN,0,2006,GWh
BJ,GD,0,2006,GWh
TJ,GD,0,2006,GWh
HE,GD,0,2006,GWh
SX,GD,0,2006,GWh
NM,GD,0,2006,GWh
LN,GD,0,2006,GWh
JL,GD,0,2006,GWh
HL,GD,0,2006,GWh
SH,GD,0,2006,GWh
JS,GD,0,2006,GWh
ZJ,GD,0,2006,GWh
AH,GD,0,2006,GWh
FJ,GD,0,2006,GWh
JX,GD,0,2006,GWh
SD,GD,0,2006,GWh
HA,GD,0,2006,GWh
HB,GD,19543.02,2006,GWh
HN,GD,3990.46,2006,GWh
GD,GD,0,2006,GWh
GX,GD,1230.35,2006,GWh
HI,GD,0,2006,GWh
CQ,GD,0,2006,GWh
SC,GD,0,2006,GWh
GZ,GD,14028.69,2006,GWh
YN,GD,10726.61,2006,GWh
SN,GD,0,2006,GWh
GS,GD,0,2006,GWh
QH,GD,0,2006,GWh
NX,GD,0,2006,GWh
XJ,GD,0,2006,GWh
BJ,GX,0,2006,GWh
TJ,GX,0,2006,GWh
HE,GX,0,2006,GWh
SX,GX,0,2006,GWh
NM,GX,0,2006,GWh
LN,GX,0,2006,GWh
JL,GX,0,2006,GWh
HL,GX,0,2006,GWh
SH,GX,0,2006,GWh
JS,GX,0,2006,GWh
ZJ,GX,0,2006,GWh
AH,GX,0,2006,GWh
FJ,GX,0,2006,GWh
JX,GX,0,2006,GWh
SD,GX,0,2006,GWh
HA,GX,0,2006,GWh
HB,GX,0,2006,GWh
HN,GX,0,2006,GWh
GD,GX,769.52,2006,GWh
GX,GX,0,2006,GWh
HI,GX,0,2006,GWh
CQ,GX,0,2006,GWh
SC,GX,0,2006,GWh
GZ,GX,2671.33,2006,GWh
YN,GX,0,2006,GWh
SN,GX,0,2006,GWh
GS,GX,0,2006,GWh
QH,GX,0,2006,GWh
NX,GX,0,2006,GWh
XJ,GX,0,2006,GWh
BJ,HI,0,2006,GWh
TJ,HI,0,2006,GWh
HE,HI,0,2006,GWh
SX,HI,0,2006,GWh
NM,HI,0,2006,GWh
LN,HI,0,2006,GWh
JL,HI,0,2006,GWh
HL,HI,0,2006,GWh
SH,HI,0,2006,GWh
JS,HI,0,2006,GWh
ZJ,HI,0,2006,GWh
AH,HI,0,2006,GWh
FJ,HI,0,2006,GWh
JX,HI,0,2006,GWh
SD,HI,0,2006,GWh
HA,HI,0,2006,GWh
HB,HI,0,2006,GWh
HN,HI,0,2006,GWh
GD,HI,0,2006,GWh
GX,HI,0,2006,GWh
HI,HI,0,2006,GWh
CQ,HI,0,2006,GWh
SC,HI,0,2006,GWh
GZ,HI,0,2006,GWh
YN,HI,0,2006,GWh
SN,HI,0,2006,GWh
GS,HI,0,2006,GWh
QH,HI,0,2006,GWh
NX,HI,0,2006,GWh
XJ,HI,0,2006,GWh
BJ,CQ,0,2006,GWh
TJ,CQ,0,2006,GWh
HE,CQ,0,2006,GWh
SX,CQ,0,2006,GWh
NM,CQ,0,2006,GWh
LN,CQ,0,2006,GWh
JL,CQ,0,2006,GWh
HL,CQ,0,2006,GWh
SH,CQ,0,2006,GWh
JS,CQ,0,2006,GWh
ZJ,CQ,0,2006,GWh
AH,CQ,0,2006,GWh
FJ,CQ,0,2006,GWh
JX,CQ,0,2006,GWh
SD,CQ,0,2006,GWh
HA,CQ,0,2006,GWh
HB,CQ,3951.77,2006,GWh
HN,CQ,0,2006,GWh
GD,CQ,0,2006,GWh
GX,CQ,0,2006,GWh
HI,CQ,0,2006,GWh
CQ,CQ,0,2006,GWh
SC,CQ,8522.79,2006,GWh
GZ,CQ,835.44,2006,GWh
YN,CQ,0,2006,GWh
SN,CQ,0,2006,GWh
GS,CQ,0,2006,GWh
QH,CQ,0,2006,GWh
NX,CQ,0,2006,GWh
XJ,CQ,0,2006,GWh
BJ,SC,0,2006,GWh
TJ,SC,0,2006,GWh
HE,SC,0,2006,GWh
SX,SC,0,2006,GWh
NM,SC,0,2006,GWh
LN,SC,0,2006,GWh
JL,SC,0,2006,GWh
HL,SC,0,2006,GWh
SH,SC,0,2006,GWh
JS,SC,0,2006,GWh
ZJ,SC,0,2006,GWh
AH,SC,0,2006,GWh
FJ,SC,0,2006,GWh
JX,SC,0,2006,GWh
SD,SC,0,2006,GWh
HA,SC,0,2006,GWh
HB,SC,0,2006,GWh
HN,SC,0,2006,GWh
GD,SC,0,2006,GWh
GX,SC,0,2006,GWh
HI,SC,0,2006,GWh
CQ,SC,1632.71,2006,GWh
SC,SC,0,2006,GWh
GZ,SC,0,2006,GWh
YN,SC,0.19,2006,GWh
SN,SC,0,2006,GWh
GS,SC,223.08,2006,GWh
QH,SC,0,2006,GWh
NX,SC,0,2006,GWh
XJ,SC,0,2006,GWh
BJ,GZ,0,2006,GWh
TJ,GZ,0,2006,GWh
HE,GZ,0,2006,GWh
SX,GZ,0,2006,GWh
NM,GZ,0,2006,GWh
LN,GZ,0,2006,GWh
JL,GZ,0,2006,GWh
HL,GZ,0,2006,GWh
SH,GZ,0,2006,GWh
JS,GZ,0,2006,GWh
ZJ,GZ,0,2006,GWh
AH,GZ,0,2006,GWh
FJ,GZ,0,2006,GWh
JX,GZ,0,2006,GWh
SD,GZ,0,2006,GWh
HA,GZ,0,2006,GWh
HB,GZ,0,2006,GWh
HN,GZ,0.13,2006,GWh
GD,GZ,0,2006,GWh
GX,GZ,0,2006,GWh
HI,GZ,0,2006,GWh
CQ,GZ,0.41,2006,GWh
SC,GZ,62.91,2006,GWh
GZ,GZ,769.14,2006,GWh
YN,GZ,205.16,2006,GWh
SN,GZ,0,2006,GWh
GS,GZ,0,2006,GWh
QH,GZ,0,2006,GWh
NX,GZ,0,2006,GWh
XJ,GZ,0,2006,GWh
BJ,YN,0,2006,GWh
TJ,YN,0,2006,GWh
HE,YN,0,2006,GWh
SX,YN,0,2006,GWh
NM,YN,0,2006,GWh
LN,YN,0,2006,GWh
JL,YN,0,2006,GWh
HL,YN,0,2006,GWh
SH,YN,0,2006,GWh
JS,YN,0,2006,GWh
ZJ,YN,0,2006,GWh
AH,YN,0,2006,GWh
FJ,YN,0,2006,GWh
JX,YN,0,2006,GWh
SD,YN,0,2006,GWh
HA,YN,0,2006,GWh
HB,YN,0,2006,GWh
HN,YN,0,2006,GWh
GD,YN,0,2006,GWh
GX,YN,0,2006,GWh
HI,YN,0,2006,GWh
CQ,YN,0,2006,GWh
SC,YN,50.06,2006,GWh
GZ,YN,108,2006,GWh
YN,YN,0,2006,GWh
SN,YN,0,2006,GWh
GS,YN,0,2006,GWh
QH,YN,0,2006,GWh
NX,YN,0,2006,GWh
XJ,YN,0,2006,GWh
BJ,SN,0,2006,GWh
TJ,SN,0,2006,GWh
HE,SN,5.95,2006,GWh
SX,SN,439.58,2006,GWh
NM,SN,0,2006,GWh
LN,SN,0,2006,GWh
JL,SN,0,2006,GWh
HL,SN,0,2006,GWh
SH,SN,0,2006,GWh
JS,SN,0,2006,GWh
ZJ,SN,0,2006,GWh
AH,SN,0,2006,GWh
FJ,SN,0,2006,GWh
JX,SN,0,2006,GWh
SD,SN,0,2006,GWh
HA,SN,0.96,2006,GWh
HB,SN,0,2006,GWh
HN,SN,0,2006,GWh
GD,SN,0,2006,GWh
GX,SN,0,2006,GWh
HI,SN,0,2006,GWh
CQ,SN,0,2006,GWh
SC,SN,0,2006,GWh
GZ,SN,0,2006,GWh
YN,SN,0,2006,GWh
SN,SN,0,2006,GWh
GS,SN,2120.66,2006,GWh
QH,SN,662.8875,2006,GWh
NX,SN,381.7,2006,GWh
XJ,SN,0,2006,GWh
BJ,GS,0,2006,GWh
TJ,GS,0,2006,GWh
HE,GS,0,2006,GWh
SX,GS,0,2006,GWh
NM,GS,0,2006,GWh
LN,GS,0,2006,GWh
JL,GS,0,2006,GWh
HL,GS,0,2006,GWh
SH,GS,0,2006,GWh
JS,GS,0,2006,GWh
ZJ,GS,0,2006,GWh
AH,GS,0,2006,GWh
FJ,GS,0,2006,GWh
