# File: province_decile_gdp_per_capita_projections.csv
# Title: province-level decile of gdp per capita projections under scenarios
# Units: NA
# Comments: note the pop and gdp are not updated so leave them as blank
# Source: https://github.com/JGCRI/pridr, China Statistical Yearbook
# Column types: ccicnccnnn
# ----------
province_code,province,year,sce,shares,category,gcam.consumer,decile_pop,decile_gdp,decile_gdp_pc
GD,Guangdong,2100,SSP1,0.125103462,d10,resid_urban,,,
GD,Guangdong,2100,SSP2,0.147378466,d10,resid_urban,,,
GD,Guangdong,2100,SSP4,0.287838253,d10,resid_urban,,,
GD,Guangdong,2100,SSP3,0.337204719,d10,resid_urban,,,
GD,Guangdong,2100,SSP3,0.038801608,d2,resid_urban,,,
GD,Guangdong,2100,SSP4,0.047883602,d2,resid_urban,,,
GD,Guangdong,2100,SSP2,0.076361321,d2,resid_urban,,,
GD,Guangdong,2100,SSP1,0.081526978,d2,resid_urban,,,
GD,Guangdong,2100,SSP5,0.081881823,d2,resid_urban,,,
GD,Guangdong,2100,SSP3,0.048157348,d3,resid_urban,,,
GD,Guangdong,2100,SSP4,0.057452128,d3,resid_urban,,,
GD,Guangdong,2100,SSP2,0.086011575,d3,resid_urban,,,
GD,Guangdong,2100,SSP1,0.091061217,d3,resid_urban,,,
GD,Guangdong,2100,SSP5,0.091408798,d3,resid_urban,,,
GD,Guangdong,2100,SSP3,0.05701551,d4,resid_urban,,,
GD,Guangdong,2100,SSP4,0.065935445,d4,resid_urban,,,
GD,Guangdong,2100,SSP2,0.092746095,d4,resid_urban,,,
GD,Guangdong,2100,SSP1,0.097350376,d4,resid_urban,,,
GD,Guangdong,2100,SSP5,0.097668052,d4,resid_urban,,,
GD,Guangdong,2100,SSP3,0.066366457,d5,resid_urban,,,
GD,Guangdong,2100,SSP4,0.074454664,d5,resid_urban,,,
GD,Guangdong,2100,SSP2,0.098061462,d5,resid_urban,,,
GD,Guangdong,2100,SSP1,0.101951429,d5,resid_urban,,,
GD,Guangdong,2100,SSP5,0.102220754,d5,resid_urban,,,
GD,Guangdong,2100,SSP3,0.077262804,d6,resid_urban,,,
GD,Guangdong,2100,SSP4,0.084026157,d6,resid_urban,,,
GD,Guangdong,2100,SSP2,0.10288201,d6,resid_urban,,,
GD,Guangdong,2100,SSP1,0.105776845,d6,resid_urban,,,
GD,Guangdong,2100,SSP5,0.105978529,d6,resid_urban,,,
GD,Guangdong,2100,SSP3,0.091380944,d7,resid_urban,,,
GD,Guangdong,2100,SSP4,0.096013106,d7,resid_urban,,,
GD,Guangdong,2100,SSP2,0.107659346,d7,resid_urban,,,
GD,Guangdong,2100,SSP1,0.109128641,d7,resid_urban,,,
GD,Guangdong,2100,SSP5,0.109233034,d7,resid_urban,,,
GD,Guangdong,2100,SSP3,0.111778601,d8,resid_urban,,,
GD,Guangdong,2100,SSP5,0.11211909,d8,resid_urban,,,
GD,Guangdong,2100,SSP1,0.112164053,d8,resid_urban,,,
GD,Guangdong,2100,SSP4,0.112823203,d8,resid_urban,,,
GD,Guangdong,2100,SSP2,0.112875036,d8,resid_urban,,,
GD,Guangdong,2100,SSP5,0.117351178,d9,resid_urban,,,
GD,Guangdong,2100,SSP1,0.11764629,d9,resid_urban,,,
GD,Guangdong,2100,SSP2,0.121984477,d9,resid_urban,,,
GD,Guangdong,2100,SSP4,0.142938159,d9,resid_urban,,,
GD,Guangdong,2100,SSP3,0.148853777,d9,resid_urban,,,
GS,Gansu,2011,Historical data,0.022260002,d1,resid_urban,,,
GS,Gansu,2011,Historical data,0.330316619,d10,resid_urban,,,
GS,Gansu,2011,Historical data,0.03670984,d2,resid_urban,,,
GS,Gansu,2011,Historical data,0.046762303,d3,resid_urban,,,
GS,Gansu,2011,Historical data,0.056437163,d4,resid_urban,,,
GS,Gansu,2011,Historical data,0.066738619,d5,resid_urban,,,
GS,Gansu,2011,Historical data,0.078700121,d6,resid_urban,,,
GS,Gansu,2011,Historical data,0.093980349,d7,resid_urban,,,
GS,Gansu,2011,Historical data,0.115643932,d8,resid_urban,,,
GS,Gansu,2011,Historical data,0.153278887,d9,resid_urban,,,
GS,Gansu,2012,Historical data,0.023876718,d1,resid_urban,,,
GS,Gansu,2012,Historical data,0.328663319,d10,resid_urban,,,
GS,Gansu,2012,Historical data,0.038352333,d2,resid_urban,,,
GS,Gansu,2012,Historical data,0.048146153,d3,resid_urban,,,
GS,Gansu,2012,Historical data,0.057462219,d4,resid_urban,,,
GS,Gansu,2012,Historical data,0.067310866,d5,resid_urban,,,
GS,Gansu,2012,Historical data,0.07872995,d6,resid_urban,,,
GS,Gansu,2012,Historical data,0.093357307,d7,resid_urban,,,
GS,Gansu,2012,Historical data,0.114196907,d8,resid_urban,,,
GS,Gansu,2012,Historical data,0.150988783,d9,resid_urban,,,
GS,Gansu,2013,Historical data,0.027085716,d1,resid_urban,,,
GS,Gansu,2013,Historical data,0.307952207,d10,resid_urban,,,
GS,Gansu,2013,Historical data,0.042324926,d2,resid_urban,,,
GS,Gansu,2013,Historical data,0.052175778,d3,resid_urban,,,
GS,Gansu,2013,Historical data,0.061292581,d4,resid_urban,,,
GS,Gansu,2013,Historical data,0.070740735,d5,resid_urban,,,
GS,Gansu,2013,Historical data,0.081543575,d6,resid_urban,,,
GS,Gansu,2013,Historical data,0.095206276,d7,resid_urban,,,
GS,Gansu,2013,Historical data,0.114455377,d8,resid_urban,,,
GS,Gansu,2013,Historical data,0.14825318,d9,resid_urban,,,
GS,Gansu,2014,Historical data,0.016863758,d1,resid_urban,,,
GS,Gansu,2014,Historical data,0.404221672,d10,resid_urban,,,
GS,Gansu,2014,Historical data,0.02843225,d2,resid_urban,,,
GS,Gansu,2014,Historical data,0.037109941,d3,resid_urban,,,
GS,Gansu,2014,Historical data,0.045969948,d4,resid_urban,,,
GS,Gansu,2014,Historical data,0.05582771,d5,resid_urban,,,
GS,Gansu,2014,Historical data,0.067793272,d6,resid_urban,,,
GS,Gansu,2014,Historical data,0.083953066,d7,resid_urban,,,
GS,Gansu,2014,Historical data,0.108190305,d8,resid_urban,,,
GS,Gansu,2014,Historical data,0.153821025,d9,resid_urban,,,
GS,Gansu,2015,Historical data,0.01548078,d1,resid_urban,,,
GS,Gansu,2015,Historical data,0.412498306,d10,resid_urban,,,
GS,Gansu,2015,Historical data,0.026746724,d2,resid_urban,,,
GS,Gansu,2015,Historical data,0.035421082,d3,resid_urban,,,
GS,Gansu,2015,Historical data,0.04438607,d4,resid_urban,,,
GS,Gansu,2015,Historical data,0.054434991,d5,resid_urban,,,
GS,Gansu,2015,Historical data,0.066683283,d6,resid_urban,,,
GS,Gansu,2015,Historical data,0.08327115,d7,resid_urban,,,
GS,Gansu,2015,Historical data,0.108195521,d8,resid_urban,,,
GS,Gansu,2015,Historical data,0.155067401,d9,resid_urban,,,
GS,Gansu,2020,SSP4,0.016532105,d1,resid_urban,,,
GS,Gansu,2020,SSP3,0.016992042,d1,resid_urban,,,
GS,Gansu,2020,SSP2,0.017413951,d1,resid_urban,,,
GS,Gansu,2020,SSP1,0.018000789,d1,resid_urban,,,
GS,Gansu,2020,SSP5,0.018262208,d1,resid_urban,,,
GS,Gansu,2020,SSP5,0.384517058,d10,resid_urban,,,
GS,Gansu,2020,SSP1,0.386748828,d10,resid_urban,,,
GS,Gansu,2020,SSP2,0.391757366,d10,resid_urban,,,
GS,Gansu,2020,SSP3,0.395376334,d10,resid_urban,,,
GS,Gansu,2020,SSP4,0.399329693,d10,resid_urban,,,
GS,Gansu,2020,SSP4,0.028309133,d2,resid_urban,,,
GS,Gansu,2020,SSP3,0.028918771,d2,resid_urban,,,
GS,Gansu,2020,SSP2,0.029477697,d2,resid_urban,,,
GS,Gansu,2020,SSP1,0.030254085,d2,resid_urban,,,
GS,Gansu,2020,SSP5,0.030599969,d2,resid_urban,,,
GS,Gansu,2020,SSP4,0.037211079,d3,resid_urban,,,
GS,Gansu,2020,SSP3,0.037861124,d3,resid_urban,,,
GS,Gansu,2020,SSP2,0.038456869,d3,resid_urban,,,
GS,Gansu,2020,SSP1,0.039283647,d3,resid_urban,,,
GS,Gansu,2020,SSP5,0.039651999,d3,resid_urban,,,
GS,Gansu,2020,SSP4,0.046298626,d4,resid_urban,,,
GS,Gansu,2020,SSP3,0.046949094,d4,resid_urban,,,
GS,Gansu,2020,SSP2,0.047545005,d4,resid_urban,,,
GS,Gansu,2020,SSP1,0.048371276,d4,resid_urban,,,
GS,Gansu,2020,SSP5,0.048739418,d4,resid_urban,,,
GS,Gansu,2020,SSP4,0.056398828,d5,resid_urban,,,
GS,Gansu,2020,SSP3,0.057020051,d5,resid_urban,,,
GS,Gansu,2020,SSP2,0.05758892,d5,resid_urban,,,
GS,Gansu,2020,SSP1,0.058376859,d5,resid_urban,,,
GS,Gansu,2020,SSP5,0.058727944,d5,resid_urban,,,
GS,Gansu,2020,SSP4,0.06861384,d6,resid_urban,,,
GS,Gansu,2020,SSP3,0.069172754,d6,resid_urban,,,
GS,Gansu,2020,SSP2,0.069684267,d6,resid_urban,,,
GS,Gansu,2020,SSP1,0.070391766,d6,resid_urban,,,
GS,Gansu,2020,SSP5,0.070707033,d6,resid_urban,,,
GS,Gansu,2020,SSP4,0.085006972,d7,resid_urban,,,
GS,Gansu,2020,SSP3,0.085446341,d7,resid_urban,,,
GS,Gansu,2020,SSP2,0.08584805,d7,resid_urban,,,
GS,Gansu,2020,SSP1,0.086402343,d7,resid_urban,,,
GS,Gansu,2020,SSP5,0.086649373,d7,resid_urban,,,
GS,Gansu,2020,SSP4,0.109426753,d8,resid_urban,,,
GS,Gansu,2020,SSP3,0.109640703,d8,resid_urban,,,
GS,Gansu,2020,SSP2,0.109835612,d8,resid_urban,,,
GS,Gansu,2020,SSP1,0.110102201,d8,resid_urban,,,
GS,Gansu,2020,SSP5,0.110221068,d8,resid_urban,,,
GS,Gansu,2020,SSP5,0.153737845,d9,resid_urban,,,
GS,Gansu,2020,SSP1,0.153904149,d9,resid_urban,,,
GS,Gansu,2020,SSP2,0.154277615,d9,resid_urban,,,
GS,Gansu,2020,SSP3,0.154544243,d9,resid_urban,,,
GS,Gansu,2020,SSP4,0.154834052,d9,resid_urban,,,
GS,Gansu,2025,SSP4,0.015693623,d1,resid_urban,,,
GS,Gansu,2025,SSP3,0.016682993,d1,resid_urban,,,
GS,Gansu,2025,SSP2,0.01778962,d1,resid_urban,,,
GS,Gansu,2025,SSP1,0.019374361,d1,resid_urban,,,
GS,Gansu,2025,SSP5,0.02022429,d1,resid_urban,,,
GS,Gansu,2025,SSP5,0.368484447,d10,resid_urban,,,
GS,Gansu,2025,SSP1,0.375382232,d10,resid_urban,,,
GS,Gansu,2025,SSP2,0.388479502,d10,resid_urban,,,
GS,Gansu,2025,SSP3,0.397870645,d10,resid_urban,,,
GS,Gansu,2025,SSP4,0.406466943,d10,resid_urban,,,
GS,Gansu,2025,SSP4,0.027200596,d2,resid_urban,,,
GS,Gansu,2025,SSP3,0.028515759,d2,resid_urban,,,
GS,Gansu,2025,SSP2,0.029977635,d2,resid_urban,,,
GS,Gansu,2025,SSP1,0.032056752,d2,resid_urban,,,
GS,Gansu,2025,SSP5,0.033166652,d2,resid_urban,,,
GS,Gansu,2025,SSP4,0.036031166,d3,resid_urban,,,
GS,Gansu,2025,SSP3,0.037436265,d3,resid_urban,,,
GS,Gansu,2025,SSP2,0.038991408,d3,resid_urban,,,
GS,Gansu,2025,SSP1,0.04119259,d3,resid_urban,,,
GS,Gansu,2025,SSP5,0.042363815,d3,resid_urban,,,
GS,Gansu,2025,SSP4,0.045119999,d4,resid_urban,,,
GS,Gansu,2025,SSP3,0.046528721,d4,resid_urban,,,
GS,Gansu,2025,SSP2,0.048081326,d4,resid_urban,,,
GS,Gansu,2025,SSP1,0.050268537,d4,resid_urban,,,
GS,Gansu,2025,SSP5,0.051428545,d4,resid_urban,,,
GS,Gansu,2025,SSP4,0.055275512,d5,resid_urban,,,
GS,Gansu,2025,SSP3,0.056623963,d5,resid_urban,,,
GS,Gansu,2025,SSP2,0.05810275,d5,resid_urban,,,
GS,Gansu,2025,SSP1,0.060174208,d5,resid_urban,,,
GS,Gansu,2025,SSP5,0.061268517,d5,resid_urban,,,
GS,Gansu,2025,SSP4,0.067605962,d6,resid_urban,,,
GS,Gansu,2025,SSP3,0.068822816,d6,resid_urban,,,
GS,Gansu,2025,SSP2,0.070148495,d6,resid_urban,,,
GS,Gansu,2025,SSP1,0.071991414,d6,resid_urban,,,
GS,Gansu,2025,SSP5,0.072959811,d6,resid_urban,,,
GS,Gansu,2025,SSP4,0.084218357,d7,resid_urban,,,
GS,Gansu,2025,SSP3,0.08517981,d7,resid_urban,,,
GS,Gansu,2025,SSP2,0.086215562,d7,resid_urban,,,
GS,Gansu,2025,SSP1,0.087636618,d7,resid_urban,,,
GS,Gansu,2025,SSP5,0.088376356,d7,resid_urban,,,
GS,Gansu,2025,SSP4,0.109049263,d8,resid_urban,,,
GS,Gansu,2025,SSP3,0.109526058,d8,resid_urban,,,
GS,Gansu,2025,SSP2,0.110019133,d8,resid_urban,,,
GS,Gansu,2025,SSP1,0.110662144,d8,resid_urban,,,
GS,Gansu,2025,SSP5,0.110984272,d8,resid_urban,,,
GS,Gansu,2025,SSP5,0.152415091,d9,resid_urban,,,
GS,Gansu,2025,SSP1,0.152992977,d9,resid_urban,,,
GS,Gansu,2025,SSP2,0.154045974,d9,resid_urban,,,
GS,Gansu,2025,SSP3,0.154755809,d9,resid_urban,,,
GS,Gansu,2025,SSP4,0.155369639,d9,resid_urban,,,
GS,Gansu,2030,SSP4,0.015230527,d1,resid_urban,,,
GS,Gansu,2030,SSP3,0.016313795,d1,resid_urban,,,
GS,Gansu,2030,SSP2,0.018290564,d1,resid_urban,,,
GS,Gansu,2030,SSP1,0.02119145,d1,resid_urban,,,
GS,Gansu,2030,SSP5,0.022811669,d1,resid_urban,,,
GS,Gansu,2030,SSP5,0.348637617,d10,resid_urban,,,
GS,Gansu,2030,SSP1,0.361109957,d10,resid_urban,,,
GS,Gansu,2030,SSP2,0.384342968,d10,resid_urban,,,
GS,Gansu,2030,SSP3,0.401039691,d10,resid_urban,,,
GS,Gansu,2030,SSP4,0.410620663,d10,resid_urban,,,
GS,Gansu,2030,SSP4,0.02657969,d2,resid_urban,,,
GS,Gansu,2030,SSP3,0.028026571,d2,resid_urban,,,
GS,Gansu,2030,SSP2,0.030634708,d2,resid_urban,,,
GS,Gansu,2030,SSP1,0.034410239,d2,resid_urban,,,
GS,Gansu,2030,SSP5,0.036498372,d2,resid_urban,,,
GS,Gansu,2030,SSP4,0.035363908,d3,resid_urban,,,
GS,Gansu,2030,SSP3,0.036914786,d3,resid_urban,,,
GS,Gansu,2030,SSP2,0.039686949,d3,resid_urban,,,
GS,Gansu,2030,SSP1,0.043661649,d3,resid_urban,,,
GS,Gansu,2030,SSP5,0.045844532,d3,resid_urban,,,
GS,Gansu,2030,SSP4,0.044447218,d4,resid_urban,,,
GS,Gansu,2030,SSP3,0.046007032,d4,resid_urban,,,
GS,Gansu,2030,SSP2,0.048772346,d4,resid_urban,,,
GS,Gansu,2030,SSP1,0.052699644,d4,resid_urban,,,
GS,Gansu,2030,SSP5,0.054841225,d4,resid_urban,,,
GS,Gansu,2030,SSP4,0.054627226,d5,resid_urban,,,
GS,Gansu,2030,SSP3,0.056125874,d5,resid_urban,,,
GS,Gansu,2030,SSP2,0.058757077,d5,resid_urban,,,
GS,Gansu,2030,SSP1,0.062451284,d5,resid_urban,,,
GS,Gansu,2030,SSP5,0.064448273,d5,resid_urban,,,
GS,Gansu,2030,SSP4,0.067015837,d6,resid_urban,,,
GS,Gansu,2030,SSP3,0.068374859,d6,resid_urban,,,
GS,Gansu,2030,SSP2,0.070730485,d6,resid_urban,,,
GS,Gansu,2030,SSP1,0.07398676,d6,resid_urban,,,
GS,Gansu,2030,SSP5,0.075725842,d6,resid_urban,,,
GS,Gansu,2030,SSP4,0.083745307,d7,resid_urban,,,
GS,Gansu,2030,SSP3,0.084827897,d7,resid_urban,,,
GS,Gansu,2030,SSP2,0.086664132,d7,resid_urban,,,
GS,Gansu,2030,SSP1,0.089134086,d7,resid_urban,,,
GS,Gansu,2030,SSP5,0.090424412,d7,resid_urban,,,
GS,Gansu,2030,SSP4,0.108802733,d8,resid_urban,,,
GS,Gansu,2030,SSP3,0.109355103,d8,resid_urban,,,
GS,Gansu,2030,SSP2,0.11022175,d8,resid_urban,,,
GS,Gansu,2030,SSP1,0.111265565,d8,resid_urban,,,
GS,Gansu,2030,SSP5,0.111758056,d8,resid_urban,,,
GS,Gansu,2030,SSP5,0.150536283,d9,resid_urban,,,
GS,Gansu,2030,SSP1,0.151708199,d9,resid_urban,,,
GS,Gansu,2030,SSP2,0.153712745,d9,resid_urban,,,
GS,Gansu,2030,SSP3,0.154988898,d9,resid_urban,,,
GS,Gansu,2030,SSP4,0.155643451,d9,resid_urban,,,
GS,Gansu,2035,SSP4,0.014956157,d1,resid_urban,,,
GS,Gansu,2035,SSP3,0.016081682,d1,resid_urban,,,
GS,Gansu,2035,SSP2,0.019049787,d1,resid_urban,,,
GS,Gansu,2035,SSP1,0.023285748,d1,resid_urban,,,
GS,Gansu,2035,SSP5,0.025548689,d1,resid_urban,,,
GS,Gansu,2035,SSP5,0.329111662,d10,resid_urban,,,
GS,Gansu,2035,SSP1,0.345501081,d10,resid_urban,,,
GS,Gansu,2035,SSP2,0.37813482,d10,resid_urban,,,
GS,Gansu,2035,SSP3,0.403053362,d10,resid_urban,,,
GS,Gansu,2035,SSP4,0.413159002,d10,resid_urban,,,
GS,Gansu,2035,SSP4,0.026208659,d2,resid_urban,,,
GS,Gansu,2035,SSP3,0.027718151,d2,resid_urban,,,
GS,Gansu,2035,SSP2,0.031628058,d2,resid_urban,,,
GS,Gansu,2035,SSP1,0.037088399,d2,resid_urban,,,
GS,Gansu,2035,SSP5,0.039962747,d2,resid_urban,,,
GS,Gansu,2035,SSP4,0.034962882,d3,resid_urban,,,
GS,Gansu,2035,SSP3,0.036585367,d3,resid_urban,,,
GS,Gansu,2035,SSP2,0.040736602,d3,resid_urban,,,
GS,Gansu,2035,SSP1,0.046445498,d3,resid_urban,,,
GS,Gansu,2035,SSP5,0.049418456,d3,resid_urban,,,
GS,Gansu,2035,SSP4,0.044040643,d4,resid_urban,,,
GS,Gansu,2035,SSP3,0.045676853,d4,resid_urban,,,
GS,Gansu,2035,SSP2,0.049813347,d4,resid_urban,,,
GS,Gansu,2035,SSP1,0.055415013,d4,resid_urban,,,
GS,Gansu,2035,SSP5,0.058299958,d4,resid_urban,,,
GS,Gansu,2035,SSP4,0.05423295,d5,resid_urban,,,
GS,Gansu,2035,SSP3,0.055809923,d5,resid_urban,,,
GS,Gansu,2035,SSP2,0.059740721,d5,resid_urban,,,
GS,Gansu,2035,SSP1,0.064965089,d5,resid_urban,,,
GS,Gansu,2035,SSP5,0.067618621,d5,resid_urban,,,
GS,Gansu,2035,SSP4,0.066653976,d6,resid_urban,,,
GS,Gansu,2035,SSP3,0.068089863,d6,resid_urban,,,
GS,Gansu,2035,SSP2,0.071602883,d6,resid_urban,,,
GS,Gansu,2035,SSP1,0.076153647,d6,resid_urban,,,
GS,Gansu,2035,SSP5,0.078419742,d6,resid_urban,,,
GS,Gansu,2035,SSP4,0.083451339,d7,resid_urban,,,
GS,Gansu,2035,SSP3,0.084602879,d7,resid_urban,,,
GS,Gansu,2035,SSP2,0.087333157,d7,resid_urban,,,
GS,Gansu,2035,SSP1,0.090711164,d7,resid_urban,,,
GS,Gansu,2035,SSP5,0.092330903,d7,resid_urban,,,
GS,Gansu,2035,SSP4,0.108642771,d8,resid_urban,,,
GS,Gansu,2035,SSP3,0.109243797,d8,resid_urban,,,
GS,Gansu,2035,SSP2,0.110517854,d8,resid_urban,,,
GS,Gansu,2035,SSP1,0.111810035,d8,resid_urban,,,
GS,Gansu,2035,SSP5,0.112312785,d8,resid_urban,,,
GS,Gansu,2035,SSP5,0.148396293,d9,resid_urban,,,
GS,Gansu,2035,SSP1,0.150140116,d9,resid_urban,,,
GS,Gansu,2035,SSP2,0.153201362,d9,resid_urban,,,
GS,Gansu,2035,SSP3,0.155133227,d9,resid_urban,,,
GS,Gansu,2035,SSP4,0.155797641,d9,resid_urban,,,
GS,Gansu,2040,SSP4,0.014789,d1,resid_urban,,,
GS,Gansu,2040,SSP3,0.015953904,d1,resid_urban,,,
GS,Gansu,2040,SSP2,0.020096538,d1,resid_urban,,,
GS,Gansu,2040,SSP1,0.02566428,d1,resid_urban,,,
GS,Gansu,2040,SSP5,0.028561481,d1,resid_urban,,,
GS,Gansu,2040,SSP5,0.308260029,d10,resid_urban,,,
GS,Gansu,2040,SSP1,0.328447044,d10,resid_urban,,,
GS,Gansu,2040,SSP2,0.369842768,d10,resid_urban,,,
GS,Gansu,2040,SSP3,0.404175037,d10,resid_urban,,,
GS,Gansu,2040,SSP4,0.414719101,d10,resid_urban,,,
GS,Gansu,2040,SSP4,0.025982055,d2,resid_urban,,,
GS,Gansu,2040,SSP3,0.027547829,d2,resid_urban,,,
GS,Gansu,2040,SSP2,0.032986682,d2,resid_urban,,,
GS,Gansu,2040,SSP1,0.040102515,d2,resid_urban,,,
GS,Gansu,2040,SSP5,0.043749951,d2,resid_urban,,,
GS,Gansu,2040,SSP4,0.034717558,d3,resid_urban,,,
GS,Gansu,2040,SSP3,0.036403055,d3,resid_urban,,,
GS,Gansu,2040,SSP2,0.042164105,d3,resid_urban,,,
GS,Gansu,2040,SSP1,0.049557614,d3,resid_urban,,,
GS,Gansu,2040,SSP5,0.053305246,d3,resid_urban,,,
GS,Gansu,2040,SSP4,0.043791536,d4,resid_urban,,,
GS,Gansu,2040,SSP3,0.045493735,d4,resid_urban,,,
GS,Gansu,2040,SSP2,0.051221059,d4,resid_urban,,,
GS,Gansu,2040,SSP1,0.058429543,d4,resid_urban,,,
GS,Gansu,2040,SSP5,0.062041068,d4,resid_urban,,,
GS,Gansu,2040,SSP4,0.053990946,d5,resid_urban,,,
GS,Gansu,2040,SSP3,0.055634262,d5,resid_urban,,,
GS,Gansu,2040,SSP2,0.061061714,d5,resid_urban,,,
GS,Gansu,2040,SSP1,0.067731453,d5,resid_urban,,,
GS,Gansu,2040,SSP5,0.071023945,d5,resid_urban,,,
GS,Gansu,2040,SSP4,0.06643136,d6,resid_urban,,,
GS,Gansu,2040,SSP3,0.067930895,d6,resid_urban,,,
GS,Gansu,2040,SSP2,0.072763442,d6,resid_urban,,,
GS,Gansu,2040,SSP1,0.078508225,d6,resid_urban,,,
GS,Gansu,2040,SSP5,0.081283663,d6,resid_urban,,,
GS,Gansu,2040,SSP4,0.083269827,d7,resid_urban,,,
GS,Gansu,2040,SSP3,0.084476678,d7,resid_urban,,,
GS,Gansu,2040,SSP2,0.088208246,d7,resid_urban,,,
GS,Gansu,2040,SSP1,0.092383091,d7,resid_urban,,,
GS,Gansu,2040,SSP5,0.094315883,d7,resid_urban,,,
GS,Gansu,2040,SSP4,0.108542865,d8,resid_urban,,,
GS,Gansu,2040,SSP3,0.10918016,d8,resid_urban,,,
GS,Gansu,2040,SSP2,0.110878102,d8,resid_urban,,,
GS,Gansu,2040,SSP1,0.112307471,d8,resid_urban,,,
GS,Gansu,2040,SSP5,0.112808147,d8,resid_urban,,,
GS,Gansu,2040,SSP5,0.145974049,d9,resid_urban,,,
GS,Gansu,2040,SSP1,0.1482893,d9,resid_urban,,,
GS,Gansu,2040,SSP2,0.152468563,d9,resid_urban,,,
GS,Gansu,2040,SSP3,0.155211312,d9,resid_urban,,,
GS,Gansu,2040,SSP4,0.155890161,d9,resid_urban,,,
GS,Gansu,2045,SSP4,0.014626463,d1,resid_urban,,,
GS,Gansu,2045,SSP3,0.015753329,d1,resid_urban,,,
GS,Gansu,2045,SSP2,0.02130334,d1,resid_urban,,,
GS,Gansu,2045,SSP1,0.028356028,d1,resid_urban,,,
GS,Gansu,2045,SSP5,0.032111493,d1,resid_urban,,,
GS,Gansu,2045,SSP5,0.284632895,d10,resid_urban,,,
GS,Gansu,2045,SSP1,0.309921696,d10,resid_urban,,,
GS,Gansu,2045,SSP2,0.360569467,d10,resid_urban,,,
GS,Gansu,2045,SSP3,0.405946661,d10,resid_urban,,,
GS,Gansu,2045,SSP4,0.41624066,d10,resid_urban,,,
GS,Gansu,2045,SSP4,0.025761527,d2,resid_urban,,,
GS,Gansu,2045,SSP3,0.027280024,d2,resid_urban,,,
GS,Gansu,2045,SSP2,0.034541328,d2,resid_urban,,,
GS,Gansu,2045,SSP1,0.043481889,d2,resid_urban,,,
GS,Gansu,2045,SSP5,0.048173933,d2,resid_urban,,,
GS,Gansu,2045,SSP4,0.034478676,d3,resid_urban,,,
GS,Gansu,2045,SSP3,0.036116072,d3,resid_urban,,,
GS,Gansu,2045,SSP2,0.043788781,d3,resid_urban,,,
GS,Gansu,2045,SSP1,0.053022548,d3,resid_urban,,,
GS,Gansu,2045,SSP5,0.057815723,d3,resid_urban,,,
GS,Gansu,2045,SSP4,0.043548842,d4,resid_urban,,,
GS,Gansu,2045,SSP3,0.045205168,d4,resid_urban,,,
GS,Gansu,2045,SSP2,0.052814484,d4,resid_urban,,,
GS,Gansu,2045,SSP1,0.06176125,d4,resid_urban,,,
GS,Gansu,2045,SSP5,0.066352149,d4,resid_urban,,,
GS,Gansu,2045,SSP4,0.053755029,d5,resid_urban,,,
GS,Gansu,2045,SSP3,0.055357087,d5,resid_urban,,,
GS,Gansu,2045,SSP2,0.062546967,d5,resid_urban,,,
GS,Gansu,2045,SSP1,0.070760173,d5,resid_urban,,,
GS,Gansu,2045,SSP5,0.074912419,d5,resid_urban,,,
GS,Gansu,2045,SSP4,0.066214174,d6,resid_urban,,,
GS,Gansu,2045,SSP3,0.067679635,d6,resid_urban,,,
GS,Gansu,2045,SSP2,0.074056157,d6,resid_urban,,,
GS,Gansu,2045,SSP1,0.081050478,d6,resid_urban,,,
GS,Gansu,2045,SSP5,0.084509294,d6,resid_urban,,,
GS,Gansu,2045,SSP4,0.083092521,d7,resid_urban,,,
GS,Gansu,2045,SSP3,0.084276647,d7,resid_urban,,,
GS,Gansu,2045,SSP2,0.089166395,d7,resid_urban,,,
GS,Gansu,2045,SSP1,0.094138082,d7,resid_urban,,,
GS,Gansu,2045,SSP5,0.096487935,d7,resid_urban,,,
GS,Gansu,2045,SSP4,0.108444898,d8,resid_urban,,,
GS,Gansu,2045,SSP3,0.10907831,d8,resid_urban,,,
GS,Gansu,2045,SSP2,0.111241949,d8,resid_urban,,,
GS,Gansu,2045,SSP1,0.112731309,d8,resid_urban,,,
GS,Gansu,2045,SSP5,0.113222528,d8,resid_urban,,,
GS,Gansu,2045,SSP5,0.143022,d9,resid_urban,,,
GS,Gansu,2045,SSP1,0.146114336,d9,resid_urban,,,
GS,Gansu,2045,SSP2,0.151593952,d9,resid_urban,,,
GS,Gansu,2045,SSP3,0.155332754,d9,resid_urban,,,
GS,Gansu,2045,SSP4,0.15597965,d9,resid_urban,,,
GS,Gansu,2050,SSP4,0.014454139,d1,resid_urban,,,
GS,Gansu,2050,SSP3,0.015485859,d1,resid_urban,,,
GS,Gansu,2050,SSP2,0.022679375,d1,resid_urban,,,
GS,Gansu,2050,SSP1,0.031320623,d1,resid_urban,,,
GS,Gansu,2050,SSP5,0.036155762,d1,resid_urban,,,
GS,Gansu,2050,SSP5,0.258765252,d10,resid_urban,,,
GS,Gansu,2050,SSP1,0.290264552,d10,resid_urban,,,
GS,Gansu,2050,SSP2,0.350298171,d10,resid_urban,,,
GS,Gansu,2050,SSP3,0.408330336,d10,resid_urban,,,
GS,Gansu,2050,SSP4,0.417864517,d10,resid_urban,,,
GS,Gansu,2050,SSP4,0.025527284,d2,resid_urban,,,
