"region","sector","Year","co2.emiss","scenario"
"NX","base load generation","2055",5.10744403,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","base load generation","2055",1.147345862,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","base load generation","2055",5.310761596,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","base load generation","2055",18.439004562,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","base load generation","2055",5.951466341,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","base load generation","2055",5.637184913,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","base load generation","2055",10.278085113,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","base load generation","2055",2.983718787,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","base load generation","2055",11.31878384,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","base load generation","2055",0.00051979,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","base load generation","2055",3.063999569,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","base load generation","2055",18.53716046,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","cement","2055",1.5211793,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","cement","2055",0.13846135,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","cement","2055",1.122144,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","cement","2055",1.6129338,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","cement","2055",3.142484538,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","cement","2055",0.64536434,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","cement","2055",1.8750595,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","cement","2055",1.418039,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","cement","2055",2.1904499,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","cement","2055",1.8142486,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","cement","2055",5.679,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","cement","2055",0.092784965,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","cement","2055",0.76363922,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","cement","2055",1.6758383,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","cement","2055",0.8658787,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","cement","2055",2.8715581,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","cement","2055",1.8661354,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","cement","2055",2.1460885,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","cement","2055",2.581079,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","cement","2055",0.636843268,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","cement","2055",0.25700288,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","cement","2055",2.0016667,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","cement","2055",4.6047308,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","cement","2055",1.1583005,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","cement","2055",1.19787259,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","cement","2055",2.7105125,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","cement","2055",1.0414999,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","cement","2055",1.229388661,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","cement","2055",0.05941589,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","cement","2055",2.163411607,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","cement","2055",2.084851,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","chemical energy use","2055",0.794065486350502,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","chemical energy use","2055",0.201850759135317,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","chemical energy use","2055",0.81590595704324,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","chemical energy use","2055",0.622393085141641,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","chemical energy use","2055",0.778382285921268,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","chemical energy use","2055",1.03112557514948,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","chemical energy use","2055",0.364562684681333,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","chemical energy use","2055",0.527830672820744,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","chemical energy use","2055",1.81814366843094,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","chemical energy use","2055",1.01251187090283,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","chemical energy use","2055",1.85533840795528,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","chemical energy use","2055",0.278609479669977,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","chemical energy use","2055",0.757529710553419,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","chemical energy use","2055",0.456240583344652,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","chemical energy use","2055",0.430009226250341,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","chemical energy use","2055",1.77009514321604,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","chemical energy use","2055",0.652851719399238,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","chemical energy use","2055",1.79071471876904,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","chemical energy use","2055",3.31045967468089,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","chemical energy use","2055",0.879745535986942,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","chemical energy use","2055",0.184224491300626,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","chemical energy use","2055",1.52203243498994,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","chemical energy use","2055",3.29069598156818,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","chemical energy use","2055",1.39229882700187,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","chemical energy use","2055",1.15959122437035,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","chemical energy use","2055",0.688956026444387,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","chemical energy use","2055",0.494134036998755,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","chemical energy use","2055",3.2651741116917,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","chemical energy use","2055",1.34568636942363,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","chemical energy use","2055",0.604445713255505,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","coal","2055",24.261489,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","coal to liquids","2055",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","coal to liquids","2055",0.209762636,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","coal to liquids","2055",0.001605,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","coal to liquids","2055",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","coal to liquids","2055",1.82398824,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","coal to liquids","2055",0.36069099,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","coal to liquids","2055",0.021384277,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","coal to liquids","2055",0.52825814,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","coal to liquids","2055",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","coal to liquids","2055",0.152320776,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","coke","2055",0.675195157,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","coke","2055",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","coke","2055",0.156689729,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","coke","2055",0.3235298,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","coke","2055",0.517,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","coke","2055",0.370163238,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","coke","2055",1.264,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","coke","2055",1.3642843,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","coke","2055",1.32800643,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","coke","2055",0.661899331,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","coke","2055",3.806541985,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","coke","2055",0.483180058,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","coke","2055",0.468111652,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","coke","2055",0.260402885,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","coke","2055",1.718708257,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","coke","2055",1.721725,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","coke","2055",1.464136288,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","coke","2055",1.820353889,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","coke","2055",0.208916287,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","coke","2055",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","coke","2055",0.929126155,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","coke","2055",2.37594183,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","coke","2055",0.900174,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","coke","2055",0.70127386,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","coke","2055",2.05439294,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","coke","2055",0.13638424,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","coke","2055",0.459158822,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","coke","2055",2.348744,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","coke","2055",0.6627703,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","comm heating","2055",1.57571596309021,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","comm heating","2055",1.42672813105103,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","comm heating","2055",1.60998968573306,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","comm heating","2055",0.259530094,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","comm heating","2055",1.83949757,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","comm heating","2055",0.571931148292402,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","comm heating","2055",0.15718215,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","comm heating","2055",1.04670234859296,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","comm heating","2055",2.96749779873429,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","comm heating","2055",3.0911112627667,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","comm heating","2055",1.70010794701253,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","comm heating","2055",0.1509767,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","comm heating","2055",3.49930919370853,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","comm heating","2055",2.66776161298662,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","comm heating","2055",1.04724809141109,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","comm heating","2055",0.740010443840784,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","comm heating","2055",1.07002944587742,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","comm heating","2055",1.26837733606299,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","comm heating","2055",2.3702824079523,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","comm heating","2055",0.302147476977617,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","comm heating","2055",0.496302412972801,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","comm heating","2055",4.5640047036242,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","comm heating","2055",2.46953462833885,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","comm heating","2055",1.89966631078086,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","comm heating","2055",1.64182568377695,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","comm heating","2055",1.5165345676451,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","comm heating","2055",1.93556227256761,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","comm heating","2055",2.25030195089539,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","comm heating","2055",1.14063747703922,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","comm heating","2055",1.92889855462226,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","comm heating","2055",2.47429769755547,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","comm hot water_cooking","2055",0.174535083635439,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","comm hot water_cooking","2055",0.431647303798259,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","comm hot water_cooking","2055",0.167399184861273,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","comm hot water_cooking","2055",0.223685536512687,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","comm hot water_cooking","2055",5.00318686806246,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","comm hot water_cooking","2055",0.165416058201647,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","comm hot water_cooking","2055",1.56897513399841,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","comm hot water_cooking","2055",0.839637833142064,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","comm hot water_cooking","2055",0.554375754414812,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","comm hot water_cooking","2055",0.927780336167542,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","comm hot water_cooking","2055",0.381150852751438,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","comm hot water_cooking","2055",0.13125352160051,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","comm hot water_cooking","2055",0.12307186247655,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","comm hot water_cooking","2055",1.01978525347102,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","comm hot water_cooking","2055",0.0176542252793614,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","comm hot water_cooking","2055",0.0751554374349678,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","comm hot water_cooking","2055",0.253804030449618,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","comm hot water_cooking","2055",0.0392291294271388,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","comm hot water_cooking","2055",0.0371817045019167,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","comm hot water_cooking","2055",0.00414015452205877,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","comm hot water_cooking","2055",0.0167675619976195,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","comm hot water_cooking","2055",0.747463290126698,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","comm hot water_cooking","2055",0.339006253155106,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","comm hot water_cooking","2055",0.433882018480895,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","comm hot water_cooking","2055",0.436978071157023,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","comm hot water_cooking","2055",0.189754683597432,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","comm hot water_cooking","2055",0.638859059155495,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","comm hot water_cooking","2055",0.06176194179294,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","comm hot water_cooking","2055",0.289339390077638,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","comm hot water_cooking","2055",1.30028156066953,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","comm hot water_cooking","2055",0.285845355496562,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","construction energy use","2055",0.435754073820893,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","construction energy use","2055",0.20606530960165,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","construction energy use","2055",0.108925029087987,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","construction energy use","2055",0.572019412732845,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","construction energy use","2055",0.91714340940638,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","construction energy use","2055",0.131468362226516,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","construction energy use","2055",0.140329695499077,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","construction energy use","2055",0.104879343322598,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","construction energy use","2055",0.776156009106022,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","construction energy use","2055",0.736123494175769,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","construction energy use","2055",0.298596193311809,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","construction energy use","2055",0.0149460392970057,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","construction energy use","2055",0.183175550269214,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","construction energy use","2055",0.501598902844971,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","construction energy use","2055",0.129423476457999,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","construction energy use","2055",0.959856285847681,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","construction energy use","2055",0.248982802210932,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","construction energy use","2055",0.855200154815907,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","construction energy use","2055",0.0349962972800149,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","construction energy use","2055",0.0036151093783426,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","construction energy use","2055",0.0283666512477165,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","construction energy use","2055",0.566891083231091,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","construction energy use","2055",0.638646539370858,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","construction energy use","2055",0.128268424750987,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","construction energy use","2055",0.11186903434729,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","construction energy use","2055",0.0694867849898788,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","construction energy use","2055",0.263324699181375,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","construction energy use","2055",0.0767857656509045,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","construction energy use","2055",0.011334096186581,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","construction energy use","2055",0.243124061218163,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","construction energy use","2055",1.17749606755104,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","crude oil","2055",0.6168546,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","csp_backup","2055",3.40914,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","district heat","2055",1.35003218537514,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","district heat","2055",2.06690714344127,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","district heat","2055",0.942249365516359,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","district heat","2055",1.27958261002071,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","district heat","2055",2.15960568858081,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","district heat","2055",1.55163267907183,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","district heat","2055",1.10683676667089,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","district heat","2055",0.0787815058870062,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","district heat","2055",3.31936267623242,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","district heat","2055",1.50800195358597,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","district heat","2055",7.48290367471826,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","district heat","2055",0.0687961332118403,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","district heat","2055",7.4038041745361,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","district heat","2055",2.59813128344651,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","district heat","2055",3.24158798053949,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","district heat","2055",4.74957836219639,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","district heat","2055",0.674182035607756,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","district heat","2055",7.93137428183262,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","district heat","2055",7.37298933466442,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","district heat","2055",0.792330274331979,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","district heat","2055",0.0937441277766446,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","district heat","2055",1.11288443346168,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","district heat","2055",11.1683264731628,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","district heat","2055",1.25061468483363,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","district heat","2055",1.7142405077579,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","district heat","2055",5.88073919655054,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","district heat","2055",5.04279378487339,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","district heat","2055",8.60296308710532,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","district heat","2055",0.214775481593349,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","district heat","2055",5.98172705641369,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","gas pipeline","2055",3.56,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","gas processing","2055",21.987605,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","gas to liquids","2055",0.0946,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","gas to liquids","2055",0.09464375,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","gas to liquids","2055",0.09464375,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","gas to liquids","2055",0.0946,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","gas to liquids","2055",0.09464375,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
