"region","sector","Year","co2.emiss","scenario"
"JX","other industrial feedstocks","2020",0.788180198038556,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","other industrial feedstocks","2020",0.544038986195372,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","other industrial feedstocks","2020",9.54412260854089,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","other industrial feedstocks","2020",2.55609610982131,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","other industrial feedstocks","2020",0.54997932604799,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","other industrial feedstocks","2020",1.26304680278509,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","other industrial feedstocks","2020",3.98063774221011,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","other industrial feedstocks","2020",0.915775423186138,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","other industrial feedstocks","2020",4.47664760941059,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","other industrial feedstocks","2020",2.51890582,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","other industrial feedstocks","2020",0.374767177228442,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","other industrial feedstocks","2020",0.00260564695551137,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","other industrial feedstocks","2020",0.0174790843785199,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","other industrial feedstocks","2020",1.74207759096842,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","other industrial feedstocks","2020",0.399574394895631,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","peak generation","2020",0.315286754,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","peak generation","2020",0.413897379545142,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","peak generation","2020",0.109125948,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","peak generation","2020",0.175804532,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","peak generation","2020",0.653509219877385,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","peak generation","2020",0.0905261330264491,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","peak generation","2020",0.0926580766518229,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","peak generation","2020",0.187415758273347,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","peak generation","2020",0.590547464,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","peak generation","2020",0.249798895,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","peak generation","2020",0.129259401332872,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","peak generation","2020",0.0387295354888449,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","peak generation","2020",0.124661263,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","peak generation","2020",0.172187698,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","peak generation","2020",0.091482679,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","peak generation","2020",0.658,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","peak generation","2020",0.193297871,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","peak generation","2020",0.20606446,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","peak generation","2020",0.0742404191473705,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","peak generation","2020",0.118681723228705,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","peak generation","2020",0.0403730331089834,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","peak generation","2020",0.104047177,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","peak generation","2020",0.133686148345085,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","peak generation","2020",0.128393018,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","peak generation","2020",0.14664958441631,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","peak generation","2020",0.121569711,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","peak generation","2020",0.0947055234808559,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","peak generation","2020",0.316014764373124,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","peak generation","2020",0,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","peak generation","2020",0.0481273006916201,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","peak generation","2020",0.352,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","process heat cement","2020",5.11957701630496,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","process heat cement","2020",0.342996531872581,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","process heat cement","2020",3.12777242099004,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","process heat cement","2020",2.79301983389357,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","process heat cement","2020",5.04791296204997,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","process heat cement","2020",2.29003560763962,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","process heat cement","2020",3.8954926008843,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","process heat cement","2020",3.56180651130318,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","process heat cement","2020",7.90534512743572,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","process heat cement","2020",5.91762699903282,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","process heat cement","2020",18.1980236521972,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","process heat cement","2020",0.166530237346421,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","process heat cement","2020",3.06596539157051,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","process heat cement","2020",5.07659213488031,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","process heat cement","2020",3.4781702309328,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","process heat cement","2020",9.09692687432949,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","process heat cement","2020",3.64134342765497,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","process heat cement","2020",7.99066623669531,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","process heat cement","2020",8.80968767778079,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","process heat cement","2020",1.84708882687475,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","process heat cement","2020",0.773509182868037,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","process heat cement","2020",6.75159394531681,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","process heat cement","2020",14.4292039214468,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","process heat cement","2020",1.89031604227087,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","process heat cement","2020",4.00416260840055,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","process heat cement","2020",8.56532568501779,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","process heat cement","2020",2.30399188469844,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","process heat cement","2020",3.35813897498499,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","process heat cement","2020",0.0945119247097144,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","process heat cement","2020",4.16447461357275,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","process heat cement","2020",3.37642325726774,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","refined liquids enduse","2020",4.28368991002178e-05,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","refined liquids enduse","2020",0.000207449134007374,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","refined liquids enduse","2020",1.97570603816852e-06,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","refined liquids enduse","2020",8.44165307215573e-06,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","refined liquids enduse","2020",9.33970127132846e-06,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","refined liquids enduse","2020",3.50238797674788e-05,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","refined liquids industrial","2020",2.66876011154163e-05,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","refined liquids industrial","2020",2.83891595757873e-06,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","refining","2020",0.00083000920206143,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","regional biomass","2020",-49.5592,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","regional biomassOil","2020",-1.36894,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","regional corn for ethanol","2020",-1.56458,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"China","regional sugar for ethanol","2020",-0.00129697,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","resid_rural heating","2020",0.544816667023066,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","resid_rural heating","2020",2.06949377860649,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","resid_rural heating","2020",0.123084867747015,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","resid_rural heating","2020",0.283569976404088,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","resid_rural heating","2020",1.3561786316145,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","resid_rural heating","2020",1.60883974921504,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","resid_rural heating","2020",0.177953788404637,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","resid_rural heating","2020",0.470342348007356,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","resid_rural heating","2020",1.72434366421376,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","resid_rural heating","2020",0.80058574622987,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","resid_rural heating","2020",5.54587718155045,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","resid_rural heating","2020",0.0274903103348247,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","resid_rural heating","2020",0.55315,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","resid_rural heating","2020",0.513245839537978,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","resid_rural heating","2020",0.599027651177094,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","resid_rural heating","2020",0.36723795556424,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","resid_rural heating","2020",0.240959599135375,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","resid_rural heating","2020",0.696962479418923,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","resid_rural heating","2020",0.767250413523724,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","resid_rural heating","2020",0.157334703400285,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","resid_rural heating","2020",0.322399637452552,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","resid_rural heating","2020",0.777158108168165,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","resid_rural heating","2020",1.57616206216481,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","resid_rural heating","2020",0.824979515543879,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","resid_rural heating","2020",1.06452123146619,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","resid_rural heating","2020",3.24212312038733,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","resid_rural heating","2020",0.399332401522609,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","resid_rural heating","2020",0.697865958281647,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","resid_rural heating","2020",0.274096556987507,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","resid_rural heating","2020",0.47899204673824,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","resid_rural heating","2020",0.904679169347716,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","resid_rural hot water_cooking","2020",0.937612799892019,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","resid_rural hot water_cooking","2020",0.988548422599947,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","resid_rural hot water_cooking","2020",0.179197165115945,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","resid_rural hot water_cooking","2020",0.296052201711176,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","resid_rural hot water_cooking","2020",1.26262791690221,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","resid_rural hot water_cooking","2020",0.535441960261704,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","resid_rural hot water_cooking","2020",0.158935681332194,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","resid_rural hot water_cooking","2020",3.16822984612271,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","resid_rural hot water_cooking","2020",1.31949007016285,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","resid_rural hot water_cooking","2020",2.47732678485018,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","resid_rural hot water_cooking","2020",2.78516926863992,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","resid_rural hot water_cooking","2020",0.0141642612362421,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","resid_rural hot water_cooking","2020",0.105228,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","resid_rural hot water_cooking","2020",1.40646274785498,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","resid_rural hot water_cooking","2020",0.313721130620168,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","resid_rural hot water_cooking","2020",0.194291555763209,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","resid_rural hot water_cooking","2020",0.523596945910523,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","resid_rural hot water_cooking","2020",0.404363062037004,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","resid_rural hot water_cooking","2020",0.592499050916293,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","resid_rural hot water_cooking","2020",0.0932920834565861,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","resid_rural hot water_cooking","2020",0.26028562698642,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","resid_rural hot water_cooking","2020",1.66998935927098,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","resid_rural hot water_cooking","2020",1.50308938410538,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","resid_rural hot water_cooking","2020",0.727391526829623,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","resid_rural hot water_cooking","2020",0.655251501527384,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","resid_rural hot water_cooking","2020",1.27832647385347,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","resid_rural hot water_cooking","2020",0.242517521139559,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","resid_rural hot water_cooking","2020",0.398593291281256,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","resid_rural hot water_cooking","2020",0.274217086033299,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","resid_rural hot water_cooking","2020",2.930299348248,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","resid_rural hot water_cooking","2020",0.692877379565981,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","resid_urban heating","2020",1.21517892835502,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","resid_urban heating","2020",1.69126689802161,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","resid_urban heating","2020",1.51526120040573,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","resid_urban heating","2020",0.05001129,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","resid_urban heating","2020",0.6022511,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","resid_urban heating","2020",0.495737748574853,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","resid_urban heating","2020",0.09796153,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","resid_urban heating","2020",0.347239441852119,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","resid_urban heating","2020",1.60095863558999,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","resid_urban heating","2020",0.916073718110603,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","resid_urban heating","2020",2.80767031734858,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","resid_urban heating","2020",0.01507283,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","resid_urban heating","2020",2.08727249370747,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","resid_urban heating","2020",0.738723827677917,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","resid_urban heating","2020",1.79296128864852,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","resid_urban heating","2020",1.70298482163652,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","resid_urban heating","2020",0.465950717065184,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","resid_urban heating","2020",2.13977545562372,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","resid_urban heating","2020",0.70234090843498,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","resid_urban heating","2020",0.181284959372041,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","resid_urban heating","2020",0.399988807480363,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","resid_urban heating","2020",2.84906982823947,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","resid_urban heating","2020",2.41961117185625,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","resid_urban heating","2020",1.1243439001366,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","resid_urban heating","2020",1.84934788829059,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","resid_urban heating","2020",2.49788290390037,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","resid_urban heating","2020",0.421694746565688,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","resid_urban heating","2020",1.2932578318845,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","resid_urban heating","2020",0.187094213017561,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","resid_urban heating","2020",0.16898044871804,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","resid_urban heating","2020",1.27541936049448,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","resid_urban hot water_cooking","2020",1.2375684958613,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","resid_urban hot water_cooking","2020",2.1914115076214,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","resid_urban hot water_cooking","2020",0.866654734501775,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","resid_urban hot water_cooking","2020",0.642549012229116,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","resid_urban hot water_cooking","2020",4.87942527428006,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","resid_urban hot water_cooking","2020",0.409589041439638,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","resid_urban hot water_cooking","2020",0.733472164416183,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","resid_urban hot water_cooking","2020",1.118597930732,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","resid_urban hot water_cooking","2020",1.42276866305767,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","resid_urban hot water_cooking","2020",2.0994418247982,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","resid_urban hot water_cooking","2020",1.53102949957188,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","resid_urban hot water_cooking","2020",0.230864559274689,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","resid_urban hot water_cooking","2020",1.03228986279914,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","resid_urban hot water_cooking","2020",1.49175033042631,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","resid_urban hot water_cooking","2020",0.758035378179434,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JS","resid_urban hot water_cooking","2020",1.78989165135805,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JX","resid_urban hot water_cooking","2020",0.720808619090951,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"LN","resid_urban hot water_cooking","2020",1.18769903121667,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NM","resid_urban hot water_cooking","2020",0.402169525102714,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"NX","resid_urban hot water_cooking","2020",0.0684836277879082,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"QH","resid_urban hot water_cooking","2020",0.16538062751812,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SC","resid_urban hot water_cooking","2020",1.95156021152064,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SD","resid_urban hot water_cooking","2020",2.56577044124498,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SH","resid_urban hot water_cooking","2020",1.41362812317102,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SN","resid_urban hot water_cooking","2020",1.50114355499223,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"SX","resid_urban hot water_cooking","2020",1.0375135712536,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"TJ","resid_urban hot water_cooking","2020",0.856922293015905,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XJ","resid_urban hot water_cooking","2020",0.594225105698202,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"XZ","resid_urban hot water_cooking","2020",0.24404874628014,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"YN","resid_urban hot water_cooking","2020",0.567029657237649,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"ZJ","resid_urban hot water_cooking","2020",1.39859663856941,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"AH","subpeak generation","2020",1.39326728248975,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"BJ","subpeak generation","2020",0.673974949394782,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"CQ","subpeak generation","2020",0.733493287198058,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"FJ","subpeak generation","2020",1.2069814220871,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GD","subpeak generation","2020",4.91157947,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GS","subpeak generation","2020",0.839542056344451,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GX","subpeak generation","2020",0.839193409,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"GZ","subpeak generation","2020",1.6445808,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HA","subpeak generation","2020",4.04023773644624,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HB","subpeak generation","2020",1.68758289463952,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HE","subpeak generation","2020",1.539442226609,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HI","subpeak generation","2020",0.40272691,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HL","subpeak generation","2020",0.765204033236682,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"HN","subpeak generation","2020",1.18900227280432,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
"JL","subpeak generation","2020",0.620662051710378,"GCAM-China-test-postbioemiss,date=2024-30-8T13:50:47+02:00"
